,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Huongta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đồi Thỏ,"Adams, Richard",,,,494        pp,4.08,"480,843",Nov 1972,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Hồi hộp như truyện trinh thám.,Notes are private!,0,1,1,"Oct 02, 2015","Oct 06, 2015","Oct 02, 2015",,Paperback,view (with text),/book/show/13507351-i-th
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trăm năm cô đơn,"García Márquez, Gabriel",,,,456        pp,4.11,"971,214",1967,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2015","Sep 29, 2015","Sep 27, 2015",,Paperback,view,/book/show/13412952-tr-m-n-m-c-n
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quốc gia khởi nghiệp: Câu chuyện về nền kinh tế thần kỳ của Israel,"Senor, Dan",,,,403        pp,4.11,"11,889","Nov 04, 2009","May 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nếu có một cơ hội, nếu được lựa chọn, mình nhất định sẽ đến Israel.",Notes are private!,0,0,1,"Sep 27, 2015","Oct 03, 2015","Sep 27, 2015",,Paperback,view (with text),/book/show/17931622-qu-c-gia-kh-i-nghi-p
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729085,9781476729084,1476729085,292        pp,4.02,"556,328","Jan 30, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Don làm mình nhớ tới sheldon cooper của Thể BigBang Theory :)May mắn là Don thì thú vị hơn.,Notes are private!,0,0,1,"Sep 25, 2015","Sep 26, 2015","Sep 25, 2015",,Hardcover,view (with text),/book/show/16181775-the-rosie-project
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ở Quán Cà Phê Của Tuổi Trẻ Lạc Lối,"Modiano, Patrick",,9786049698279,,153        pp,3.54,"12,234","Oct 04, 2007",Apr 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2015,Jan 2015,"Sep 24, 2015",,Paperback,view,/book/show/21536706-qu-n-c-ph-c-a-tu-i-tr-l-c-l-i
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Điệu valse giã từ,"Kundera, Milan",,,,296        pp,3.87,"17,321",1972,Dec 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đã đọc hết Điệu Valse giã từ, Đời nhẹ khôn kham, Những mối tình nực cười của Milan Kundera.Trong truyện luôn có Bác sĩ, Trí thức, Nhà nước Cộng Sản, TĐã đọc hết Điệu Valse giã từ, Đời nhẹ khôn kham, Những mối tình nực cười của Milan Kundera.Trong truyện luôn có Bác sĩ, Trí thức, Nhà nước Cộng Sản, Tình yêu, Tình dục.Những ông chồng ngoại tình và những bà vợ luôn nghi ngờ, dằn vặt bản thân, tự làm khổ mình. Nhưng lạ là họ chưa bao giờ có ý định chia tay. :|...more",Notes are private!,0,0,1,"Sep 24, 2015","Sep 25, 2015","Sep 24, 2015",,Paperback,view (with text),/book/show/22731715-i-u-valse-gi-t
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đôi bạn chân tình,"Hesse, Hermann",,,,409        pp,4.22,"62,710",1930,"Aug 19, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 23, 2015","Sep 25, 2015","Sep 23, 2015",,ebook,view,/book/show/13635720-i-b-n-ch-n-t-nh
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Những mối tình nực cười,"Kundera, Milan",,,,332        pp,3.84,"33,213",1970,Apr 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2015","Sep 23, 2015","Sep 22, 2015",,Paperback,view,/book/show/12086463-nh-ng-m-i-t-nh-n-c-c-i
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đời nhẹ khôn kham,"Kundera, Milan",,,,477        pp,4.11,"469,575",1984,2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hay không thể chịu nổi.Chính trị, tình yêu, tình dục.Đàn ông, Đàn bà....................",Notes are private!,0,1,1,"Sep 22, 2015","Sep 22, 2015","Sep 22, 2015",,Paperback,view (with text),/book/show/15699821-i-nh-kh-n-kham
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thức Dậy Trên Mái Nhà,"Mẫn, Minh",,,,172        pp,3.59,22,"Dec 01, 2014",Dec 2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình rất háo hức khi mua cuốn này vì đọc được một trích đoạn: Thế hệ của chúng tôi là....Lúc đọc sách thì là tập truyện ngắn, tuổi thơ, đồng quê. KhônMình rất háo hức khi mua cuốn này vì đọc được một trích đoạn: Thế hệ của chúng tôi là....Lúc đọc sách thì là tập truyện ngắn, tuổi thơ, đồng quê. Không hiểu, tại mình quá già để thích những âm thanh nhỏ nhẹ như này hay mình quá khó tính. Giọng văn nhạt, câu chuyện cũng bình thường.Ai thích tìm về tuổi thơ thì có thể đọc....more",Notes are private!,0,0,1,not set,"Sep 19, 2015","Sep 19, 2015",,Paperback,view (with text),/book/show/24955080-th-c-d-y-tr-n-m-i-nh
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hồ,"Yoshimoto, Banana",,,,204        pp,3.57,"10,637","Dec 01, 2005","Mar 14, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 16, 2015",,Paperback,view,/book/show/21489467-h
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bên phía nhà Swann,"Proust, Marcel",,,,472        pp,4.14,"60,147","Nov 14, 1913","Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2015",,Paperback,view,/book/show/18922507-b-n-ph-a-nh-swann
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suối nguồn,"Rand, Ayn",,9786041005327,,"1,176        pp",3.88,"323,405","Apr 15, 1943","Oct 21, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình thực sự không thấy ấn tượng với các nhân vật như Roard, Dominique. Hoặc là vì nó quá rõ nét để trở nên ấn tượng.Mình ghét Ellsworth Toohey khủng Mình thực sự không thấy ấn tượng với các nhân vật như Roard, Dominique. Hoặc là vì nó quá rõ nét để trở nên ấn tượng.Mình ghét Ellsworth Toohey khủng khiếp, không hiểu sao Đoạn làm mình thấy hứng thú nhất là tình yêu của Roard và Dominique lúc đầu, họ đã từng có một tình yêu Trẻ và Đẹp. Sau đấy thì mọi thứ đảo tung và mình không thể hiểu, không thể giải thích được. Điên khùng. Phần cao trào sau đó trở nên hết sức tẻ nhạt với mình.Peter là nhân vật đáng thương nhất, mình không nghĩ anh ấy đáng bị xây dựng một cuộc đời như vậy. Cuộc sống của anh ấy quá mệt mỏi, lúc nào cũng phải so sánh mình với người khác. Anh ấy đã từng được công nhận là xuất sắc nhất trường ĐH mà, điều ấy không đủ để chứng minh nội lực hay sao. Anh ấy bị thiếu niềm tin vào chính bản thân mình.Với mình, phân đoạn cảm động nhất là khi Peter gặp lại Katie sau 6 năm và hồi tưởng lại những kỷ niệm, mình nghĩ mình hiểu 2 người này nhất. Đoạn cảm động nhất về tình yêu....more",Notes are private!,0,5,1,"Sep 29, 2015",Oct 2015,"Sep 14, 2015",,Paperback,view (with text),/book/show/13615020-su-i-ngu-n
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Đỉnh cao đế quốc: Đà Lạt và sự hưng vong của Đông Dương thuộc Pháp,"Jennings, Eric T.",,9786048657383,,629        pp,3.74,47,"Mar 09, 2011",Aug 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2015",,Paperback,view,/book/show/26132267-nh-cao-qu-c
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cha và con,"Parsons, Tony",,,,397        pp,3.57,"16,535",1999,Jun 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình thấy sách tập trung nhiều hơn vào Harry, sự nghiệp và các mối quan hệ của người cha hơn là tập trung vào ""Cha và Con"". Dặc biệt thích bố mẹ HarryMình thấy sách tập trung nhiều hơn vào Harry, sự nghiệp và các mối quan hệ của người cha hơn là tập trung vào ""Cha và Con"". Dặc biệt thích bố mẹ Harry, cách họ giữ gìn tình yêu, trân trọng gia đình và quan tâm con cái.Tình yêu: 7 năm, 4 tháng, 6 tháng, mãi mãi…Mọi thứ đều có thể thay đổi, chẳng ai có thể đảm bảo cho một trường đoạn mãi mãi ngay cả một đám cưới. Chúng ta liệu muốn nó như thế nào mà thôi....more",Notes are private!,0,1,1,not set,"Sep 06, 2015","Sep 06, 2015",,Paperback,view (with text),/book/show/25995719-cha-v-con
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ngày Mai Tôi Sẽ Khác,"Legardinier, Gilles",,,,412        pp,3.69,"5,801","Feb 01, 2010","Jul 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cô ấy thích anh ấy, anh ấy thích cô ấy, họ tìm hiểu nhau, họ đến với nhau.Một câu chuyện hết sức bình thường, một cô gái 29 tuổi sau khi tìm được tìnhCô ấy thích anh ấy, anh ấy thích cô ấy, họ tìm hiểu nhau, họ đến với nhau.Một câu chuyện hết sức bình thường, một cô gái 29 tuổi sau khi tìm được tình yêu cũng sẽ viết được câu chuyện tương tự như thế, câu chuyện dài tới 400 trang lận.Một câu chuyện nhẹ nhàng nhưng không sâu sắc....more",Notes are private!,0,1,1,"Sep 03, 2015","Sep 19, 2015","Sep 03, 2015",,Paperback,view (with text),/book/show/25933324-ng-y-mai-t-i-s-kh-c
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cún bụi đời,"Pennac, Daniel",,,,unknown,3.92,"2,302",1982,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 28, 2015","Aug 30, 2015",,Paperback,view,/book/show/13561095-c-n-b-i-i
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nhím thanh lịch,"Barbery, Muriel",,8936024912079,,412        pp,3.80,"184,443",Aug 2006,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mọi người có phóng đại mọi chuyện lên không vậy?Nói lý thuyết quá nhiều, dài dòng. Chỉ có một tình huống nhỏ mà phải diễn dải ra vài trang giấy, nghiêMọi người có phóng đại mọi chuyện lên không vậy?Nói lý thuyết quá nhiều, dài dòng. Chỉ có một tình huống nhỏ mà phải diễn dải ra vài trang giấy, nghiêm trọng hóa vấn đề.Đoạn từ sau khi ông người Nhật đến thì có thú vị hơn :|...more",Notes are private!,0,0,1,"Aug 25, 2015","Sep 13, 2015","Aug 25, 2015",,Paperback,view (with text),/book/show/12064837-nh-m-thanh-l-ch
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vào trong hoang dã,"Krakauer, Jon*",,9786045336489,,386        pp,4.01,"1,090,237","Jan 13, 1996","Jun 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 27, 2015","Aug 24, 2015",,Paperback,view,/book/show/25797390-v-o-trong-hoang-d
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,פתאום דפיקה בדלת,"Keret, Etgar*",9655176681,9789655176681,9655176681,181        pp,3.93,"7,655",2010,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình thích nhất là anh chàng ngồi quán cafe, gật đầu để bắt đầu một cuộc hội thoại với một người lạ.Đây là cuốn sách nhắc đến rất nhiều từ ""Một Mình"":Mình thích nhất là anh chàng ngồi quán cafe, gật đầu để bắt đầu một cuộc hội thoại với một người lạ.Đây là cuốn sách nhắc đến rất nhiều từ ""Một Mình"": Ông, Bà, Chàng trai, Cô gái...Tất cả họ đều sẵn sàng đánh đổi một cái ""Giá"" để được giao tiếp. Con người chỉ thực sự cảm thấy mình được sống khi được giao tiếp, trò chuyện với một ai đó....more",Notes are private!,0,0,1,not set,not set,"Aug 23, 2015",,Paperback,view (with text),/book/show/8441779
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Tom’s Cabin,"Stowe, Harriet Beecher",,,,438        pp,3.91,"227,330",1852,"Aug 05, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2015","Sep 29, 2015","Aug 21, 2015",,Paperback,view,/book/show/46787.Uncle_Tom_s_Cabin
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buồn ơi chào mi,"Sagan, Françoise",,9786045316269,,144        pp,3.71,"51,192","Mar 15, 1954","Sep 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Câu chuyện dài hơn là những gì được miêu tả trong 150 trang sách.Tính ích kỷ, trẻ con của cô gái mới lớn, của cả người cha như là chưa trưởng thành nữCâu chuyện dài hơn là những gì được miêu tả trong 150 trang sách.Tính ích kỷ, trẻ con của cô gái mới lớn, của cả người cha như là chưa trưởng thành nữa. Cuộc chiến giữa học và chơi. phần chơi chiến thắng....more",Notes are private!,0,1,1,not set,Jul 2015,"Aug 21, 2015",,Paperback,view (with text),/book/show/23259529-bu-n-i-ch-o-mi
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chuyện Dài Bất Tận,"Ende, Michael",,8936024910491,,548        pp,4.18,"201,339","Sep 01, 1979","Jun 07, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Use your memory to build your future.Keep your passion.,Notes are private!,0,0,1,"Aug 10, 2015","Aug 21, 2015","Aug 10, 2015",,Hardcover,view (with text),/book/show/13185347-chuy-n-d-i-b-t-t-n
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chó Ngao Độ Hồn,"dịch, Thẩm Thạch Khê; Hương Thả",,9786046902904,,289        pp,3.69,16,"Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình ấn tượng với tên sách nhiều hơn là bìa. Ban đầu tưởng là một tiểu thuyết dài, câu chuyện về chú chó Ngao, thực ra lại là một tập hợp nhiều truyệnMình ấn tượng với tên sách nhiều hơn là bìa. Ban đầu tưởng là một tiểu thuyết dài, câu chuyện về chú chó Ngao, thực ra lại là một tập hợp nhiều truyện ngắn dựa trên cuộc sống công việc của tác giả. Vì là những câu chuyện được kể lại của một tác giả không chuyên nên giọng văn rất giản dị. Xuyên suốt cuốn sách là những trận chiến giữa những con sói, chó...Chân thực bao giờ cũng tàn nhẫn. Mỗi kẻ tồn tại trên thế gian đều có mục đích cả....more",Notes are private!,0,1,1,not set,not set,"Aug 10, 2015",,Paperback,view (with text),/book/show/25880319-ch-ngao-h-n
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ăn, Cầu Nguyện, Yêu","Gilbert, Elizabeth*",,,,544        pp,3.63,"1,743,400","Feb 16, 2006","Mar 12, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình đọc nửa cuốn sách trong vòng 2 tuần và nửa còn lại trong 2 ngày cuối tuần. Có nhiều đoạn thực sự hơi mệt nhưng đọc đi đọc lại cũng không chán. ĐâMình đọc nửa cuốn sách trong vòng 2 tuần và nửa còn lại trong 2 ngày cuối tuần. Có nhiều đoạn thực sự hơi mệt nhưng đọc đi đọc lại cũng không chán. Đây là cuốn sách mình ghi ra được rất nhiều những câu trích dẫn cực hay: ""Mình sẽ không chứa chấp những ý nghĩ không lành mạnh nữa"". Học cách buông bỏ, học cách nắm giữ để tìm được sự cân bằng trong cuộc sống. đọc sách xong rồi tìm phim xem lại nhưng mình nghĩ sách thú vị hơn phim....more",Notes are private!,0,0,1,not set,"Aug 12, 2015","Aug 10, 2015",,Paperback,view (with text),/book/show/17926164-n-c-u-nguy-n-y-u
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chú Bé Mang Pyjama Sọc,"Boyne, John*",,,,253        pp,4.16,"830,334",2006,Aug 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đây là cuốn sách ám ảnh nhất trong số những sách mình đã từng đọc qua. Đi từ đầu đến tận khi kết thúc mình mới biết, chú bé mang pyjama sọc là ai. Nó Đây là cuốn sách ám ảnh nhất trong số những sách mình đã từng đọc qua. Đi từ đầu đến tận khi kết thúc mình mới biết, chú bé mang pyjama sọc là ai. Nó mang sự thật, sự tàn nhẫn và thực tế của giai đoạn đó.Bạn sẽ nhiều lần ao ước trong đời được trẻ lại, được sống như thế, như tâm hồn của những đứa trẻ, không có bất kỳ rào cản nào. Mọi suy nghĩ đều trong sang và không cần nghĩ về kết quả. Khi đi đến gần kết thúc, mình vẫn tự nhủ trong đầu, đây chỉ là sách, sách phải có kết thúc đẹp… Nhưng mỗi cuốn sách là một cuộc sống, không phải kết thúc nào cũng đẹp, nhưng ít nhất khi sống, nó rất đẹp. Cuốn sách đầu tiên làm mình khóc, cảm thấy bất lực, đầu hang trước kết thúc đó....more",Notes are private!,0,0,1,not set,Jan 2014,"Jul 27, 2015",,Paperback,view (with text),/book/show/12039581-ch-b-mang-pyjama-s-c
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuốn sổ màu xanh,"dịch, James A. Levine; Thiên Ki",,8934974116462,,288        pp,3.78,"4,139",2009,Dec 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 26, 2015",,Paperback,view,/book/show/17128596-cu-n-s-m-u-xanh
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,5 Centimet Trên Giây,"Shinkai, Makoto",,9786046977940,,188        pp,3.78,"2,501",Nov 2007,2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2015",,Paperback,view,/book/show/24122950-5-centimet-tr-n-gi-y
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Khi ta mơ quá lâu,"Seng, Goh Poh",,9786045933756,,206        pp,3.63,471,"Jan 01, 1972","May 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2015","Aug 02, 2015","Jul 24, 2015",,Paperback,view,/book/show/25647195-khi-ta-m-qu-l-u
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,12 năm nô lệ,"Northup, Solomon",,,,315        pp,4.22,"117,575","Feb 05, 1853","Mar 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quá buồn. Thật khó mà tưởng tượng được câu chuyện có thật trên đời như thế. Con người tàn ác và đáng sợ quá. Mình sẽ mãi bị ám ảnh bởi câu nói của PatQuá buồn. Thật khó mà tưởng tượng được câu chuyện có thật trên đời như thế. Con người tàn ác và đáng sợ quá. Mình sẽ mãi bị ám ảnh bởi câu nói của Patsey “Tôi vui vì anh được tự do, nhưng ôi Chúa oi, ôi Chúa ơi!Chuyện gì sẽ đến với tôi đây?”Ôi, nếu còn một Platt ở đó nữa cũng sẽ không đủ dũng cảm để dùng ngòi bút miêu tả lại cuộc sống của những người còn lại sau khi anh ra đi. Mừng vì anh được tự do, trở về đúng vị trí của mình, nhưng còn những nô lệ kia, họ cũng là những con người, hoàn toàn giống như anh. Mình biết anh cũng không thể giúp được họ, chỉ là câu truyện quá tàn nhẫn....more",Notes are private!,0,2,1,not set,not set,"Jul 12, 2015",,Paperback,view (with text),/book/show/25200036-12-n-m-n-l
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ôm Mỏ Neo Nằm Mộng Những Chân Trời,"Ngân, Nguyễn Thiên",,9786046417446,,118        pp,4.30,349,"May 01, 2015",Jun 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chắc tại mình đặt kỳ vọng nhiều nên cảm thấy hơi hẫng hụt.Thơ của Ngân vẫn rất hay, nhẹ nhàng, chỉ là, có lẽ mấy câu hay mình được đọc hết rồi hay saoChắc tại mình đặt kỳ vọng nhiều nên cảm thấy hơi hẫng hụt.Thơ của Ngân vẫn rất hay, nhẹ nhàng, chỉ là, có lẽ mấy câu hay mình được đọc hết rồi hay sao mà lúc đọc full sách lại không cảm được hết. ...more",Notes are private!,0,4,1,"Apr 05, 2016","Apr 06, 2016","Jul 07, 2015",,Paperback,view (with text),/book/show/25693437-m-m-neo-n-m-m-ng-nh-ng-ch-n-tr-i
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bão,"Le Clézio, J.M.G.",,9786046950523,,230        pp,3.79,337,"Mar 27, 2014","Apr 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 13, 2015","Jul 07, 2015",,Paperback,view,/book/show/25429668-b-o
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phải trái đúng sai,"Sandel, Michael J.",6041012750,9786041012752,6041012750,402        pp,4.31,"24,590",2007,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2015",,Paperback,view,/book/show/13552299-ph-i-tr-i-ng-sai
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eat, Pray, Love","Gilbert, Elizabeth*",0143038419,9780143038412,0143038419,368        pp,3.63,"1,743,400","Feb 16, 2006","Jan 30, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2015","Aug 21, 2015","Jul 05, 2015",,Paperback,view,/book/show/19501.Eat_Pray_Love
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tôi Là Bêtô,"Ánh, Nguyễn Nhật",,9786041005426,,230        pp,4.20,"3,859","May 26, 2007","May 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 27, 2015",,Paperback,view,/book/show/10925246-t-i-l-b-t
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phút 90++,"Ngọc, Trương Anh",,,,260        pp,3.86,148,"Sep 01, 2013",Sep 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 25, 2015",,Paperback,view,/book/show/18612401-ph-t-90
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Xin Lỗi Em Chỉ Là Con Đĩ,"Đình, Tào",,,,164        pp,2.74,551,2005,2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 25, 2015",,Paperback,view,/book/show/15706052-xin-l-i-em-ch-l-con
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ba Ơi, Mình Đi Đâu?","Fournier, Jean-Louis",6049723699,9786049723698,6049723699,180        pp,3.91,"5,863","Aug 20, 2008",2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình thường hay nghe đến những câu chuyện về những người cha, mẹ có một người con chưa trọn vẹn. Những tình yêu tha thiết, những nỗ lực vượt qua nhưngMình thường hay nghe đến những câu chuyện về những người cha, mẹ có một người con chưa trọn vẹn. Những tình yêu tha thiết, những nỗ lực vượt qua nhưng đây mới là một góc nhìn chân thật nhất, cay đắng nhất. Vẫn là tình yêu tha thiết cha dành cho con đó, tình cảm đó phải đủ kiên nhẫn để kìm hãm bản thân đừng nổ tung trước những bất lực, những kết quả không như mong đợi.Phải nói rằng mình cảm thấy sợ, có thể mình chưa đủ trưởng thành để thấu hiểu nỗi lòng cha mẹ, mình không chắc bản thân có thể làm được gì nếu đặt mình trong hoàn cảnh người cha có đứa con như thế. Đối mặt với hoàn cảnh đó quả thực không dễ dàng, không chỉ đơn giản là tự nhủ “Cố lên”. Có lẽ, chỉ cần một phút giây hạnh phúc nhất khi lần đầu gặp con, một thời khắc đó đủ để giữ tinh thần kiên cường đi hết đời bên con....more",Notes are private!,0,2,1,not set,not set,"Jun 25, 2015",,Paperback,view (with text),/book/show/12051881-ba-i-m-nh-i-u
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lão già mê đọc truyện tình,"Sepúlveda, Luis",,,,185        pp,3.92,"24,978",1988,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2015","Jun 27, 2015","Jun 25, 2015",,Paperback,view,/book/show/18591652-l-o-gi-m-c-truy-n-t-nh
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Utopia,"Child, Lincoln",0345455207,9780345455208,0345455207,464        pp,3.91,"12,386","Dec 24, 2002","Dec 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2015",,Paperback,view,/book/show/18416.Utopia
