,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Moonkiszt's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,434","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/11741.Housekeeping
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesick: Why I Live in a Shed,"Davies, Catrina*",1787478645,,B07KQH4R4F,269        pp,4.23,"1,530","Jul 11, 2019","Jul 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Kindle Edition,view,/book/show/44494144-homesick
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Salt Path,Raynor Winn*,0241349648,9780241349649,0241349648,288        pp,4.02,"68,815","Mar 22, 2018","Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Raynor Winn and her husband Moth had a farm, sheep, livelihoods, and children. As they do, friends become partners in a deal that goes south, and RaynRaynor Winn and her husband Moth had a farm, sheep, livelihoods, and children. As they do, friends become partners in a deal that goes south, and Raynor and Moth are soon homeless, nearly bankrupt. The kids are off on their own, but so are Raynor and Moth, losing everything. Homeless. Soon comes a diagnosis that Moth's brain is fading, and fading fast.After a think about, these two decide the thing to do is go for a walk. A 630-mile walk along the South West Coast Path in England. A long walk to think long thoughts. The author brings the reader along, getting some of the spitting sea, and the steaming sun, and the voice of nature all around. Putting one foot in front of the other. Listening to the wind whistling in their ears. A sober yet compelling read, filled with a serious partnership leaning into the wind and hope....more",Notes are private!,0,4,1,"Aug 26, 2023","Sep 06, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/38085814-the-salt-path
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,823","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/157062582-the-mystery-guest
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terrace Story,"Leichter, Hilary*",0063265818,9780063265813,0063265818,208        pp,3.61,"3,062","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/63945340-terrace-story
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Is on Fire,"Beanland, Rachel*",1982186143,9781982186142,1982186143,376        pp,4.11,"15,492","Apr 04, 2023","Apr 04, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somewhere around 8 I began to be fascinated by disasters - all disasters of every type and it has stayed with me as an interest. When I discovered theSomewhere around 8 I began to be fascinated by disasters - all disasters of every type and it has stayed with me as an interest. When I discovered the book on my shelf was about a disaster. . .that happened, was not fiction, of which I was completely ignorant?! well. That level of astonishment needed a response.Rachel Beanland has provided us with another excellent read. I loved her book about Florence Adler, but I have to say I think this one tops it. The research is robust, the story - four-pronged - is well-woven, and she has formed her reimagined narrative around real people, in real places and her contextual time and interactions were compelling. Sometimes I get tripped up with people from the 1800's saying something very 2020's and for a beat it interrupts me. . .not one beat of interruption in this read. (Actually was a listen and a read for me. . .this is becoming one of my favorite ways to experience a book from two different senses.)And Bonus of Bonuses, her Author's Note was very satisfying to read after the time spent with her well-drawn characters. Even those with bit parts were further filled in with "". . . the rest of the story. . ."" of their lives as far as it is known.An excellent read! 5 stars!*A sincere thank you to Rachel Beanland, Simon & Schuster, and NetGalley for a free ARC to read and voluntarily .* #TheHouseIsOnFire #NetGalley...more",Notes are private!,0,4,1,"Aug 26, 2023","Aug 30, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/61273814-the-house-is-on-fire
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gardening Can Be Murder: How Poisonous Poppies, Sinister Shovels, and Grim Gardens Have Inspired Mystery Writers","McDowell, Marta*",1643261126,9781643261126,1643261126,216        pp,3.56,262,"Sep 05, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dear Reader: If you enjoy tucking into Mysteries and your Gardening Shed is full to bursting: READ THIS BOOK!By sending out her latest, Gardening Can Dear Reader: If you enjoy tucking into Mysteries and your Gardening Shed is full to bursting: READ THIS BOOK!By sending out her latest, Gardening Can Be Murder, Marta McDowell has provided a catalog of mysteries related to all things gardening - with delicious excerpts, and in helpful categories:*Gardening Detectives*Setting*Motive*Means*More Means*Clues*Suspects*Mystery Writers and Their Gardens*The EndAnd, Huzzah and Hurray, she has done herself proud with Endpapers Aplenty, including a list of all books mentioned!!! GCBM is a mystery-garden-lovers dream come true. I went through this book with two screens, and grew my TBR list by 60+! I dare you to open this book and NOT walk away with at least 10 new-to-you reads. . .and hours of petals, leaves, dirt-under-your-nails and twigs in your hair as you read this new offering.Every plant-based star (certainly more than five)*A sincere thank you to Marta McDowell, Timber Press and NetGalley for an ARC to read and independently .*...more",Notes are private!,0,0,1,"Aug 25, 2023","Oct 16, 2023","Aug 25, 2023",,Hardcover,view (with text),/book/show/75593881-gardening-can-be-murder
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias Grace,"Atwood, Margaret*",0385475713,9780385475716,0385475713,468        pp,4.04,"143,532","Sep 07, 1996",Dec 1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Hardcover,view,/book/show/72579.Alias_Grace
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The East Indian,"Charry, Brinda*",1668004526,9781668004524,1668004526,272        pp,3.83,"1,480","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Hardcover,view,/book/show/62919367-the-east-indian
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming Home,"Levy, Deborah",1908276029,9781908276025,1908276029,165        pp,3.41,"13,966","Oct 06, 2011","Oct 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Paperback,view,/book/show/11700333-swimming-home
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way Back,"Remarque, Erich Maria",1784875260,9781784875268,1784875260,286        pp,4.33,"8,488",Apr 1931,"Nov 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Paperback,view,/book/show/43890729-the-way-back
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of My Teeth,"Luiselli, Valeria",1566894093,9781566894098,1566894093,192        pp,3.49,"8,821",Nov 2013,"Sep 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This read floored me. Confused me. Tickled me. Left me shaking my head. Crazy dude. Absolutely crazy.It is this kind of book that triggers a WTF respoThis read floored me. Confused me. Tickled me. Left me shaking my head. Crazy dude. Absolutely crazy.It is this kind of book that triggers a WTF response in me - why write this? It is so outlandish and out of reality that one knows it is fiction - YET there are way too many moments that are absolute real and pulled straight out of some human moment witnessed and documented herein. It is this kind of read that begs for an Author's Explanation.Oh, bless her! Valeria Luiselli provides one! In the Afterword she talks about Tobacco Readers in the past. . .in Cuba and other places where a person is hired to read to the workers who are artfully creating cigars and other smoking treasures to put in your mouth. It triggered all the stories my grannies told me about readers in their barns and fields in Texas doing something similar. The mystery was solved! That was why she wrote the book - to learn and practice and entertain a captive audience who waited eagerly for each installment of this wild, wild man's story.Jump on board and read about Highway - an auctioneer, a terrible dad, a worse husband, a fair-to-middlin' thief, and a lover of teeth. High-profile, celebrity teeth. You are either going to be amused and at least want to understand this crazy man, or you want to slam the book shut and march. (If you feel the latter - read a few more pages, and if it doesn't get better you should do that.) One last word of advice: This book is better as a read rather than a listen. There's art and word placement aplenty that add to the fun the author is having with her victims. . . umm readers....more",Notes are private!,0,8,1,"Aug 24, 2023","Aug 25, 2023","Aug 24, 2023",,Paperback,view (with text),/book/show/24796231-the-story-of-my-teeth
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,393",Apr 1966,"May 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,not setnot set,"Aug 24, 2023",,Paperback,view,/book/show/18373.Flowers_for_Algernon
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",125075898X,9781250758989,125075898X,298        pp,3.42,"79,413","Jan 16, 2024","Jan 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dear Reader, this won't be long - Upon opening The Fury, whether by opening the book's covers or by clicking your preferred device, be aware that you'Dear Reader, this won't be long - Upon opening The Fury, whether by opening the book's covers or by clicking your preferred device, be aware that you'll be having a book-long conversation with Elliot Chase. He's charming, witty, wise even. Don't be sucked in. Listen closely, and do stay up. Don't let the spaces between reading and not reading be long. He'll be sure to take good care of you (he knows you've bought the book and so are invested in this tale), although he digresses from time to time. Not that those digressions are unimportant. . .you might want to take a few notes. . . After this read you might suffer from whiplash, need to strap your jaw back into place, and do something about those tall eyebrows and wide-open eyes. . .Other than that, happy reading, enjoy with a tasty beverage of your choice. (And don't trust Elliot as far as. . .oh, wait. jk. jk. . . .)*A sincere thank you to Alex Michaelides, Celadon Books, Macmillan Audio, and NetGalley for an ARC to read and independently .* #TheFury #NetGalley 52:10...more",Notes are private!,0,9,1,"Jan 14, 2024","Jan 17, 2024","Aug 21, 2023",,Hardcover,view (with text),/book/show/123206645-the-fury
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rosemary: The Hidden Kennedy Daughter,"Larson, Kate Clifford*",0547250258,9780547250250,0547250258,320        pp,3.83,"27,000","Oct 06, 2015","Oct 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sobering, yet inspiring read.Rosemary was born the third of nine children born to Joseph Kennedy, Sr and Rose Fitzgerald. After her brothers Joseph A sobering, yet inspiring read.Rosemary was born the third of nine children born to Joseph Kennedy, Sr and Rose Fitzgerald. After her brothers Joseph Jr., and Jack, Rosemary proved to be slower in her developments. By the time the later siblings made their achievements clear, everyone began to realize that Rosemary was different, slower, and in time began to get in the way of family goals. The author tells a compelling story about the family from which the country couldn't look away, of unfolding circumstances resolved furtively when her conspicuousness could prove fatal to the rising political dreams of the patriarch of this powerful clan. How to contain this beloved child who was, at 23-years old, beautiful, sexy, gullible, eager for fun, and childlike in her understanding? Rosemary needed treatment, needed to be safely out of the way. Rosemary was at the heart of this vibrant, brash, up-and-coming family who would make its mark in so many ways on this nation's development. Each family member knew Rosemary before the operation at age 23 - and they knew Rosemary after. A devastating difference. She could have lived her best life. Instead, ambitious parents - especially her father - listened to doctors who recommended a new technique. . .a little scoop of brain, and all that troublesome behavior will be removed. It was a new technique. The doctors weren't really done with the experimental stages, but convinced Joseph Sr. . .and Rosemary suffered. They made a mess of the job, and Rosemary lost independence, kept in facilities (albeit very nice ones, specially made for her) for the rest of her long life. Having Rosemary in their lives, and processing what happened to her help formulate some of the best advocates for the disabled our nation has known: Eunice Kennedy, Ted Kennedy, President Kennedy - never alone, always with millions of others fighting along side them.In the close of her book, this author captures echoes of multiple tragedies, observed in hindsight by Eunice Kennedy in 2007, about Rosemary's affect on their brother:You will not be surprised to know that I believe that those were also the experiences that shaped President Kennedy. Truthfully, I believe Rosemary’s rejection had far more to do with the brilliance of his Presidency than anyone understands. Yes, he was our country’s greatest champion of what we used to call “mental retardation.” To this day, his legacy of innovation in creating NICHD, The University Affiliated programs, and the President’s Council remain unmatched in American History. But beyond the specific work he did for people with intellectual disabilities, I believe it was Rosemary’s influence that sensitized him . . . Remarkably, I think I can say that not one author among the thousands who have written about him has understood what it was really like to be a brother of a person with intellectual disability. And tonight, I want to say what I have never said before: more than any one single individual, Rosemary made the difference.Larson, Kate Clifford. Rosemary: The Hidden Kennedy Daughter (pp. 230-231). HarperCollins. Kindle Edition. I was deeply touched by the last lines of the Author's Note at the book's end: As the mother of a disabled child, I am grateful to Rosemary and to her siblings, particularly her sister Eunice, whose advocacy continues to give us the language to forge ahead with more conversations and action on behalf of the mentally ill and the disabled.A thought-provoking read....more",Notes are private!,0,2,1,"Aug 20, 2023","Aug 23, 2023","Aug 20, 2023",,Hardcover,view (with text),/book/show/23719479-rosemary
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Parrot in the Pepper Tree,"Stewart, Chris",095352275X,9780953522750,095352275X,223        pp,4.03,"3,488",2000,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/442613.A_Parrot_in_the_Pepper_Tree
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Almond Blossom Appreciation Society,"Stewart, Chris",0954899504,9780954899509,0954899504,256        pp,4.06,"2,047","May 26, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/710045.The_Almond_Blossom_Appreciation_Society
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Driving Over Lemons: An Optimist in Andalucía,"Stewart, Chris",0953522709,9780953522705,0953522709,256        pp,3.83,"16,782",1999,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/398080.Driving_Over_Lemons
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Ways to Capsize a Boat: An Optimist Afloat,"Stewart, Chris",0956003834,9780956003836,0956003834,160        pp,3.81,"1,517","May 28, 2009","May 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/6083143-three-ways-to-capsize-a-boat
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peeling the Onion: A Memoir,"Grass, Günter",1400135060,9781400135066,1400135060,0        pp,3.85,"1,980","Aug 01, 2006","Aug 20, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Audio CD,view,/book/show/3975458-peeling-the-onion
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Hiding in Boise,"Hooper, Kim*",1684426235,9781684426232,1684426235,336        pp,4.02,"2,171","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story starts at the peak, the most tangled knot of the story's nugget is presented at the very beginning - from there the unraveling begins.A shooThe story starts at the peak, the most tangled knot of the story's nugget is presented at the very beginning - from there the unraveling begins.A shooting, 7 people are down, and the town is left behind to make sense of it. All of the victims and their families are changed irrevocably. The person who made that fateful choice seals their future, plants an unanswerable question in the heart of their own family. No one will be the same.And there's no hiding in Boise. Everything is hanging right out there. Or is it?A thought-provoking read. Not a topic I'd typically read. . .but I dove in without knowledge aforehand. And stayed....more",Notes are private!,0,3,1,"Aug 16, 2023","Aug 18, 2023","Aug 18, 2023",,Paperback,view (with text),/book/show/56594377-no-hiding-in-boise
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,296","Jun 22, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This read presented me with conflicts in conclusions.The Art Thief is Stéphane Breitwieser. He is a product of his focused acquisitions of art and iteThis read presented me with conflicts in conclusions.The Art Thief is Stéphane Breitwieser. He is a product of his focused acquisitions of art and items preferred, through practice and talents gained - the indulgences of a lifetime, perfected. He has been able to achieve this by enablers, also lifelong, and a society that imposed manageable punitive measures Breitwieser was willing to suffer in exchange for a release into the art-filled wild in which his collecting would resume. And, at book's end, apparently that is so. He's out there, folks and museums of art and treasure!The author assures the reader that he has spent over a decade preparing for this book's publishing - and the many contributors to that information in the form of conversations, interviews, referenced reports and official documents mentioned. Still, there is a note of wonder, of reluctant admiration that rises up from the read, a slight perfume of shine. Rogue praise and recognition. That's where I get tangled up. For me the overall flavor of this read has the Bad Guy as being the stubborn, ignorant (I don't think so!) mother who destroyed evidence, waving a flag of ""boys will be boys."" Meanwhile any girls (mater and/or mates) who follow or cover for Stephane Brietwieser are still 100% on the hook of their own accountability, wrapped in their own choices and consequences - getting no breaks for art passions, jack knife skills, or agility. (They do get points for frugality and fashion sense). Yet Brietwieser, at book's end, still presents as a very clever, smart, self-shaped, fooled-you-all hero.Michael Finkel's 11 years were not in vain - Stéphane Breitwieser wanted to slip by without any of us seeing him. . .and he's been seen, thanks to this book. Whether that stops him. . .well, that's probably another book?I do grieve for the works of art and history long gone, to save this man a moment of discomfort, however mistakenly.*A sincere thank you to Michael Finkel, Knopf, Pantheon, Vintage, and Anchor, and NetGalley for an ARC to read and independently .* #TheArtThief #NetGalley...more",Notes are private!,0,4,1,"Mar 10, 2024","Mar 11, 2024","Aug 18, 2023",,Hardcover,view (with text),/book/show/62873378-the-art-thief
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. 'Arris Goes to Paris,"Gallico, Paul",1558820213,9781558820210,1558820213,157        pp,3.93,"4,582",1958,"Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/338670.Mrs_Arris_Goes_to_Paris
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nour's Secret Library,"Tarnowska, Wafa'",1646862929,9781646862924,1646862929,32        pp,4.35,595,"Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/59812985-nour-s-secret-library
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Days of the Bus Club,"Stewart, Chris",1908745436,9781908745439,1908745436,270        pp,4.08,"1,421","Jun 04, 2014","Jun 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, what James Herriott is to England and Vets, Chris Stewart is for Spain and Gentleman Farming. My thoughts aren't yet fully formed on this, as For me, what James Herriott is to England and Vets, Chris Stewart is for Spain and Gentleman Farming. My thoughts aren't yet fully formed on this, as I stepped into this author's work - an established series! - at Book 4. So - I've a lot still to decide. But I was captured, no doubt about it.He started out in the band which eventually became Genesis, but was out-drummed by another and so took his sticks and left the country. He landed in Andalucia, bought a farm, named it El Valero, and badaBOOM, an author he became. Books 1 - 3 are still on my list - I'm lusting after audiobooks, but they are in Spanish, which I'm still considering having taken it for years - but chances are it's in the lispy kind they don't teach in the states. I know. That's a 'Merican prob. ANYWAY.This was a great read, and left me with a great need for fresh lemons that showed up in our comestibles for the next couple of weeks. Not at all a bad thing....more",Notes are private!,1,4,1,"Aug 17, 2023","Aug 20, 2023","Aug 17, 2023",,Paperback,view (with text),/book/show/21462040-last-days-of-the-bus-club
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voices from Bears Ears: Seeking Common Ground on Sacred Land,"Robinson, Rebecca",0816539162,9780816539161,B07JKVTTMX,433        pp,4.34,35,unknown,"Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Voices from Bears Ears: Seeking Common Ground on Sacred Land does a compelling job of capturing many sides of the ongoing discussion generally about hVoices from Bears Ears: Seeking Common Ground on Sacred Land does a compelling job of capturing many sides of the ongoing discussion generally about how to handle, manage, operate from our past policies as a nation about lands we've come to acquire by brain and brawn, all without the constraints of law. Even better is the specific discussion about Bears Ears National Monument in San Juan County, Utah.Filled with interviews of stakeholders, residents of differing cultures, political bents, religions, as well as those who have striven within governmental office on both sides of the discussion - To monument or Not To monument - which is better? Who is benefitted? Who ""Wins"" and for how long. . .Because the discussion is specific to a place many readers may not be (or may be and need reminding of) familiar with, these expansive sites and landscapes are beautifully presented with stunning, evocative photography pinpointing the subject of discussion. Included are photographs of those individuals participating and contributing their views within this debate. For me this book has been an education, engendering a witness of hope in the process with which these community members are engaging. From here, I can continue to learn more about Bears Ears (two buttes set slightly apart and from afar look like the top of a bear's head coming up and out of the earth).We need more of these discussions in our communities to air out our differences and disagreements - to speak with voices and words, peaceful actions and meaningful work - and a book with all of that is a great place to start. Thank you, Rebecca Robinson, for your help in bringing this information to this particular reader....more",Notes are private!,0,3,1,"Aug 15, 2023","Sep 28, 2023","Aug 15, 2023",,Kindle Edition,view (with text),/book/show/43377967-voices-from-bears-ears
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaf Storm and Other Stories,"García Márquez, Gabriel",006075155X,9780060751555,006075155X,146        pp,3.83,"3,105",1955,"Feb 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2023",not set,"Aug 14, 2023",,Paperback,view,/book/show/31721.Leaf_Storm_and_Other_Stories
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Days,"Grahame, Kenneth",,,B087CSL3YG,137        pp,3.81,309,1898,"Apr 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2023",not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/54022112-dream-days
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iza's Ballad,"Szabó, Magda",,,B01B0K5YGI,353        pp,4.30,"3,847",1963,"Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Kindle Edition,view,/book/show/30078260-iza-s-ballad
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Council of Dolls,"Power, Mona Susan",0063281090,9780063281097,,304        pp,4.06,"3,299","Aug 08, 2023","Aug 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Through the tragedy in three lives the stories of these Dakota women paint a picture of lives lived that this reader never heard about in History 101,Through the tragedy in three lives the stories of these Dakota women paint a picture of lives lived that this reader never heard about in History 101, or Western History 201. Conflicts, cowboys and Indians, governmental assistance to control problems, and charitable offerings to ""educate"" - that was more along the line of what I got in school. Hmpfh!Coming from three different generations, each has a doll that they've come by through their years and when they find themselves in challenging times, robbed of the support of loved ones, their dolls are not dolls at all - they become counselors, full of wisdom, hope and guidance. I don't know about you, but I often have conversations with long-held items throughout my life - they've witnessed the good times and the bad - and give voice to the spirits that strive with us through our days. Because of this, I didn't have to create any bridges to understand these women and their dolls. Cora (1888) had Winona who didn't need her doll body to keep Cora safe; Lillian (1925) has Mae to help her and her sister Blanche; and Sissy (1961) has Ethel to help her find a way through.Not an easy or comfortable read - but important to remember that dark history is all around us and that the best way to make sure it isn't repeated is to shine a clear, bright light on the brave hearts that lived it and work toward remedies....more",Notes are private!,0,9,1,"Sep 10, 2023","Sep 19, 2023","Aug 13, 2023",,Hardcover,view (with text),/book/show/62645211-a-council-of-dolls
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales of st Columba,"Dunlop, Eileen",1853711349,9781853711343,1853711349,unknown,3.00,3,"Dec 01, 1992","Jan 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An educating, enjoyable read of Ireland and Scotland's St. Columba. . .a feisty, earnest human born to Eithne, after a vision told her she'd soon bearAn educating, enjoyable read of Ireland and Scotland's St. Columba. . .a feisty, earnest human born to Eithne, after a vision told her she'd soon bear a son, "". . .God's chosen friend, and God will give him great work to do."" Seventeen chapters walk readers through the life of this fallible man who dedicated his life to serving his God. Best said at the end of Chap 1, I leave you with this:These are the stories told about the coming of Colm, also called Columba, who was born at Gartan, Co. Donegal, on 7 December in the year 521. As time passed there would be many more, some of them true, some of them legends, about a saint who was also a prince and hero of Ireland. Columba was real, but he was born among people who love to make up stories, and he was the sort of person they loved to make up stories about.A short, sweet read....more",Notes are private!,0,5,1,"Aug 13, 2023","Sep 10, 2023","Aug 13, 2023",,Paperback,view (with text),/book/show/1173932.Tales_of_st_Columba
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,August Blue,"Levy, Deborah",,,,208        pp,3.68,"4,943","May 04, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The publisher's blurb for this book is spot on. . . A dazzling portrait of melancholy and metamorphosis. It really cannot be improved upon.That admittThe publisher's blurb for this book is spot on. . . A dazzling portrait of melancholy and metamorphosis. It really cannot be improved upon.That admitted by preface, I add my recommendation to readers who are seeking a connection with a tale about changing, extricating oneself from self-made quicksand, discovery of truths forgotten, lies that refuse to release their grip, and freedoms uncaged. It is an attractively messy tale that refuses to close all loops, leaves bows untied and questions lying about unanswered and actually rather unconcerned about it all.Delicious and vibrant, and a bonus for all those pianists and lovers of classical music mentions. And double bonus? A trilby hat. Who doesn't love that?*A sincere thank you to Deborah Levy, Farrar, Straus and Giroux, and NetGalley for an ARC to read and independently .*...more",Notes are private!,0,3,1,"Aug 13, 2023","Oct 20, 2023","Aug 13, 2023",,Hardcover,view (with text),/book/show/62039277-august-blue
