,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lettera d'amore,"Schine, Cathleen*",8845914305,9788845914300,8845914305,269        pp,3.18,"2,500",1995,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9649570-la-lettera-d-amore
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una bambina,"Hayden, Torey L.",8850203063,9788850203062,8850203063,243        pp,4.26,"14,639",1980,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9696479-una-bambina
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sulla collina nera,"Chatwin, Bruce",8845912159,9788845912153,8845912159,290        pp,3.98,"3,710",1982,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9647207-sulla-collina-nera
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il profumo,"Süskind, Patrick",8878193526,9788878193529,8878193526,259        pp,4.04,"468,466","Feb 26, 1985","Aug 20, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/575751.Il_profumo
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uomini che odiano le donne,"Larsson, Stieg",8831793322,9788831793322,8831793322,676        pp,4.17,"3,182,755",Aug 2005,"Nov 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/6664696-uomini-che-odiano-le-donne
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza che giocava con il fuoco,"Larsson, Stieg",8831794981,9788831794985,8831794981,754        pp,4.25,"923,150",2006,"Jun 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/6563501-la-ragazza-che-giocava-con-il-fuoco
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La regina dei castelli di carta,"Larsson, Stieg",8831796771,9788831796774,8831796771,857        pp,4.24,"735,109",May 2007,"Jan 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/6073601-la-regina-dei-castelli-di-carta
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le ceneri di Angela,"McCourt, Frank",8845915611,9788845915611,8845915611,377        pp,4.14,"629,194","Sep 05, 1996","Aug 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/1606673.Le_ceneri_di_Angela
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il tempo che vorrei,"Volo, Fabio",8804592389,9788804592389,8804592389,235        pp,3.37,"2,755",2009,"Nov 24, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/7600056-il-tempo-che-vorrei
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cacciatore di aquiloni,"Hosseini, Khaled*",8838481725,9788838481727,8838481725,390        pp,4.34,"3,148,944","May 29, 2003","Mar 15, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/3995975-il-cacciatore-di-aquiloni
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il treno dell'ultima notte,"Maraini, Dacia",881703262X,9788817032629,881703262X,429        pp,3.75,642,2008,"Jun 19, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2012",,Paperback,view,/book/show/9693123-il-treno-dell-ultima-notte
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I falò dell'autunno,"Némirovsky, Irène",8845926745,9788845926747,8845926745,238        pp,3.82,"1,580",1957,"Apr 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SPOILERSL'argomento di questo romanzo è la guerra e di come, essa, può cambiare le persone.E' la storia d'amore tra una giovanissima ragazza, Thérèse,SPOILERSL'argomento di questo romanzo è la guerra e di come, essa, può cambiare le persone.E' la storia d'amore tra una giovanissima ragazza, Thérèse, e di un giovane, Bernard, timido e spensierato.Bernard si arruolerà come soldato e parteciperà alla prima guerra mondiale, sopravviverà solo il suo fisico, perchè la sua anima sarà perduta. Tornato dalla guerra, amerà solo i piaceri della vita: il denaro,il lusso e le donne, non si preoccuperà del male che dovrà sopportare la sua famiglia a causa dei suoi vizi.Lo capirà in seguito, quando toccherà la più profonda disperazione. ( Per colpa di un suo losco affare, perderà il suo giovane figlio in guerra.)""NON E' GIUSTO CHE L'INNOCENTE, PAGASSE PER IL COLPEVOLE"" ( tratto dal libro:)Thérèse sarà un personaggio molto importante, nel romanzo, la sua umiltà, la sua forza e l'immenso amore per i figli, ma soprattutto per il marito, la sosterranno nei momenti più duri. Affronterà con coraggio e sola l'arrivo di una nuova guerra.Sarà la stessa Thérèse che vedrà lo stesso sogno premonitore della povera nonna."".......Thérèse guardò i campi e capì che quei FALO' avrebbero bruciato le erbacce e avrebbere preparato la terra per nuovi raccolti.""Ho trovato questo romanzo, una vera poesia.Scritto nel momento dell'occupazione.La povera IRéNE, vivrà gli orrori della guerra, infatti sarà perseguitata e deportata ad Auscwitz, dove troverà la morte, in un campo di concentramento. Rende, a pare mio questo romanzo, ancora più straordinaro e meraviglioso....more",Notes are private!,0,5,1,"Nov 13, 2012","Nov 20, 2012","Oct 31, 2012",,Paperback,view (with text),/book/show/13615685-i-fal-dell-autunno
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lettera a un bambino mai nato: A chi si pone il dilemma se dare la vita o negarla,"Fallaci, Oriana",881715010X,9788817150101,881715010X,101        pp,3.98,"20,180",1975,"Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 27, 2012",,Paperback,view,/book/show/70690.Lettera_a_un_bambino_mai_nato
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mappa del destino,"Cooper, Glenn*",8842916714,9788842916710,8842916714,410        pp,3.73,"5,117",2010,"Jan 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Hardcover,view,/book/show/10289555-la-mappa-del-destino
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quando cadono gli angeli,"Chevalier, Tracy*",8873058566,9788873058564,8873058566,416        pp,3.61,"25,751",2001,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/1821150.Quando_cadono_gli_angeli
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strane creature,"Chevalier, Tracy*",8854503932,9788854503939,8854503932,288        pp,3.88,"51,262",2009,"Nov 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/7418221-strane-creature
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La biblioteca dei morti        (Will Piper, #1)","Cooper, Glenn*",8842916064,9788842916062,8842916064,439        pp,3.78,"15,756",2009,"May 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Hardcover,view,/book/show/6527580-la-biblioteca-dei-morti
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il suggeritore,"Carrisi, Donato",885022303X,9788850223039,885022303X,462        pp,4.18,"24,951",Jan 2009,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/13117322-il-suggeritore
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diego e Frida: Un amore assoluto e impossibile sullo sfondo del Messico rivoluzionario,"Le Clézio, J.M.G.",885650118X,9788856501186,885650118X,187        pp,3.67,735,1993,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/9693438-diego-e-frida
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paesi tuoi,"Pavese, Cesare",880618170X,9788806181703,880618170X,134        pp,3.57,"1,428",1941,"Apr 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/9705944-paesi-tuoi
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bianca come il latte, rossa come il sangue","D'Avenia, Alessandro",8866210056,9788866210054,8866210056,254        pp,3.52,"20,025",Jan 2010,"Mar 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/12002053-bianca-come-il-latte-rossa-come-il-sangue
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medea: Voci,"Wolf, Christa",8876417281,9788876417283,8876417281,197        pp,3.92,"4,038",1996,"May 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/13603307-medea
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britannia Road,"Hodgkinson, Amanda*",8820051311,9788820051310,8820051311,337        pp,3.65,"11,860","Apr 01, 2011",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/15736746-britannia-road
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il marchio del diavolo,"Cooper, Glenn*",8842916722,9788842916727,8842916722,434        pp,3.68,"2,617",2011,"Dec 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2012",,Hardcover,view,/book/show/13047550-il-marchio-del-diavolo
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chiedi alla polvere,"Fante, John",8806168053,9788806168056,8806168053,234        pp,4.11,"35,253",1939,"Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 25, 2012",,Paperback,view,/book/show/3413090-chiedi-alla-polvere
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",8804507454,9788804507451,8804507454,322        pp,4.19,"4,598,330","Jun 08, 1949",1989,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2012",,Paperback,view,/book/show/3407971-1984
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Espiazione,"McEwan, Ian*",8806174983,9788806174989,8806174983,381        pp,3.94,"519,690","Sep 20, 2001","May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2012",,Paperback,view,/book/show/3995957-espiazione
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amico ritrovato,"Uhlman, Fred",8807810549,9788807810541,8807810549,92        pp,4.03,"30,627",1971,Jan 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/3385591-l-amico-ritrovato
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La moglie dell'uomo che viaggiava nel tempo,"Niffenegger, Audrey*",8804583592,9788804583592,8804583592,503        pp,3.99,"1,784,990",2003,"Jul 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/6675990-la-moglie-dell-uomo-che-viaggiava-nel-tempo
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mio paese inventato,"Allende, Isabel*",880781806X,9788807818066,880781806X,192        pp,3.89,"10,953",Jan 2003,"Apr 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/7312914-il-mio-paese-inventato
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Non lasciarmi,"Ishiguro, Kazuo*",8806190458,9788806190453,8806190458,291        pp,3.85,"694,129","Apr 05, 2005","Oct 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/7881201-non-lasciarmi
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa degli spiriti,"Allende, Isabel*",880781000X,9788807810008,B005AZ38R2,364        pp,4.28,"269,502",1982,"Jun 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/2122687.La_casa_degli_spiriti
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'isola sotto il mare,"Allende, Isabel*",8807722364,9788807722363,8807722364,432        pp,4.10,"42,280","Aug 25, 2009",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/11953187-l-isola-sotto-il-mare
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orgoglio e pregiudizio,"Austen, Jane",,,,432        pp,4.29,"4,269,118","Jan 28, 1813",2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/3264497-orgoglio-e-pregiudizio
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cecità,"Saramago, José",8807721821,9788807721823,8807721821,276        pp,4.17,"289,758",1995,"May 03, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/8633268-cecit
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La signora delle camelie,"Dumas fils, Alexandre",,,,228        pp,4.03,"51,513",1848,"Sep 12, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/9646753-la-signora-delle-camelie
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auschwitz. Ero il Numero 220543,"Avey, Denis",8854131954,9788854131958,8854131954,336        pp,3.89,"8,213","Mar 31, 2011",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Hardcover,view,/book/show/12982087-auschwitz-ero-il-numero-220543
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa per bambini speciali di Miss Peregrine,"Riggs, Ransom",8817053864,9788817053860,8817053864,383        pp,3.92,"1,262,205","Jun 07, 2011","Nov 02, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2016","Mar 15, 2016","Oct 22, 2012",,Hardcover,view,/book/show/12997113-la-casa-per-bambini-speciali-di-miss-peregrine
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il meglio di me,"Sparks, Nicholas*",8820051621,9788820051624,8820051621,408        pp,3.97,"177,460","Sep 14, 2010",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/13353252-il-meglio-di-me
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Gillespie,"Harris, Jane",8854502464,9788854502468,8854502464,512        pp,3.83,"4,377",May 2011,Jan 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/13284780-i-gillespie
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un diamante da Tiffany,"Swan, Karen*",8854136514,9788854136519,8854136514,509        pp,4.07,"7,591","Nov 18, 2011","Nov 24, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Hardcover,view,/book/show/13175547-un-diamante-da-tiffany
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La storia,"Morante, Elsa",8806177400,9788806177409,8806177400,672        pp,4.28,"6,895",1974,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/6894126-la-storia
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dieci piccoli indiani,"Christie, Agatha",,,,182        pp,4.28,"1,355,856","Nov 06, 1939",May 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/3646780-dieci-piccoli-indiani
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bastarda di Istanbul,"Shafak, Elif*",8817032670,9788817032674,8817032670,400        pp,3.87,"54,436",Mar 2006,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/14598526-la-bastarda-di-istanbul
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La stirpe di Maria Maddalena,"McGowan, Kathleen*",8838476314,9788838476310,8838476314,432        pp,4.09,"2,190",2010,Jun 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Hardcover,view,/book/show/12135401-la-stirpe-di-maria-maddalena
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka sulla spiaggia,"Murakami, Haruki",8806199676,9788806199678,8806199676,518        pp,4.13,"468,853",Sep 2002,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/7775643-kafka-sulla-spiaggia
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amica geniale        (L'amica geniale #1),"Ferrante, Elena",,,,327        pp,4.04,"332,938","Oct 19, 2011","Oct 19, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/12913570-l-amica-geniale
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",8854500577,9788854500570,8854500577,"1,177        pp",4.27,"216,103",2003,"Sep 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/7919138-shantaram
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Golder,"Némirovsky, Irène",884592355X,9788845923555,884592355X,184        pp,3.69,"2,043",1929,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/9634619-david-golder
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,D'amore e ombra,"Allende, Isabel*",8807810212,9788807810213,B004ZKPD0S,244        pp,3.99,"33,188",1984,1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2012",,Paperback,view,/book/show/2014060.D_amore_e_ombra
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Se per un anno una lettrice: la vita, un libro alla volta","Sankovitch, Nina*",8817050881,9788817050883,8817050881,274        pp,3.49,"6,859","Jun 19, 2011",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non mi è mai capitato di esprimere un giudizio,le mie emozioni, prima di finire un libro; mi sento di farlo ora, con questa meravigliosa storia.QuestoNon mi è mai capitato di esprimere un giudizio,le mie emozioni, prima di finire un libro; mi sento di farlo ora, con questa meravigliosa storia.Questo libro lo sento un pò mio, mi rappresenta in vari aspetti, mi ci sento legata.La lettura è stata per me, come per Nina, un àncora di salvezza, mi ha aiutato nei momenti piu bui e difficili della mia vita. Lo fa ancora ora.E' vero che i libri sonoil veliero per andare dove si desideri."" Quando sono angosciata mi ritiro nel mio rifugio non c'è nessun bisogno di viaggiare. Quale destinazione più nobile, quale compagnia più amena, quale trance più deliziosa di quella letteraria?""quanto sono vere queste magnifiche parole della mia cara amica Reéne!Così per Nina, a causa di un grave lutto, la perdita della sorella tanto amata, decide di riempire la sua vita con varie occupazioni, sperando di dimenticare, di non ricordare, soffocando il rimorso di essere ancora in vita.Ma come dice lei stessa: ""Viviamo sopra una catasta di ricordi, cresciamo grazie al nutrimento del passato, non possiamo dimenticare"".Così si ferma, riflette, fà della lettura una disciplinale parole diventano una fuga, NON DA, ma dentro la vita.Usa così, la sua passione, come terapia per affrontare il suo dolore, il suo lutto.Decide, con coraggio, ritagliandosi un posto suo, di leggere; leggere un libro al giorno, per 365 giorni, sulla sua amata poltrona viola, cercando di non trascura la sua famiglia: marito e quattro giovani ragazzi.Nina ci riesce trova nei libri l'aiuto sperato, ma non solo quello, trova molto di più.Conforto, saggezza, ricordi, consigli, ma soprattutto SE STESSA."" HO LETTO LIBRI PER TUTTA LA VIA. E QUANDO HO AVUTO BISOGNO DI LEGGERLI, I LIBRI MI HANNO DATO TUTTO QUELLO CHE CHIEDEVO E ANCHE DI PIU'.TUTTI ABBIAMO BISOGNO DI UNO SPAZIO, DOVE LASCIARE CHE LE COSE ESISTONO, UN POSTO IN CUI RICORDARE CHI SIAMO E COS'è IMPORTANTE PER NOI, UN INTERVALLO DI TEMPO CHE CONSENTA ALLA FELICITA' E ALLA GIOIA DI TORNARE A VIVERE NELLE NOSTRE COSCIENZE....more",Notes are private!,0,2,1,"Nov 07, 2012","Nov 13, 2012","Oct 22, 2012",,Paperback,view (with text),/book/show/13150724-se-per-un-anno-una-lettrice
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ultima canzone,"Sparks, Nicholas*",8888320466,9788888320465,8888320466,437        pp,4.16,"554,559","Sep 08, 2008",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2009","Oct 21, 2012",,Paperback,view,/book/show/9666706-l-ultima-canzone
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La cattedrale del mare,"Falcones, Ildefonso",8830424293,9788830424296,8830424293,642        pp,4.15,"55,178",Mar 2006,"Feb 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 12, 2008","Oct 21, 2012",,Hardcover,view,/book/show/4822691-la-cattedrale-del-mare
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ricordati di guardare la luna,"Sparks, Nicholas*",8876849750,9788876849756,8876849750,307        pp,4.04,"598,388","Oct 30, 2006",2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 12, 2008","Oct 21, 2012",,Hardcover,view,/book/show/4260024-ricordati-di-guardare-la-luna
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le parole che non ti ho detto,"Sparks, Nicholas*",8876845364,9788876845369,8876845364,344        pp,3.97,"238,291","Apr 01, 1998",Jul 1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2012",,Hardcover,view,/book/show/289611.Le_parole_che_non_ti_ho_detto
