,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",006220422X,9780062204226,006220422X,617        pp,4.24,"320,912","Mar 28, 1989","Apr 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up this book by John Irving cursorily, out of mere curiosity and in the hope that it would turn out to be worth the (long) read. A book like I picked up this book by John Irving cursorily, out of mere curiosity and in the hope that it would turn out to be worth the (long) read. A book like this could easily score a five-star rating but I'm gonna go with the three-star rating for various reasons.Firstly, the narrative was most of the time very detailed to an unnessary point, the story progressed at an irritable slow pace and Irving often failed to keep you riveted. However, some parts were mirthful and engrossing. I especially enjoyed the enriching theories concerning the existence of God, fate and (Christian) faith. The religious aspect of the novel was fairly enjoyable, yet the parochialism it inevitably engendered was often annoying.Secondly, I cannot deny the language its crowning beauty, although Irving managed to mar that in some parts as well.Thirdly, the political and historical passages were very agreeable to read. The author articulated explicitely his criticism of the American government and its policies. His chiding remarks concerning mainly the Vietnam War voiced his outrage at how myriads of American soldiers died in a desultory war. ""Americans don't want their presidents to deceive their wives but they don't mind if their presidents deceive Congress, lie to people and violate the people's constitution""What is mostly deplorable is how, even after having witnessed the catastrophic mayhem and innumerable casualties of the Vietnam War, an identical scenario was reproduced in Iraq a couple decades later....more",Notes are private!,0,1,1,not set,"Feb 21, 2013","Nov 14, 2012",,Mass Market Paperback,view (with text),/book/show/13426334-a-prayer-for-owen-meany
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Only Time Will Tell        (The Clifton Chronicles, #1)","Archer, Jeffrey*",031253955X,9780312539559,031253955X,400        pp,4.10,"89,846","May 12, 2011","Aug 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2012",,Hardcover,view,/book/show/10872085-only-time-will-tell
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sins of the Father        (The Clifton Chronicles, #2)","Archer, Jeffrey*",1250000971,9781250000972,1250000971,352        pp,4.10,"62,715","Mar 01, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2012",,Hardcover,view,/book/show/12160906-the-sins-of-the-father
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Liaisons dangereuses,"Laclos, Pierre Choderlos de",0192838679,9780192838674,0192838679,402        pp,4.06,"53,312",1782,"Mar 18, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2012",,Paperback,view,/book/show/49540.Les_Liaisons_dangereuses
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balzac and the Little Chinese Seamstress,"Dai, Sijie",0385722206,9780385722209,0385722206,184        pp,3.64,"64,061",2000,"Oct 29, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 03, 2013","Oct 19, 2012",,Paperback,view,/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel-Ami,"Maupassant, Guy de",0140443150,9780140443158,0140443150,416        pp,3.85,"41,971",1885,"Nov 30, 1975",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 14, 2012","Oct 22, 2012","Oct 14, 2012",,Paperback,view,/book/show/780581.Bel_Ami
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Goodbye        (Philip Marlowe, #6)","Chandler, Raymond",0394757688,9780394757681,0394757688,379        pp,4.19,"42,467",1953,"Aug 12, 1988",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 13, 2012",,Paperback,view,/book/show/2054.The_Long_Goodbye
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Swans: Three Daughters of China,"Chang, Jung",0006374921,9780006374923,0006374921,696        pp,4.28,"112,979",1991,"Jun 14, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2012",,Paperback,view,/book/show/578478.Wild_Swans
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",1847394078,9781847394071,1847394078,237        pp,4.23,"1,793,628","Feb 01, 1999",2009,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Perks of Being a Wallflower is an epistolary novel related through the letters of a naive freshman named Charlie, addressed to an anonymous personThe Perks of Being a Wallflower is an epistolary novel related through the letters of a naive freshman named Charlie, addressed to an anonymous person (in other words, us readers - what an honor.)This book encompasses many serious psychological disorders and universal problems such as autism, rape, abortion, pedophilia and since it was written in the 90's back when homophobia was abundantly extant, sexual intolerance can be added to that list. The story was compelling, and very fun to read. It is an emblematic Young Adult Fiction about adolescence and the problems we face during this fragile stage of our lives where uncertainty about the future, the flair for recklessness and the thirst for absurdity fuel the driving force behind our lives. It is also a reminiscence of high school years for adults who will relish the rush of memory travels. You'd think I liked the book from what I've said above, yes? WELLLLLL....What I seriously couldn't stand AT ALL in this book is, firstly, the writing. The writing was abominable. I don't understand how some people mentioned in their s that ""the writing is amazing""...Seriously?Taking into consideration this is a filmmaker's first attempt at writing novels and the fact that the narrator is a fifteen year-old, I'M HOPING IT WAS DONE ON PURPOSE.I strongly suspect that, for the first and last time in the entire history of humanity, and as an eminent exception to a prevalent belief, the movie adaptation will be much better than the actual book. YES. That's how bad the writing was, you'd get just about the same information from a Wikipedia summary. And it might be even better written that that.Lastly, I would like to point out that Charlie sounded like a 7 year-old throughout the book, even though he's supposedly an avid reader of classics and a very ""intelligent"" and ""gifted"" person. Yet, he has a peculiar sexual ignorance (he doesn't know what masturbation is, and can't tell when a girl is being raped in front of him), can't manage to make advances with the opposite sex, and his naiveness is probably the most annoying thing about this stupid book.Stephen Chbosky, please stick to the film business and stay away from literature, thanks. ...more",Notes are private!,0,5,1,not set,Mar 2012,"Oct 07, 2012",,Paperback,view (with text),/book/show/4327066-the-perks-of-being-a-wallflower
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pity the Nation: The Abduction of Lebanon,"Fisk, Robert",1560254424,9781560254423,1560254424,752        pp,4.43,"2,184","Feb 16, 1990","Oct 24, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2012",,Paperback,view,/book/show/99826.Pity_the_Nation
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Beirut to Jerusalem: One Man's Middle Eastern Odyssey,"Friedman, Thomas L.",0006530702,9780006530701,0006530702,571        pp,4.14,"12,094",Jun 1989,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2012",,Paperback,view,/book/show/26150.From_Beirut_to_Jerusalem
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mornings in Jenin,"Abulhawa, Susan*",1608190463,9781608190461,1608190463,331        pp,4.47,"36,545",Mar 2006,"Feb 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 27, 2012",,Paperback,view,/book/show/6692041-mornings-in-jenin
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sentimental Education,"Flaubert, Gustave",0140447970,9780140447972,B00A2KEWI4,460        pp,3.81,"22,280","Apr 15, 1869","Feb 05, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Paperback,view,/book/show/2183.Sentimental_Education
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",,,,109        pp,3.84,"201,632","Apr 01, 1952",2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 14, 2012",,Paperback,view,/book/show/17716.Waiting_for_Godot
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Midnight Palace        (Niebla, #2)","Ruiz Zafón, Carlos",0316044733,9780316044738,0316044733,301        pp,3.63,"27,857","Nov 18, 1994","May 31, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2012",not set,"Sep 14, 2012",,Hardcover,view,/book/show/9440324-the-midnight-palace
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oblomov,"Goncharov, Ivan",1933480092,9781933480091,1933480092,586        pp,4.12,"38,653",1859,"Oct 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2012",,Paperback,view,/book/show/254308.Oblomov
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rose of Fire        (The Cemetery of Forgotten Books, #2.5)","Ruiz Zafón, Carlos",,,B008B7VCBK,36        pp,3.78,"7,023","Jan 01, 2012","Jun 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 10, 2014","Sep 13, 2012",,Kindle Edition,view,/book/show/15706286-the-rose-of-fire
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Étranger,"Camus, Albert",2070360024,9782070360024,2070360024,184        pp,4.02,"1,094,441","May 19, 1942","Mar 02, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 25, 2012",not set,"Sep 13, 2012",,Mass Market Paperback,view,/book/show/15688.L_tranger
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,709","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 11, 2013","Aug 19, 2013","Sep 13, 2012",,Mass Market Paperback,view,/book/show/5470.1984
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolita,"Nabokov, Vladimir",0679723161,9780679723165,0679723161,317        pp,3.88,"850,137",Sep 1955,"Mar 13, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mr. Nabokov, this intriguing author who moulded with an expertise pen the abominable, the ignominiousHumbert Humbert and made him our binoculars, the Mr. Nabokov, this intriguing author who moulded with an expertise pen the abominable, the ignominiousHumbert Humbert and made him our binoculars, the instrument of perception that allows us to peer into the marvelous world of fiction and nymphomania Nabokov crafted for us.This book deepened and firmly established my passion for English Literature and rekindled the insatiable desire for knowledge gnawing at my insides, burning with voracity.One could write a book twice as big as Lolita merely praising Nabokov and his extraordinary literary style....more",Notes are private!,0,7,1,"Dec 27, 2012","Jan 19, 2013","Sep 13, 2012",,Paperback,view (with text),/book/show/18133.Lolita
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Name of the Rose,"Eco, Umberto",0156001314,9780156001311,0156001314,536        pp,4.14,"364,650",1980,"Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2012",,Paperback,view,/book/show/119073.The_Name_of_the_Rose
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art of Hearing Heartbeats        (The Art of Hearing Heartbeats, #1)","Sendker, Jan-Philipp*",1590514637,9781590514634,1590514637,325        pp,4.02,"82,245",2002,"Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2012",,Paperback,view,/book/show/11331421-the-art-of-hearing-heartbeats
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Defending Jacob,William Landay*,0385344228,9780385344227,0385344228,421        pp,4.00,"298,328","Jan 31, 2012","Jan 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2012",,Hardcover,view,/book/show/11367726-defending-jacob
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",0099448823,9780099448822,0099448823,389        pp,4.01,"602,027","Sep 04, 1987","Jul 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Haruki Murakami divulged himself to me for the very first time as a venerable contemporary writer in this audaciously erotic and devastating novel aboHaruki Murakami divulged himself to me for the very first time as a venerable contemporary writer in this audaciously erotic and devastating novel about a hopeless teenage love entangled in passion and suffering.Toru Watanabe, an ordinary college student leading a monotonous life in Tokyo, is in love with his deceased best friend's girlfriend, the beautiful, despondent and unreachable Naoko. But when a vivacious Midori Kobayashi enters his life, Toru finds himself vacillating between the two girls as he struggles to extricate himself from this quandary. Torn between the past and the future, Toru has to make a choice before it's too late. Murakami's reputed easy and minimalistic writing was simply charming, and being a fan of consistently complex and exuberant prose, that is one of the things I curiously enjoyed about the book. Not exactly an epitome of literary excellence, but still Norwegian wood was a beautiful read. Guaranteed to turn your heart into a chaotic mess as you turn the last page when, like Toru, you'll find yourself in ""the dead center of this place that was no place."" ...more",Notes are private!,0,8,1,"Aug 25, 2012",not set,"Aug 25, 2012",,Paperback,view (with text),/book/show/818108.Norwegian_Wood
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red and the Black,Stendhal,0140447644,9780140447644,0140447644,577        pp,3.87,"75,045",1830,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2012",,Paperback,view,/book/show/14662.The_Red_and_the_Black
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298020,9780743298025,0743298020,406        pp,3.98,"313,087","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2012",,Hardcover,view,/book/show/40440.The_Thirteenth_Tale
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Quake,"Murakami, Haruki",,,0375713271,147        pp,3.78,"52,383","Feb 25, 2000","May 13, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2012",,Paperback,view,/book/show/11299.After_the_Quake
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out,"Kirino, Natsuo",1400078377,9781400078370,1400078377,400        pp,3.95,"39,533","Jul 15, 1997","Jan 04, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Out"" by Natsuo Kirino is a dark tale following the distortion of the once prosaic lives of four women - Masako, Yayoi, Kuniko and Yoshie - working th""Out"" by Natsuo Kirino is a dark tale following the distortion of the once prosaic lives of four women - Masako, Yayoi, Kuniko and Yoshie - working the night shift at a boxed-lunch factory in the suburbs of Japan, and their declivity into the gruesome world of murder and crime.Yayoi Yamamoto is the emblem of the docile wife and caring mother. This seemingly cherubic young woman, pushed to the edge of her forbearance, strangles her fickle and perfidious husband one night. Forlornly helpless, Yayoi turns to her trustworthy co-worker Masako Katori for help concealing her impulsive, heinous crime. The reliable woman agrees to get rid of the body with the help of two venal co-workers: Yoshie, a hard-up and diligent fifty year-old who spends her days changing her querulous and decrepit mother-in-law's diapers; and Kuniko Jonouchi, a corpulent, improvident and money-covetous woman who's over her head with debts as a result of her profligacy. The three women, promised a sum of money from Yayoi, dissect and carve up the corpse, making mincemeat of Yayoi's husband, and then carefully place his body parts in garbage bags and throw them away.As a callous and emancipated Yayoi begins a new life with her two sons, Masako and Yoshie undergo lurid dismemberment tasks in exchange of millions of Japanese yens. The four women tiptoe on a tight rope of secrecy to keep their little scheme veiled from the police, but they begin to notice ominous innuendos of a cryptic nemesis lurking surreptitiously, premeditating their descent to hell.Natsuo Kirino intelligently explores the depths of the human psyche and the clandestine wickedness extant in it, while powerfully underscoring the hardships and prejudices inflicted on Japanese women.Absolutely loved this book. Had my heart racing with its final scenes. Kudos to Natsuo Kirino for portraying the inherent gender warfare so engagingly well.P.S. Male writers got nothing on female writers....more",Notes are private!,0,1,1,"Oct 27, 2012","Nov 17, 2012","Aug 23, 2012",,Paperback,view (with text),/book/show/25365.Out
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Without a Country,"Vonnegut, Kurt, Jr.",081297736X,9780812977363,081297736X,145        pp,4.09,"45,994",2005,"Jan 16, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2012",,Paperback,view,/book/show/4979.A_Man_Without_a_Country
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0141023570,9780141023571,0141023570,121        pp,3.88,"2,546,840","Feb 25, 1937","Jan 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2012",,Paperback,view,/book/show/186521.Of_Mice_and_Men
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial,"Kafka, Franz",,,,255        pp,3.96,"325,657","Apr 26, 1925","Apr 09, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WHAT IS THIS SHIT.I have read many s and saw that I belong to the minority who just didn’t like or get this book.Like the author, I am going to WHAT IS THIS SHIT.I have read many s and saw that I belong to the minority who just didn’t like or get this book.Like the author, I am going to leave The Trial unfinished and surrender to the fact that, unfortunately, Franz Kafka’s writing is way too bizarre, inane and unrealistic for my tastes.The protagonist, a pretentious banker named Josef K. woke up one morning to find two strangers in his room who told him he was under arrest. The reason for his conviction is never revealed and even the officers who came to deliver the news are uniformed.In the next chapters, we follow K. in a series of encounters that are ground for meaningless and empty discussions with various characters that seldom reappear throughout the story and don’t seem to have an efficient role in the progress of the narrative. K’s so-called quest to seek answers and vindicate his name turn out to be futile as he never musters enough courage or audacity to extract definite answers and instead, allows his complacency to let him act in a way that harms him more than it helps him in his case. (I especially loved how almost every female character seem to want him, which feeds his arrogance all the more) For a year, Josef K awaits a trial that never happens; he’s never told the reason behind his criminal charge and the ultimate zenith of befuddlement comes with K’s death that is also underdone in mystifying circumstances. Nothing is explained or elucidated and yet people seem to abundantly laud Kafka for an unfinished, miserable excuse for a novel which the author himself wanted to be burned posthumously. It really saddens me ‘cause after hearing copious praise for Kafka, the anticipation upon starting this novel was great and I was eager to be acquainted with his “genius”, but my high expectations were annihilated by an immense disappointment.The Trial is among the most disturbing books I’ve laid eyes on to this day. It was an excruciating experience from which my brain cells are still suffering aftershocks. The atmosphere of the novel was so odd and gruesome; the rooms with low ceilings and stuffy, fetid offices made me feel like I’m having a bizarre nightmare. (Well, at least it’s better than his other unfinished book about a man metamorphosed into an insect). Kafka intentionally delineated an inhuman world inflicted with the depravity of the law (which is ironic because Kafka was a lawyer himself). And when you finally finish this story of 200ish pages (but you feel like it’s 2000, I don’t know how Kafka managed to do that), you’re supposed to be in a state of awe ‘cause it’s so fucking deep and philosophical, aiming to depict life and the big fat interrogation point behind our existence and its purpose. Well. That was a waste of time. Max Brod should’ve listened to Kafka and set fire to his manuscripts. There, I said it. ...more",Notes are private!,3,373,1,"Sep 13, 2012",not set,"Aug 17, 2012",,Paperback,view (with text),/book/show/17690.The_Trial
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,362","Jan 01, 1959","Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2012",,Paperback,view,/book/show/168642.In_Cold_Blood
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,674","Aug 28, 1844","May 27, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2012",,Paperback,view,/book/show/7126.The_Count_of_Monte_Cristo
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,50 Big Ideas        (50 ideas),"Dupré, Ben",184866009X,9781848660090,184866009X,208        pp,3.62,487,"Jan 01, 2009","Aug 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 02, 2012",,Hardcover,view,/book/show/6762220-50-big-ideas
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"By the Time You Read This, I'll Be Dead","Peters, Julie Anne",1423116186,9781423116189,1423116186,200        pp,3.85,"23,502","Apr 01, 2009","Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2012",,Hardcover,view,/book/show/6609549-by-the-time-you-read-this-i-ll-be-dead
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutist,"Boyne, John*",,,,427        pp,4.10,"19,840","May 01, 2011","Jul 05, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I added this book to my want-to-read list on GR, it was for the following reasons: 1. It takes place during world war 1 thus it must be teeming wWhen I added this book to my want-to-read list on GR, it was for the following reasons: 1. It takes place during world war 1 thus it must be teeming with enriching historical insertions that I take in with relish.2. It is a gay romance, thus it must vigorously investigate homosexual liaisons and the torment of their clandestinity during the Great War.For those reasons, I had presumed that The Absolutist would appeal to my tastes. But, as my one-star rating would suggest, this book did not impress me at all. First of all,  the historical passages I was hoping for were almost non-existent which is deplorable because there was plenty of room for ample references to the Great War such as the inane incident that provoked it, the stratagems  each side undertook, the catastrophic number of casualties and the aftermath of the war on a global level. Although, I have to admit that Boyne exploited a vital aspect of war: the heinous and inhumane crimes soldiers were forced to commit, the horrors they had to witness and how it all made them ""immune to violence"". What I loved the most about this book is its ability to show you where that line between cowardice and bravery is drawn.Boyne shed light on the concept of patriotism that urged English men to fight in the war and how a man who refused to fight out of principle and humanitarian motives was denounced as a coward by his fellows while in reality, he was the bravest of them all.Tristan Sadler was a homosexual seventeen-year-old whose family disowned him when  his sexual inclinations were revealed. He had to lie about his age to get enlisted in the army.While training in Aldershot, he developed a one of a kind friendship with Will Bancroft and the two soldiers quickly became thick as thieves.Infatuated and mad with possessiveness over Will, Tristan tries to stifle his illicit love but in vain. During their last night in Aldershot, Will, consumed by apprehension of what's coming next, initiates sex with Tristan bur ulteriorly ignores him and looks at him in revulsion. The same scenario happens again in France, which leaves Tristan crestfallen. Unable to loathe the man responsible for his emotional torment yet rejected, desolate and enraged  because he couldn't have him, Tristan suddenly has a big role to play in either saving Will's life or putting an end to it....more",Notes are private!,0,11,1,not set,May 2013,"Jul 17, 2012",,Paperback,view (with text),/book/show/13635076-the-absolutist
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,,,283        pp,4.19,"3,731,403",1947,Jul 1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2012",,Mass Market Paperback,view,/book/show/48855.The_Diary_of_a_Young_Girl
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0937832383,9780937832387,0937832383,144        pp,3.84,"337,606",1513,"Jul 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 22, 2013","Jul 17, 2012",,Paperback,view,/book/show/28862.The_Prince
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bliss Street,"Kenway, Kristin",0340792744,9780340792742,0340792744,352        pp,3.36,106,"Mar 15, 2003","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2012",,Paperback,view,/book/show/41049.Bliss_Street
