,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dennis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,476","Sep 01, 2004","Oct 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/16243.Case_Histories
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Wife,"Moore, Brian",0452279593,9780452279599,0452279593,240        pp,3.10,962,1965,"Feb 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/252189.The_Magician_s_Wife
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poison,"Harrison, Kathryn",0380727412,9780380727414,0380727412,317        pp,3.59,880,1995,"Sep 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/782817.Poison
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Nature: Alexander von Humboldt's New World,"Wulf, Andrea",038535066X,9780385350662,038535066X,473        pp,4.31,"25,273",Sep 2015,"Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2021",,Hardcover,view,/book/show/23995249-the-invention-of-nature
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Battle        (Chronicles of Narnia, #7)","Lewis, C.S.",0064409414,9780064409414,0064409414,211        pp,4.01,"276,157","Sep 04, 1956","Aug 22, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/65651.The_Last_Battle
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Horse and His Boy        (Chronicles of Narnia, #5)","Lewis, C.S.",0064409406,9780064409407,0064409406,224        pp,3.91,"350,893","Sep 06, 1954",Aug 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/980884.The_Horse_and_His_Boy
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silver Chair        (Chronicles of Narnia, #4)","Lewis, C.S.",0064409457,9780064409452,0064409457,243        pp,3.95,"297,694","Sep 07, 1953",Aug 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/896889.The_Silver_Chair
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Love and Other Demons,"García Márquez, Gabriel",1400034922,9781400034925,1400034922,147        pp,3.97,"76,129",Sep 1994,"Jun 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/2135793.Of_Love_and_Other_Demons
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wright Brothers,"McCullough, David",1476728755,9781476728759,1476728755,320        pp,4.16,"92,302","Mar 20, 2015","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Paperback,view,/book/show/25813961-the-wright-brothers
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0374158460,9780374158460,0374158460,562        pp,3.78,"168,412","Aug 31, 2010","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Hardcover,view,/book/show/7905092-freedom
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671197,9780062671196,0062671197,451        pp,4.11,"74,855","Mar 03, 2020","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 04, 2021",,Paperback,view,/book/show/53746633-the-night-watchman
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elizabeth Costello,"Coetzee, J.M.",,,,231        pp,3.47,"9,362","Sep 30, 2003","Oct 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2021",,Paperback,view,/book/show/6206.Elizabeth_Costello
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laughable Loves,"Kundera, Milan",0571206921,9780571206926,0571206921,287        pp,3.84,"33,211",1970,"Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short stories are not really my thing but there are only seven here so maybe we can call these long-short-but-not-novella stories. Love is very funny Short stories are not really my thing but there are only seven here so maybe we can call these long-short-but-not-novella stories. Love is very funny provided you're either not in i or not trying to get there; in that case, it can be agonizing and makes you wonder why you even bother with all this misery except that the alternative of living without it can be worse. Am I making any sense? I read these with my wife as Czech books in Spanish were virtually non-existent except for perhaps ""The Unbearable Lightness of Being"" which was well-known due to the film. The stories are wry and wistful - love from the outside vs love from the unside - and well worth the trouble of reading. I may go back to this one in the future; with 20 more years of experience, in the same relationship, it may look completely different. Or at least I can laugh more....more",Notes are private!,0,2,1,Jan 2002,Jan 2002,"Aug 31, 2021",,Paperback,view (with text),/book/show/26101.Laughable_Loves
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Farewell Waltz,"Kundera, Milan",0571194710,9780571194711,0571194710,288        pp,3.87,"17,319",1972,"Aug 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As dark comedies go, they don't get much darker than this. Can cruel be funny? I guess it can and at times I didn't quite know if I was wincing from pAs dark comedies go, they don't get much darker than this. Can cruel be funny? I guess it can and at times I didn't quite know if I was wincing from pain for these characters or trying not to laugh. After ""The Unbearable Lightness of Being"", this is probably my favorite Kundera novel and one of those I'd love to go back to. A Czech comedy of errors worthy of a motion picture, just to laugh at someone else suffering for a change!...more",Notes are private!,0,2,2,Jan 2001not set,Jan 2001not set,"Aug 31, 2021",,Paperback,view (with text),/book/show/50605.Farewell_Waltz
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joke,"Kundera, Milan",006099505X,9780060995058,006099505X,323        pp,4.03,"35,740",1967,"Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this shortly after moving from the Czech Republic, where I bought as many Czech novels as I could carry before departing - that was roughly a bI read this shortly after moving from the Czech Republic, where I bought as many Czech novels as I could carry before departing - that was roughly a bunchalotta - mostly by Kundera and Skvorecký. This is a book where it helps to have lived there because the domino effect caused by an innocent, not-very-funny joke (borderline unintelligible) sets up a demise which Kafka (also a Czech) would have been proud of. There is a mix of the terribly sad and unbelievably absurd that makes you wonder how Kundera left with all his marbles from the place. A very dark Czech sort of humor at work....more",Notes are private!,0,1,1,Jan 2001,Jan 2001,"Aug 31, 2021",,Paperback,view (with text),/book/show/397281.The_Joke
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Acres,"Smiley, Jane*",0449907481,9780449907481,,371        pp,3.82,"68,715",1991,"Dec 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Stephen King called this King Lear in the Midwest and the parallels are striking. This was an emotional and gripping tale of family secrets either besStephen King called this King Lear in the Midwest and the parallels are striking. This was an emotional and gripping tale of family secrets either best-forgotten or never-to-be-forgotten and the denial that events could have happened as they did if they didn't happen to you. An all-to-familiar tale in families and one to which I could relate much more than I would have liked. Families broken that can never be put back together as members deny or choose not to remember or just remember differently because they weren't there....more,Notes are private!,0,4,1,Jan 1997,Jan 1997,"Aug 31, 2021",,Paperback,view (with text),/book/show/901879.A_Thousand_Acres
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far Afield,"Kaysen, Susanna",0679753761,9780679753766,0679753761,352        pp,3.85,452,1990,"Apr 19, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lot of people read ""Girl, Interrupted!"", especially after the film with Angeline Jolie, but this was an excellent book in itself of a man lost who sA lot of people read ""Girl, Interrupted!"", especially after the film with Angeline Jolie, but this was an excellent book in itself of a man lost who suddenly finds himself in a place as far removed from the world as you could imagine. (Anthropology will do that...) I'm not sure if I would enjoy it as much now but it's a very good story so if you happen upon a copy, I'd recommend checking it out. Or don't. See if I care!...more",Notes are private!,0,1,1,Jan 1997,Jan 1997,"Aug 30, 2021",,Paperback,view (with text),/book/show/28093.Far_Afield
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Patient,"Ondaatje, Michael",,9780330349932,0330327542,307        pp,3.87,"132,005",Sep 1992,1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has my own love story attached: when I was corresponding with my future wife - we were just penpals then, hadn't met in person yet - I was aThis book has my own love story attached: when I was corresponding with my future wife - we were just penpals then, hadn't met in person yet - I was astonished to find she had read this and that may have been where I began to say to myself, ""Hmmmm..."", because it was so unusual for me to find someone who read anything other than bestsellers, if they read anything at all. So, someone who I could talk to... The pain, the pain, of a tragic love story, unwittingly abandoning someone you love to their death, then fire; it was all too much for me, too poetic. I hope never to live this but I am glad to have read it and hope one day to read it again....more",Notes are private!,0,7,1,Jan 1998,Jan 1998,"Aug 27, 2021",,Paperback,view (with text),/book/show/12897587-the-english-patient
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sputnik Sweetheart,"Murakami, Haruki",0375726055,9780375726057,0375726055,210        pp,3.83,"157,987","Apr 20, 1999","Apr 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2021",,Paperback,view,/book/show/397165.Sputnik_Sweetheart
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fine Balance,"Mistry, Rohinton",140003065X,9781400030651,140003065X,603        pp,4.37,"149,455",1995,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2021",,Paperback,view,/book/show/5211.A_Fine_Balance
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small World,"King, Tabitha",0451114086,9780451114082,0451114086,312        pp,3.41,862,1981,"Mar 02, 1982",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tabitha King is the wife of Stephen King - you may have heard of him - but this is the only one of her books which coulkd be classified as horror so fTabitha King is the wife of Stephen King - you may have heard of him - but this is the only one of her books which coulkd be classified as horror so far as I know. A female jogger is captured and shrunk by a mad scientist who keeps her in some sort of miniature environment. I read this so many yeaars ago that I remember few of the details except that while it's not as nightmarish as her husband's work, it's nightmarish enough, and also shows that she's no slouch in the writing department either....more",Notes are private!,0,5,1,Jan 1993,Jan 1993,"Aug 03, 2021",,Paperback,view (with text),/book/show/373167.Small_World
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heartbreaking Work of Staggering Genius,"Eggers, Dave",0684863472,9780684863474,0684863472,375        pp,3.69,"180,500","Feb 17, 2000","Feb 17, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Hardcover,view,/book/show/474052.A_Heartbreaking_Work_of_Staggering_Genius
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Orphans,"Ishiguro, Kazuo*",0375410546,9780375410543,0375410546,336        pp,3.53,"41,108","Jan 16, 2000","Sep 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Hardcover,view,/book/show/406626.When_We_Were_Orphans
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,681","Sep 19, 2000","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hours,"Cunningham, Michael*",0312305060,9780312305062,0312305060,230        pp,3.95,"141,232","Jul 31, 1998",Oct 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Paperback,view,/book/show/11899.The_Hours
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0316547611,9780316547611,0316547611,387        pp,3.76,"230,111","Oct 27, 2016","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2021",,Hardcover,view,/book/show/33641244-the-power
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,249","Jun 28, 2016","Jun 28, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now that J.D. Vance has been elected senator from Ohio, I thought I ought to write my  of this book and get it over with. First of all, as has bNow that J.D. Vance has been elected senator from Ohio, I thought I ought to write my  of this book and get it over with. First of all, as has been seen in the campaign, Vance is a self-aggrandizing hypocrite, if everything he says in this book reflects what he feels. I think what's most interesting is the number of ""hillbillies"" in GoodReads who have mostly rejected this book as misrepresenting or exploiting them. Fair enough, he's an investment banker or something like that and knows how to make a buck, or at least seize on an opportunity so let's not run ol' J.D. down.First of all, if the ""hillbillies"" generally, disliked this book, who was it aimed at? Those who aren't or who don't share a similar background. I can imagine a bunch of privileged cocktail party attendees who seized on this as proof of something - or maybe were surprised that there were poor whites who could put a sentence together and escape the level of ""white trash"" - and use this proof for their own purposes, which is that more money either is or isn't the answer. It doesn't really matter which because it's not their money that is or isn't being spent but it's a useful plank in whatever sociopolitical campaign they're using their hot air on. But as J.D. Vance points out in the book, it's not so simple, any more than the solution to inner-city crime is more police and longer prison sentences; it's necessary to change the mindset before anything else. He makes his case well.However, his case is not exceptional; although I wouldn't define myself as a ""hillbilly,"" growing up in New York City under similar circumstances made all this feel familiar. In fact, I could easily go shot-for-shot with him on family history, and mine might actually be more colorful although I doubt it would sell as well. So, I have my doubts about his case being so unique because a lot of people escaped similar situations and his story does a disservice to those of us who made something of ourselves but feel some need to brag about it. He does make a good point though about family support and people you meet along the way being an important part of this; he didn't do it alone and few others did, either. It's very easy to sink down in the morass of dysfunctional families, alcoholics, drug addicts and other negatives but rather than paint himself as miraculous, he should point out that he's one of many. Still, if he did this, the book wouldn't sell and the cocktail party set wouldn't be interested. They would still treat as quaint rare birds but there would not be a lot of interest in the story anymore. There's another underlying theme that comes out here, and was better understood in the light of his senatorial campaign; we can't help who or what we are and make no apologies for it. He neatly detailed how the situation developed in these parts of the country. The failure of the various administrations of both political stripes to deal with it is no surprise because speeches are easier to deliver than solutions - or at least good solutions. In his campaign, his position was more-or-less ""they call us racists but we are Americans"", which ties into being a Trump protegé because who better to codify a message? (Trump also told West Virginia coal miners that they were going back to work so his hillbilly messaging is consistent at least.) Vance also made the claim that he was raised to fight back agao¿inst any insult but stood there grinning when Trump said, ""This man wants my endorsement so bad he's kissing my ass."" He had his eye on the prize.The book smacked of hypocrisy even before the campaign and the campaign only served to clarify it; it's not best-selling out-and-out lie like James Frey's ""A Million Pieces"" but it comes close in many ways. It's more like those books by ex-officials and politicians who want to ""set the record straight"" by putting themselves in the best possible light. Based on the book's success and his own personal climb to the top, I ask: is it because the cream rises to the top or because shit floats?...more",Notes are private!,0,7,1,"Oct 04, 2022","Oct 08, 2022","Aug 01, 2021",,Hardcover,view (with text),/book/show/27161156-hillbilly-elegy
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatherland,"Harris, Robert*",0091748275,9780091748272,0091748275,372        pp,4.01,"47,768",1992,"Oct 27, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2021",,Hardcover,view,/book/show/1974220.Fatherland
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survivor,"King, Tabitha",0451190904,9780451190901,0451190904,496        pp,3.64,573,1982,"Apr 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book when I read it but that was 20 years ago; who knows what I'd think now? I do remember it lacked pacing - no real highs and loI really liked this book when I read it but that was 20 years ago; who knows what I'd think now? I do remember it lacked pacing - no real highs and lows, just going on - but what stuck out was the protagonist's incomprehensible relation with the drunk driver who passed her at a pedestrian crossing and ran over two women, killing one and critically injuring the other. This was how the book started, and was not the only inexplicable relation. My problem was that the story is mostly told from her point of view but when I needed her to explain, it went to the man's. And that may have been what held me, a whole lot of WTF as I tried to get inside her head....more",Notes are private!,0,9,1,Apr 2001,Apr 2001,"Aug 01, 2021",,Paperback,view (with text),/book/show/490138.Survivor
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Piano Tuner,"Mason, Daniel*",1400030382,9781400030385,1400030382,312        pp,3.60,"13,875",2002,Sep 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2021",,Paperback,view,/book/show/55096.The_Piano_Tuner
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams Of My Russian Summers,"Makine, Andreï",0684852683,9780684852683,0684852683,244        pp,3.83,"3,845","Dec 06, 1995","Aug 27, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2021",,Paperback,view,/book/show/135158.Dreams_Of_My_Russian_Summers
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",039592720X,,,198        pp,4.17,"193,353","Apr 20, 1999","Jun 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2021",,Paperback,view,/book/show/243714.Interpreter_of_Maladies
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias Grace,"Atwood, Margaret*",0385490445,9780385490443,0385490445,468        pp,4.04,"143,532","Sep 07, 1996","Oct 13, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2021",,Paperback,view,/book/show/51827.Alias_Grace
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cujo,"King, Stephen*",0451117298,9780451117298,0451117298,304        pp,3.78,"285,397",1981,"Jul 02, 1982",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok, I can get the real-life horror of this book, as opposed to the other-worldly horror of other books, but it felt more sad than anything else for meOk, I can get the real-life horror of this book, as opposed to the other-worldly horror of other books, but it felt more sad than anything else for me, like one of those newspaper stories of people caught in unforeseen tragic circumstances. I read this many years ago from now, of course, but I remember that this was my reaction, not scared or thrilled but sad....more",Notes are private!,0,1,1,Jan 1983,Jan 1983,"Jul 22, 2021",,Mass Market Paperback,view (with text),/book/show/940451.Cujo
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arrival,"Tan, Shaun",,,,132        pp,4.35,"56,660","Oct 12, 2007","Oct 12, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a big Shaun Tan fan, even if I'm not much for graphic novels. I think the true value here is that there are no written words, only drawings, to teI'm a big Shaun Tan fan, even if I'm not much for graphic novels. I think the true value here is that there are no written words, only drawings, to tell the tale so I was drawn into my own interior dialogue as I ""read"" the story. I keep this on my computer for use in classes so that the students can tell it for themselves. Especially useful in my case because we speak different languages but using our eyes and hearts, we can feel the same things. An apt lesson for people for those who think that those from another country - immigrants - are all that different from us....more",Notes are private!,0,8,1,Jan 2007,Jan 2007,"Jul 19, 2021",,Hardcover,view (with text),/book/show/920607.The_Arrival
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don Quixote,"Cervantes Saavedra, Miguel de",0451527860,9780451527868,B008QJ5ING,"1,050        pp",3.90,"270,660",1605,Feb 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 01, 2021",,Paperback,view,/book/show/413658.Don_Quixote
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up in the Tree,"Atwood, Margaret*",1554980801,9781554980802,1554980801,32        pp,3.69,539,unknown,"Nov 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There I was with my wife in a used bookstore with a saleswoman who we knew well, well enough to know that she knew relatively little about books, and There I was with my wife in a used bookstore with a saleswoman who we knew well, well enough to know that she knew relatively little about books, and I looked at the shelves over her shoulder and, GASP, I saw a children's book written by MARGARET ATWOOD!!!! I confess that we never knew she'd written any. We asked Daniela about the book and she replied, ""Who's Margaret Atwood?"" We gave her a little schooling on the subject and then inquired demurely how much it cost: more than we had but we pooled our pennies and it was ours! An interesting story, if I remember it right, is that when she wrote it, it was in relatively few colors because their wasn't enough money for more inks. No matter, a great kids' story and flashy colors are overrated anyway!...more",Notes are private!,0,3,1,Jan 2012,Jan 2012,"Jun 25, 2021",,Hardcover,view (with text),/book/show/7872825-up-in-the-tree
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Tooth,"McEwan, Ian*",,,B007PFDJH4,386        pp,3.43,"50,544",2012,"Aug 28, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since “Atonement”, Ian McEwan has become a less-interesting, less-thought-provoking writer, and now… Who would have thought it possible? Ian McEwan haSince “Atonement”, Ian McEwan has become a less-interesting, less-thought-provoking writer, and now… Who would have thought it possible? Ian McEwan having a run at writing a chick-lit romantic comedy! Not exactly my favorite genre but while a good chick-lit rom-com is intelligent, this is more intellectual, as well as being fairly predictable. I think this was loosely based on the 2003 case of Valerie Plame, the outed ex-CIA spy; here, the heroine is named Serena Frome (no relation to Ethan), pronounced to rhyme with “plume.” Through a series of incidents and love affairs, she’s recruited by MI5 and put on a mission which can best be described as promoting anti-Communist literature. What follows is something reminiscent of the London bombing in WW II; each plot twist may as well be preceded by a screaming whistle because you can easily see them coming and no red herring can deflect your sense of what’s to follow. The novel is set in late 60’s / early 70´s Wilson/Heath/Wilson England but this historical context is mostly wasted because Serena is only vaguely interested; the same with the internal turmoil of the miners’ strike and Northern Ireland, both of which serve as background but which are not gotten into. (Intellectualism stops at cultural footnotes and references; current events play only a small part, mostly to give some reason why the mission was planned in the first place.) Even the attempt at a final twist mostly fell flat for me because I’d already given up hope of something more by that time. Frankly, Serena Frome is no Bridget Jones, she just a voracious but non-discriminating reader. (At one point, she puts Jane Austen and Jacqueline Susann on equal footing, though she later recants.) This wasn’t an unpleasant reading experience, just an uneventful one. (By the way: Unlike “Atonement”, I see this as a TV movie; maybe a breakout opportunity for Jessica Simpson as Serena…?)...more",Notes are private!,0,7,1,"Jun 16, 2021","Jun 25, 2021","Jun 17, 2021",,Kindle Edition,view (with text),/book/show/19033863-sweet-tooth
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Can't Anybody Here Play This Game?: The Improbable Saga of the New York Mets' First Year,"Breslin, Jimmy",3450190080,,,160        pp,3.97,745,"Apr 28, 1963",1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this a zillion years ago. I was never a Mets fan - well, maybe a little when I was very young because I liked the name Choo-Choo Coleman - but I read this a zillion years ago. I was never a Mets fan - well, maybe a little when I was very young because I liked the name Choo-Choo Coleman - but this was really a fun book, largely because Jimmy Breslin was such an entertaining writer. (I remember when he ran for public office, on a ticket with Norman Mailer; politics was never so much fun!) It's hard for anyone, even a Mets-hater, not to have some affection for a team so hapless but with such a good attitude to being pathetically bad. Oh, and some info on Mr. Coleman, from Wikipedia: ""Choo-Choo Coleman was the quintessence of the early New York Mets. He was a 5'8"", 160-pound catcher who never hit over .250 in the majors, had 9 career home runs, 30 career RBIs, and couldn't handle pitchers. Plus his name was Choo-Choo. What more could you ask for?"" Casey Stengel once complimented Coleman's speed, saying that he'd never seen a catcher so fast at retrieving passed balls. I also seem to remember there was an interview where Ralph Kiner, who did post-game interviews, asked him, What's your wife's name what's she like?"", and he answered, indignantly ""Her name is Mrs. Coleman and she likes me just fine, bub!"" And that's only one player from the group... Lots of fun anecdotes here for baseball lovers or just fans of the inept....more",Notes are private!,0,2,1,Jan 1975,Jan 1975,"Jun 11, 2021",,Mass Market Paperback,view (with text),/book/show/34658864-can-t-anybody-here-play-this-game
