,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karen (idleutopia_reads)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunger: A Memoir of (My) Body,"Gay, Roxane*",0062362593,9780062362599,0062362593,306        pp,4.18,"111,880","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Apr 20, 2021","Apr 22, 2021","Apr 20, 2021",,Hardcover,view,/book/show/26074156-hunger
1129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Label,"Sánchez Rugeles, Eduardo",,,B07JKQPMRP,243        pp,4.25,"1,112",2010,"Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2021",,Kindle Edition,view,/book/show/42746887-blue-label
1130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Palestine,"Chomsky, Noam",1608464709,9781608464708,1608464709,220        pp,4.24,"6,963","May 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2021",,Paperback,view,/book/show/23129811-on-palestine
1131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gaza in Crisis: Reflections on Israel's War Against the Palestinians,"Chomsky, Noam",1608460975,9781608460977,1608460975,240        pp,4.12,"1,674",2010,"Nov 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2021",,Paperback,view,/book/show/8491860-gaza-in-crisis
1132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men in the Sun and Other Palestinian Stories,"Kanafani, Ghassan",0894108573,9780894108570,0894108573,117        pp,4.29,"2,597",unknown,"Nov 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2021",,Paperback,view,/book/show/125251.Men_in_the_Sun_and_Other_Palestinian_Stories
1133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Care Work: Dreaming Disability Justice,"Piepzna-Samarasinha, Leah Laksh",1551527383,9781551527383,1551527383,304        pp,4.56,"3,949","Oct 30, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2021",,Paperback,view,/book/show/38402046-care-work
1134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Altar of My Soul: The Living Traditions of Santeria,"Vega, Marta Moreno",0345421558,9780345421555,0345421558,304        pp,4.36,255,"Sep 12, 2000","Aug 28, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2021",,Paperback,view,/book/show/561856.The_Altar_of_My_Soul
1135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down These Mean Streets: A Memoir,"Thomas, Piri",0679781420,9780679781424,0679781420,352        pp,4.16,"4,699",1967,"Nov 25, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2021",,Paperback,view,/book/show/95127.Down_These_Mean_Streets
1136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am, I Am, I Am: Seventeen Brushes with Death","O'Farrell, Maggie*",0525520228,9780525520221,0525520228,304        pp,3.99,"43,211","Aug 02, 2017","Aug 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Hardcover,view,/book/show/35137915-i-am-i-am-i-am
1137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pretty One: On Life, Pop Culture, Disability, and Other Reasons to Fall in Love With Me","Brown, Keah*",1982100540,9781982100544,1982100540,256        pp,3.71,"1,230","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Paperback,view,/book/show/39297013-the-pretty-one
1138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haben: The Deafblind Woman Who Conquered Harvard Law,"Girma, Haben",1478992816,9781478992813,,288        pp,4.20,"4,476","Aug 06, 2019","Aug 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 16, 2021","Aug 26, 2021","Apr 14, 2021",,Audiobook,view,/book/show/43211952-haben
1139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,121","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 11, 2022","Feb 11, 2022","Apr 14, 2021",,Hardcover,view,/book/show/57739876-to-paradise
1140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If They Come in the Morning: Voices of Resistance,"Davis, Angela Y.",0893880221,9780893880224,0893880221,281        pp,4.45,"1,159",Dec 1971,1971,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2021",,Hardcover,view,/book/show/744206.If_They_Come_in_the_Morning
1141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Favorite Girlfriend Was a French Bulldog,"Rodríguez Iglesias, Legna",1944211772,9781944211776,1944211772,152        pp,3.15,463,"Feb 09, 2017","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2021",,Hardcover,view,/book/show/51325164-my-favorite-girlfriend-was-a-french-bulldog
1142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Men Want to Know,"Bouraoui, Nina",0241447720,9780241447727,0241447720,192        pp,3.73,"1,648","Aug 22, 2018","Aug 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2021",,Paperback,view,/book/show/48722413-all-men-want-to-know
1143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Them,"Okwonga, Musa",1783529687,9781783529681,B08GWW7C6B,149        pp,4.00,"1,368","Apr 15, 2021","Apr 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Kindle Edition,view,/book/show/56349872-one-of-them
1144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El almohadón de plumas y otros cuentos,"Quiroga, Horacio",9870409245,9789870409243,9870409245,200        pp,4.15,"1,704",unknown,"May 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Paperback,view,/book/show/3340385-el-almohad-n-de-plumas-y-otros-cuentos
1145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bad Muslim Discount,"Masood, Syed M.*",0385545258,9780385545259,0385545258,368        pp,4.15,"10,031","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Hardcover,view,/book/show/50618289-the-bad-muslim-discount
1146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speaking Truth to Power,"Hill, Anita",0385476272,9780385476270,0385476272,384        pp,4.03,735,"Sep 15, 1997","Oct 20, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Paperback,view,/book/show/1979834.Speaking_Truth_to_Power
1147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alien Miss,"Duan, Carlina*",0299331342,9780299331344,0299331342,112        pp,4.71,41,unknown,"Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Paperback,view,/book/show/56199052-alien-miss
1148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pho Love Story,"Le, Loan*",153444193X,9781534441934,153444193X,402        pp,3.67,"20,195","Feb 08, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Hardcover,view,/book/show/54238295-a-pho-love-story
1149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distant Dead,"Young, Heather*",0062690817,9780062690814,0062690817,352        pp,3.93,"3,065","Jun 09, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Hardcover,view,/book/show/53064090-the-distant-dead
1150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,724","Nov 01, 2018","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2021",,Hardcover,view,/book/show/40163119-say-nothing
1151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fortune for Your Disaster,"Abdurraqib, Hanif",,,,unknown,4.47,"2,690","Sep 03, 2019",Sep 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,,view,/book/show/40207220-a-fortune-for-your-disaster
1152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America's Dream,"Santiago, Esmeralda*",0060928263,9780060928261,0060928263,336        pp,3.97,"1,127","Feb 01, 1975","Apr 25, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/241758.America_s_Dream
1153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When My Brother Was an Aztec,"Díaz, Natalie",155659383X,9781556593833,155659383X,103        pp,4.40,"4,101","Apr 10, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/13124956-when-my-brother-was-an-aztec
1154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jakarta,"Márquez Tizano, Rodrigo",1566895634,9781566895637,1566895634,160        pp,3.34,92,Aug 2016,"Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/43627274-jakarta
1155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Day We Get More Illegal,"Herrera, Juan Felipe",0872868281,9780872868281,0872868281,100        pp,4.07,293,"Sep 22, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Paperback,view,/book/show/52072835-every-day-we-get-more-illegal
1156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orientalism,"Said, Edward W.",,,,424        pp,4.11,"25,314",1978,May 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Paperback,view,/book/show/355190.Orientalism
1157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Native Country of the Heart: A Memoir,"Moraga, Cherríe L.",0374219664,9780374219666,0374219664,256        pp,4.15,633,"Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,Hardcover,view,/book/show/40121960-native-country-of-the-heart
1158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If He Hollers Let Him Go,"Himes, Chester",1560254459,9781560254454,1560254459,203        pp,3.96,"2,391",1945,"Sep 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Paperback,view,/book/show/52472.If_He_Hollers_Let_Him_Go
1159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Education,"Choi, Susan*",0670024902,9780670024902,0670024902,304        pp,3.30,"4,469","Jul 03, 2013","Jul 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Hardcover,view,/book/show/16158566-my-education
1160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amity and Prosperity: One Family and the Fracturing of America,"Griswold, Eliza",0374103119,9780374103118,0374103119,318        pp,4.26,"4,181","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2021",,Hardcover,view,/book/show/36722972-amity-and-prosperity
1161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Lived Underground,"Wright, Richard",1598536761,9781598536768,1598536761,240        pp,3.97,"2,786",1942,"Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2021",,Hardcover,view,/book/show/53336614-the-man-who-lived-underground
1162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ciudad, género e imaginarios urbanos en la narrativa latinoamericana","Guerra, Lucia",,,B00KFKTQKA,258        pp,4.00,1,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Kindle Edition,view,/book/show/26157748-ciudad-g-nero-e-imaginarios-urbanos-en-la-narrativa-latinoamericana
1163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La amortajada,"Bombal, María Luisa",,,,88        pp,3.98,"3,058",1938,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Paperback,view,/book/show/315871.La_amortajada
1164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El verbo J,"Hernández, Claudia",9585474298,9789585474314,B07J5M25MR,186        pp,3.79,133,unknown,"Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Paperback,view,/book/show/43506344-el-verbo-j
1165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Border Crossed Us: Rhetorics of Borders, Citizenship, and Latina/o Identity","Cisneros, Josue David",0817318127,9780817318123,0817318127,248        pp,3.00,2,"Nov 26, 2013","Feb 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Hardcover,view,/book/show/17912404-the-border-crossed-us
1166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Notebooks: An Interior Journey,"Derricotte, Toi",0393319016,9780393319019,0393319016,206        pp,4.09,471,1997,"Jun 17, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Paperback,view,/book/show/712511.The_Black_Notebooks
1167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,black / Maybe: An Afro Lyric,"Garcia, Roberto Carlos*",0999223291,9780999223291,0999223291,67        pp,4.83,24,unknown,Apr 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Paperback,view,/book/show/40049035-black-maybe
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voyage Out,"Woolf, Virginia",0140185631,9780140185638,0140185631,432        pp,3.75,"11,188",1915,"Jan 02, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2021",,Paperback,view,/book/show/48554451-the-voyage-out
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canícula: Snapshots of a Girlhood en la Frontera,"Cantú, Norma Elia",0826356206,9780826356208,B01845NDWY,225        pp,4.11,35,unknown,"Nov 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2021",,Kindle Edition,view,/book/show/29355306-can-cula
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Do This 'til We Free Us: Abolitionist Organizing and Transforming Justice,"Kaba, Mariame",164259525X,9781642595253,164259525X,240        pp,4.67,"5,018","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2021",,Paperback,view,/book/show/56019003-we-do-this-til-we-free-us
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libertie,"Greenidge, Kaitlyn",1616207019,9781616207014,1616207019,336        pp,3.49,"14,748","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2021",,Hardcover,view,/book/show/54110460-libertie
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Wounds,"Quade, Kirstin Valdez",0393242838,9780393242836,0393242838,419        pp,4.14,"17,884","Apr 06, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2021",,Hardcover,view,/book/show/53597769-the-five-wounds
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colonize This!: Young Women of Color on Today's Feminism,"Rehman, Bushra*",1580050670,9781580050678,1580050670,403        pp,4.19,"3,205","Jul 29, 2002","Jul 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2021",,Paperback,view,/book/show/61442.Colonize_This_
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Cathedral,"Gala, Marcial",0374118019,9780374118013,0374118019,224        pp,3.69,714,2012,"Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2021",,Hardcover,view,/book/show/45892273-the-black-cathedral
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infect Your Friends and Loved Ones,"Peters, Torrey",1537065092,9781537065090,1537065092,75        pp,4.17,"1,300","Aug 12, 2016","Aug 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2021",,Paperback,view,/book/show/31668044-infect-your-friends-and-loved-ones
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Masker,"Peters, Torrey",1532929757,9781532929755,1532929757,72        pp,4.07,429,"May 09, 2016","May 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2021",,Paperback,view,/book/show/30245843-the-masker
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burnt Sugar,"Doshi, Avni*",024144151X,9780241441510,024144151X,240        pp,3.27,"22,532","Aug 25, 2019","Jul 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2021",,Paperback,view,/book/show/52969580-burnt-sugar
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak, Okinawa: A Memoir","Brina, Elizabeth Miki*",0525657347,9780525657347,0525657347,304        pp,4.22,"3,539","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 11, 2021",,Hardcover,view,/book/show/53438050-speak-okinawa
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transit of Venus,"Hazzard, Shirley",0143135651,9780143135654,0143135651,384        pp,4.00,"4,268","Mar 14, 1980","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Paperback,view,/book/show/54492416-the-transit-of-venus
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Sparrow,"Jones, Tayari*",1565129903,9781565129900,1565129903,352        pp,3.91,"41,999","May 24, 2011","May 24, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars,Notes are private!,0,4,1,"Mar 22, 2021","Mar 24, 2021","Mar 10, 2021",,Hardcover,view (with text),/book/show/9749711-silver-sparrow
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers of Mold,"Ha, Seong-nan",1940953960,9781940953960,1940953960,212        pp,3.55,"1,182",1999,"Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/43064674-flowers-of-mold
1182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon of the Crusted Snow        (Moon, #1)","Rice, Waubgeshig*",1770414002,9781770414006,1770414002,213        pp,3.86,"26,690","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/39082248-moon-of-the-crusted-snow
1183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Queer Latino Testimonio, Keith Haring, and Juanito Xtravaganza: Hard Tails        (New Directions in Latino American Cultures)","Cruz-Malavé, A.",1403977488,9781403977489,1403977488,240        pp,3.82,28,"Sep 15, 2007","Oct 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/1095969.Queer_Latino_Testimonio_Keith_Haring_and_Juanito_Xtravaganza
1184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dew Angels,"Schwapp, Melanie*",9768230479,9789768230478,9768230479,384        pp,4.25,83,"Jan 01, 2011",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/13501728-dew-angels
1185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Healing,"Jones, Gayl",0807080934,9780807080931,0807080934,304        pp,3.74,336,"Jan 26, 1998","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/44643412-the-healing
1186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Becoming Mexican American: Ethnicity, Culture, and Identity in Chicano Los Angeles, 1900-1945","Sanchez, George J.",0195096487,9780195096484,0195096487,400        pp,3.85,352,"Dec 23, 1993","Mar 23, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/106278.Becoming_Mexican_American
1187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie Muktuk and Other Stories,"Dunning, Norma",1772122971,9781772122978,1772122971,216        pp,4.33,246,"Jun 15, 2017","Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/34014658-annie-muktuk-and-other-stories
1188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housing Lark,"Selvon, Sam",0894106031,9780894106033,0894106031,155        pp,3.78,393,1965,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/692289.Housing_Lark
