,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerry (lines i underline)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593534727,9780593534724,0593534727,229        pp,3.92,"32,972","Oct 18, 2022","Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️tragic | lovely | reflective What will stay with me:• Waldo and Ben’s bond was so sweet and believable, the way the connected and had an immediat4.0⭐️tragic | lovely | reflective What will stay with me:• Waldo and Ben’s bond was so sweet and believable, the way the connected and had an immediate understanding and trust was beautifully human• The interesting nested structure was clever and created a lot of scope in a short novelReminded me of:Ask Again Yes by Mary Beth KeaneLines I underlined:“It’s possible to grow up in the wrong house, on the wrong street, in the wrong town, in the wrong part of the country. It’s possible to go to the wrong school. To have the wrong dad. To be pushed to do the wrong things. But it is also possible to survive all these psychic indignities if you have one, maybe two people who recognize you for who you are.”“Perhaps time is not a continuum, but rather past, present, and future are always and forever unspooling.”...more",Notes are private!,0,2,1,"Mar 05, 2023","Mar 19, 2023","Mar 05, 2023",,Hardcover,view (with text),/book/show/59573299-signal-fires
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Liars        (Truly Devious, #5)","Johnson, Maureen*",,9798212161848,,11        pp,3.82,"23,455","Dec 27, 2022","Dec 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️moody | tense | complicated friendshipsWhat will stay with me:• love how Johnson creates a complex friendship group - she’s so good at giving cha4.0⭐️moody | tense | complicated friendshipsWhat will stay with me:• love how Johnson creates a complex friendship group - she’s so good at giving characters life and depth• sense of place - yes please to British academic settings with rambling mansions and punts on the river and local pubsReminded me of:Tana French’s amazing toxic friendships (The Likeness especially), but for YA audiences Lines I underlined:“Why wouldn’t they go to meet with a historian, eat something delicious, and hear about an ax murder.”...more",Notes are private!,0,1,1,"Mar 04, 2023","Mar 04, 2023","Mar 04, 2023",,Audiobook,view (with text),/book/show/60979963-nine-liars
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whalebone Theatre,"Quinn, Joanna*",0241995124,9780241995129,,19        pp,4.07,"24,630","Jun 09, 2022","Jun 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5⭐️sprawling | transporting | emotionalWhat will stay with me:• the sibling / cousin relationships• the formidable and eccentric Cristabel• the atmosp5⭐️sprawling | transporting | emotionalWhat will stay with me:• the sibling / cousin relationships• the formidable and eccentric Cristabel• the atmosphere and imagery of the decaying coastal estateReminded me of:I Capture the Castle by Dodie SmithA Brief History of Montmoray by Michelle CooperCharlotte Grey by Sebastian FaulksLines I underlined:“The worlds contained within the books do not remain between the covers, they seep out, and overlay the geography of their lives.”“The spirit withers if left too long in the countryside, too much scenery, not enough theatre.”...more",Notes are private!,0,2,1,"Feb 22, 2023","Mar 04, 2023","Feb 22, 2023",,Audiobook,view (with text),/book/show/60095981-the-whalebone-theatre
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories from a South African Childhood,"Noah, Trevor",,,B01IW9TQPK,9        pp,4.49,"693,504","Nov 15, 2016","Nov 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️gritty | disarming | funny | movingWhat will stay with me:• Noah’s voice - how it ranges from tender to furious to contemplative to joking• the m4.0⭐️gritty | disarming | funny | movingWhat will stay with me:• Noah’s voice - how it ranges from tender to furious to contemplative to joking• the mother-son relationship at the heart of the storiesLines I underlined:“We tell people to follow their dreams, but you can only dream of what you can imagine, and, depending on where you come from, your imagination can be quite limited.”“Being chosen is the greatest gift you can give to another human being.”“A dog is a great thing for a kid to have. It’s like a bicycle, but with emotions.”...more",Notes are private!,0,3,1,"Feb 19, 2023","Feb 20, 2023","Feb 19, 2023",,Audible Audio,view (with text),/book/show/33156573-born-a-crime
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Georgie, All Along","Clayborn, Kate*",1496737296,9781496737298,1496737296,340        pp,3.81,"51,379","Jan 24, 2023","Jan 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️charming | introspective | romanticWhat will stay with me:• Georgie and Levi had great, believable chemistry• I liked how Georgie was a messy cha4.0⭐️charming | introspective | romanticWhat will stay with me:• Georgie and Levi had great, believable chemistry• I liked how Georgie was a messy character but her arc wasn’t all about “getting her shit together,” more about realizing that she is already worthy, just as she isReminded me of:Kerry Winfrey’s books, with the small town vibes and well-wrought characters, but spicierLines I underlined:“Once upon a time, I told a story about myself.”“I’ve been waiting to realize I’m okay, and that I’ve probably always been okay.”...more",Notes are private!,0,7,1,"Feb 19, 2023","Feb 21, 2023","Feb 19, 2023",,Paperback,view (with text),/book/show/60604190-georgie-all-along
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250262356,9781250262356,,8        pp,3.63,"332,085","Jun 03, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.0⭐️twisty | dark | atmospheric What will stay with me:• the spooky academic vibes - I could picture the college and enjoyed the drama of the academi4.0⭐️twisty | dark | atmospheric What will stay with me:• the spooky academic vibes - I could picture the college and enjoyed the drama of the academic world• the clever integration of the Greek tragedies into the main narrative• the wide cast of suspects kept me guessing all the way to the endLines I underlined:“Reading about life was no preparation for living it.”“No one ever told me that grief felt so like fear.”...more,Notes are private!,0,2,1,"Feb 17, 2023","Feb 20, 2023","Feb 17, 2023",,Audiobook,view (with text),/book/show/56359253-the-maidens
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coronation Year,"Robson, Jennifer*",0063074141,9780063074149,0063074141,400        pp,3.94,"5,294","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Paperback,view,/book/show/61042487-coronation-year
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Words,"Lauren, Christina*",,,,433        pp,4.27,"566,720","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.0⭐️sweet | romantic | confessionalWhat will stay with me:• the convincing and tender way that the authors capture first love• that closet full of bo4.0⭐️sweet | romantic | confessionalWhat will stay with me:• the convincing and tender way that the authors capture first love• that closet full of booksReminded me of:• teen romances done right Lines I underlined:“I like your kind of quiet. Your heart isn’t quiet.”“You’re my best everything.”...more,Notes are private!,0,3,1,"Feb 13, 2023","Feb 20, 2023","Feb 13, 2023",,Kindle Edition,view (with text),/book/show/36228521-love-and-other-words
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Couple,"Hendricks, Greer*",1250835623,9781250835628,,unknown,3.99,"201,429","Mar 03, 2022","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️It was fine. Marin Ireland made me finish it. Some plot points felt extraneous and therefore dissatisfying. I didn’t really care if bad things ha3.0⭐️It was fine. Marin Ireland made me finish it. Some plot points felt extraneous and therefore dissatisfying. I didn’t really care if bad things happened to the husband and wife, so that sort of drained the novel of tension for me.Lines I underlined:“Time is a chameleon. It's ever changing, cannily adapting to circumstances. It stretches out some tiny moments for an eternity. Then it shifts course and swallows up whole days, years even, as if they never existed. It's as slippery and elusive as water running through the cracks in a tightly cupped hand.”...more",Notes are private!,0,2,1,"Feb 13, 2023","Feb 20, 2023","Feb 13, 2023",,Audiobook,view (with text),/book/show/58603792-the-golden-couple
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,9781250880680,,unknown,4.07,"83,298","Jan 31, 2023","Jan 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️coming of age | fresh voice | complex family dynamicsWhat will stay with me:• Maddie’s awkward, honest blossoming just felt so rich and truthful.4.0⭐️coming of age | fresh voice | complex family dynamicsWhat will stay with me:• Maddie’s awkward, honest blossoming just felt so rich and truthful. She’s very memorable.• The deft way that George handled the balance between the heavier and lighter elements of her narrative.Reminded me of:Yinka, where is your huzband? By Lizzie Damilola BlackburnQueenie by Candice Carty WilliamsLines I underlined:“Can one be a feminist 24/7?”“The women in my family have spines of steel.”...more",Notes are private!,0,3,1,"Feb 05, 2023","Feb 12, 2023","Feb 05, 2023",,Audiobook,view (with text),/book/show/92420537-maame
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0593408535,9780593408537,,10        pp,4.37,"124,112","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️moving | wise | funny What will stay with me:• the hopefulness of this collection is it’s beating heart, and I love that this is true, given that5.0⭐️moving | wise | funny What will stay with me:• the hopefulness of this collection is it’s beating heart, and I love that this is true, given that there is a fair amount of sadness to be found here too• John’s voice reading it (audio is a must)Reminded me of:Wintering by Katherine MayTiny Beautiful Things by Cheryl StrayedLines I underlined:“I still become enveloped by the abject pain of hopelessness. But hope is singing all the while. It’s just that again, and again, and again, I must relearn how to listen.”“You can’t see the future coming - not the terrors, for sure. But you also can’t see the wonders that are coming, the moments of light-soaked joy, that await each of us.”“Aesthetic beauty is as much about how and whether you look as what you see. From the quark to the supernova, the wonders do not cease. It is our attentiveness that is in short supply, our ability and willingness to do the work that awe requires.”...more",Notes are private!,0,5,1,"Feb 04, 2023","Feb 12, 2023","Feb 04, 2023",,Audiobook,view (with text),/book/show/57062743-the-anthropocene-reviewed
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City Under One Roof        (Cara Kennedy, #1)","Yamashita, Iris*",0593336674,9780593336670,0593336674,304        pp,3.54,"4,696","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️sharp | claustrophobic | cleverWhat will stay with me:• outstanding sense of place - the sound of the wind tearing around the apartment complex, 4.0⭐️sharp | claustrophobic | cleverWhat will stay with me:• outstanding sense of place - the sound of the wind tearing around the apartment complex, the raging blizzard, the forbidding landscape• Cara - I want to learn more about her and I’m rooting for her to come to grips with her tragic past• the quirky cast of misfit community members was a little Three Pines-esque • big cliffhanger endingHowevers:• the writing style is quite direct and I tend to prefer a little more attention to language, even in a thrillerReminded me of:Snowblind by Ragnar JonassonLouise Penny’s Three PinesLines I underlined:“There’s pluses and minuses to living here. The minus being that at the end of the season, the whole town clears out and it’s just the two hundred of us. The plus being that the whole town clears out and it’s just the two hundred of us.”“She wanted to throw her heart all in. She wanted to be loved again, fears and practicality be damned.”...more",Notes are private!,0,1,1,"Feb 04, 2023","Feb 04, 2023","Feb 04, 2023",,Hardcover,view (with text),/book/show/60818887-city-under-one-roof
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mistakes Were Made,"Wilsner, Meryl*",,,B09Q7D7P7Q,unknown,3.96,"28,304","Oct 11, 2022","Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.0⭐️super steamy | empowering What will stay with me:• perhaps the raciest romance I’ve read so far? So that’ll stay with me,Notes are private!,0,0,1,"Feb 03, 2023","Feb 12, 2023","Feb 03, 2023",,Audible Audio,view (with text),/book/show/63115835-mistakes-were-made
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",0063327554,9780063327559,,unknown,4.04,"241,506","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️If you like tender mother-daughter stories, Our Town or books about life on stage, quieter family-focused reads, this is a beautiful experience. 5.0⭐️If you like tender mother-daughter stories, Our Town or books about life on stage, quieter family-focused reads, this is a beautiful experience. And if you don’t listen to Meryl Steep reading it on audio, you’re doing it wrong.Reminded me of:Our Town by Thornton Wilder (You really should read or watch the play before you read this. It will add so much to the experience).Little Women by Louisa May AlcottThe Most Fun We Ever Had by Claire LombardoLines I underlined:“This was my first day of my true education. None of the books I’d read were as important as this. None of the math tests, or history papers had taught me how to act. And by act, I don’t mean on a stage, I mean, in life.”“There is no explaining this simple truth about life. You will forget much of it. The painful things you were certain you’d never be able to let go, now you’re not entirely sure when they happened. While the thrilling parts, the heartstopping joys, splintered and scattered and became something else. Memories are then replaced by different joys, and larger sorrows and unbelievably those things get knocked aside as well.”“It’s not that I’m unaware of the suffering and soon-to-be more suffering in the world, it’s that I know the suffering exists beside wet grass and a blue sky recently scrubbed by rain. The beauty and the suffering are equally true. Our Town taught me that.”...more",Notes are private!,1,5,1,"Aug 11, 2023","Aug 20, 2023","Feb 01, 2023",,Audiobook,view (with text),/book/show/75428822-tom-lake
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",0735244413,9780735244412,,320        pp,3.58,"153,156","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Paperback,view,/book/show/61282630-pineapple-street
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Another Missing Person,"McAllister, Gillian*",,,,unknown,3.68,"44,548","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️If you like police procedurals, moral dilemmas, twisty twists, and heroines with a lot of balls in the air.Not quite as unputdownable as her debu4.0⭐️If you like police procedurals, moral dilemmas, twisty twists, and heroines with a lot of balls in the air.Not quite as unputdownable as her debut, but still excellent! ...more",Notes are private!,0,0,1,"Aug 05, 2023","Aug 09, 2023","Jan 28, 2023",,Audiobook,view (with text),/book/show/182940276-just-another-missing-person
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Accomplice        (Maggie Hope Mystery #6),"MacNeal, Susan Elia*",0804178720,9780804178723,0804178720,368        pp,3.96,"8,176","Oct 04, 2016","Oct 04, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️cozy | atmospheric | satisfyingWhat will stay with me:• Maggie - a character who is fun to root for, love her determination, courage, and brains•3.5⭐️cozy | atmospheric | satisfyingWhat will stay with me:• Maggie - a character who is fun to root for, love her determination, courage, and brains• budding romance on a few fronts, always fun• an exciting to-be-continued endingHowevers:• I saw a bunch of the plot developments coming pretty far ahead of time• the plot lagged in spotsLines I underlined:“Careful not to read too much - you’ll never get married.”“It’s impossible to have a stiff upper lip before tea and breakfast.”“You look like the sort of girl who likes marmalade.”...more",Notes are private!,0,1,1,"Jan 25, 2023","Feb 04, 2023","Jan 25, 2023",,Paperback,view (with text),/book/show/28503798-the-queen-s-accomplice
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atalanta: A Novel,"Saint, Jennifer*",1250855578,9781250855572,1250855578,291        pp,3.80,"16,112","Apr 11, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Hardcover,view,/book/show/61884838-atalanta
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,113","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/59357120-yellowface
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rest Is Resistance: A Manifesto,"Hersey, Tricia",1668625415,9781668625415,1668625415,1        pp,4.10,"7,959",unknown,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"thought-provoking | passionate | reflectiveNo rating because for me, it’s 5⭐️ for ideas and 3⭐️ for executionWhat will stay with me:• Hersey’s style hthought-provoking | passionate | reflectiveNo rating because for me, it’s 5⭐️ for ideas and 3⭐️ for executionWhat will stay with me:• Hersey’s style has a strong sermon-like quality, so the major threads of her thesis will remain in my mind for some time.• the image of her grandmother closing her eyes to rest was such a powerful motif of the book• I won’t ever consider grind culture the way I might have before this book.Howevers:• her style is quite repetitive (perhaps a downside of the sermon-like construction?) and circular, so at times I felt like I wanted more direction, more clarity, more personal anecdotes to root the philosophy• I think it could have been shorter and just as impactful, if not more soLines I underlined:“I believe that rest, sleep, naps, daydreaming and slowing down, can help us all wake up to see the truth of ourselves.”“Our entire living is a spiritual practice. Much of our resistance to rest, sleep, and slowing down is an ego problem.”“What stories are we holding deep inside that are untold and uncovered, because we are too exhausted?”“Collective rest is not about just changing our individual lives, but shifting the entire paradigm of culture.”“We may never get to a fully anti capitalist world, but our imagination is our resistance..”...more",Notes are private!,0,1,1,"Jan 21, 2023","Feb 04, 2023","Jan 21, 2023",,Audio CD,view (with text),/book/show/62838420-rest-is-resistance
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0006393748,9780006393740,0006393748,219        pp,3.81,"53,436","Mar 01, 1980","Jul 19, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️poetic | musings on impermanence and loss | meditative and meanderingWhat will stay with me:• atmosphere, atmosphere, atmosphere (brooding, melan3.0⭐️poetic | musings on impermanence and loss | meditative and meanderingWhat will stay with me:• atmosphere, atmosphere, atmosphere (brooding, melancholic, dreamy)• the sense of the town - and family - being haunted by tragedyHowevers:• For some people, the writing will be enough, and the beauty of that will make this a 5⭐️ read for them. For me, beautiful writing is not enough for a novel to take hold of my heart and mind.• I felt distanced from the characters, there’s kind of a foggy quality to the reading experience. I didn’t feel connected to the narrative or protagonists.• lack of momentum left me feeling like I had to push myself to read this oneReminded me of:Some of Alice Munro’s short storiesLines I underlined:“Because, once alone, it is impossible to believe that one could ever have been otherwise. Loneliness is an absolute discovery.”“Families will not be broken. Curse and expel them, send their children wandering, drown them in floods and fires, and old women will make songs of all these sorrows and sit on the porch and sing them on mild evenings.”“Memory is a sense of loss, and loss pulls us after it.”...more",Notes are private!,0,3,1,"Jan 21, 2023","Jan 25, 2023","Jan 21, 2023",,Paperback,view (with text),/book/show/5590019-housekeeping
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchantment: Awakening Wonder in an Anxious Age,"May, Katherine",0593329996,9780593329993,0593329996,212        pp,3.64,"8,228","Feb 28, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️lovely | wise | unusualWhat will stay with me:• gentle invitations to really look at the world in front of us• her apt way of describing the sens4.0⭐️lovely | wise | unusualWhat will stay with me:• gentle invitations to really look at the world in front of us• her apt way of describing the sense of disconnection that many of us feel after living through CovidLines I underlined:“That is what I am searching for, the chance to merge into the wild drift of the world, to feel overcome, to enter into its weft so completely that sometimes I can forget myself.”“How do we worship now? How do we get past the blunt knowing of our disenchanted age and tap back into the magic that we used to perceive everywhere?”“We need to double down on the storytelling, and find new ways to tell out our meanings. Perhaps that is what we’re meant to do, remake our stories until we finally find one that fits.”“Certainties harden us, and eventually we come to defend them, as if the world can’t contain a multiplicity of views. We are better off staying soft. It gives us room to grow and absorb, to make space for all the other glorious notions that will keep coming at us across a lifetime.”...more",Notes are private!,0,17,1,"Mar 05, 2023","Mar 13, 2023","Jan 18, 2023",,Hardcover,view (with text),/book/show/61355268-enchantment
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",0063258390,9780063258396,0063258390,373        pp,3.85,"42,454","Sep 15, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2023",,Hardcover,view,/book/show/61102615-stone-blind
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Immortality,"Schwartz, Dana*",,,B0BF5T3ZSP,unknown,3.94,"21,018","Feb 28, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Do you love: Edinburgh, creepy vibes galore, all the atmosphere, and some Scottish romance?Lines I underlined:“There are always women behind the 4.0⭐️Do you love: Edinburgh, creepy vibes galore, all the atmosphere, and some Scottish romance?Lines I underlined:“There are always women behind the scenes, pulling the strings, Hazel. We are invisible to history, but we also survive.”“She had gotten love, and that was more than plenty of people got on this planet.”...more",Notes are private!,0,2,1,"Sep 16, 2023",Oct 2023,"Jan 18, 2023",,Audible Audio,view (with text),/book/show/123221760-immortality
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooked: How Crafting Saved My Life,"Foster, Sutton",1549184148,9781549184147,,unknown,4.10,"9,675","Oct 12, 2021","Oct 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️honest and humble | heartfelt | cozy and conversationalWhat will stay with me:• Sutton’s openness about her complex relationship with her mother,4.0⭐️honest and humble | heartfelt | cozy and conversationalWhat will stay with me:• Sutton’s openness about her complex relationship with her mother, and her approach to navigating that through the years and coming to a place of acceptance, is inspiring.• The lovely reminder that creating something can be really healing helps those of us who enjoy crafting to remember to turn to this outlet during hard times.Reminded me of:Lauren Graham’s memoirsLines I underlined:“I thought, why am I so afraid of this? Nothing bad will happen if I allow myself to be big, to be bold, and strong, and powerful, to be a badass. It was my turn to sing.”...more",Notes are private!,0,4,1,"Jan 16, 2023","Jan 19, 2023","Jan 16, 2023",,Audiobook,view (with text),/book/show/56922930-hooked
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel: An Arcane History,"Kuang, R.F.*",0063021455,9780063021457,,22        pp,4.20,"218,371","Aug 23, 2022","Aug 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️dark academia meets light fantasy and alternative history | brilliant and ambitious | intellectual but highly readableWhat will stay with me:• ju5.0⭐️dark academia meets light fantasy and alternative history | brilliant and ambitious | intellectual but highly readableWhat will stay with me:• just how impressive the structure and scope of the work is, and how much Kuang pulled it all off, she was doing so much but it never felt bogged down• it gave me that “lost in a book” feeling that is very hard to come by as an adult• the wonderful way Oxford and university life is conveyed in all of its bookishness and atmosphere Reminded me of:The Golden Compass seriesThe Secret HistoryHarry Potter seriesNevermoor seriesLines I underlined:“If only one could engrave entire memories in silver… to be manifested again and again for years to come.”“Violence was the only thing that brought the colonizer to the table.”“Language was just difference, a thousand different ways of seeing, of moving through the world - no, a thousand worlds within one, and translation, a necessary endeavor - however futile - to move between them.”...more",Notes are private!,0,6,1,"Jan 14, 2023","Jan 25, 2023","Jan 14, 2023",,Audiobook,view (with text),/book/show/60044295-babel
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",,,,unknown,3.58,"153,156","Mar 07, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5⭐️frothy | family drama | rich people problemsWhat will stay with me:• not much,Notes are private!,0,3,1,"Mar 08, 2023","Mar 13, 2023","Jan 12, 2023",,Audiobook,view (with text),/book/show/75518492-pineapple-street
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Time Next Summer,"Monaghan, Annabel*",,,,unknown,3.79,"77,708","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2024",not set,"Jan 12, 2023",,Audiobook,view,/book/show/174759330-same-time-next-summer
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Could Make This Place Beautiful,"Smith, Maggie*",1982185856,9781982185855,1982185856,320        pp,4.11,"23,009","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/61273812-you-could-make-this-place-beautiful
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Stranger,"Center, Katherine*",1250283787,9781250283788,1250283787,323        pp,3.96,"80,299","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2023",,Hardcover,view,/book/show/61884987-hello-stranger
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once More with Feeling,"Sussman, Elissa",059335737X,9780593357378,059335737X,416        pp,3.58,"23,698","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2023",,Paperback,view,/book/show/61420112-once-more-with-feeling
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clytemnestra,"Casati, Costanza*",1728268230,9781728268231,1728268230,448        pp,4.26,"21,794","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️vivid storytelling | plenty of feminist rage | motherhood, sisterhood, and lossThis book is for you if… you’re all caught up on the many mytholog4.0⭐️vivid storytelling | plenty of feminist rage | motherhood, sisterhood, and lossThis book is for you if… you’re all caught up on the many mythology retellings we’ve been gifted over the last few years, and you love an immersive setting and reinventions of oft-reviled characters.Reminded me of:Ariadne by Jennifer SaintCirce by Madeline Miller The Women of Troy by Pat BarkerLines I underlined:“For more than half her life, she has worn vengeance as a second skin, now it is time to shed it. Who will she be without her anger and pain? What will her freedom taste like?”“What good would it do, to tell a man he can’t have what he wants?”“You can take people, cities, armies, but love, respect, those can’t be taken with force.”...more",Notes are private!,0,3,1,"Apr 12, 2023","Apr 23, 2023","Jan 10, 2023",,Hardcover,view (with text),/book/show/61361681-clytemnestra
