,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Breaking Dawn        (The Twilight Saga, #4)","Meyer, Stephenie",031606792X,9780316067928,031606792X,756        pp,3.74,"1,706,852","Aug 02, 2008","Aug 02, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well thank fuck that's over. Very anti climatic. Was hoping for a big scrapWell thank fuck that's over. Very anti climatic. Was hoping for a big scrap...more,Notes are private!,0,2,1,"Sep 06, 2023","Sep 06, 2023","Sep 06, 2023",,Hardcover,view (with text),/book/show/1162543.Breaking_Dawn
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cover Story,"Rigetti, Susan*",006307205X,9780063072053,006307205X,368        pp,3.71,"19,636","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Hardcover,view,/book/show/58536026-cover-story
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eclipse        (The Twilight Saga, #3)","Meyer, Stephenie",0316160202,9780316160209,0316160202,629        pp,3.73,"1,810,292","Aug 07, 2007","Aug 07, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The one where a wolf sexually assaults his future mother in law,Notes are private!,0,2,1,"Sep 02, 2023","Sep 02, 2023","Sep 02, 2023",,Hardcover,view (with text),/book/show/428263.Eclipse
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Descent of Man,"Perry, Grayson",0141981741,9780141981741,0141981741,384        pp,4.02,"7,868","Oct 20, 2016","Mar 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Paperback,view,/book/show/33871728-the-descent-of-man
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New Moon        (The Twilight Saga, #2)","Meyer, Stephenie",,,,563        pp,3.59,"1,925,184","Sep 06, 2006","Sep 06, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Codependency 101. The most believable aspect is that her mum deserted her to shack up with some minor league football player, explains a lot! Her femaCodependency 101. The most believable aspect is that her mum deserted her to shack up with some minor league football player, explains a lot! Her female friendships are so transactional yet somehow Jessica is a bitch......more",Notes are private!,0,2,1,"Aug 26, 2023","Aug 30, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/49041.New_Moon
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Midnight Sun        (The Twilight Saga, #5)","Meyer, Stephenie",031670704X,9780316707046,031670704X,756        pp,3.73,"251,025","Aug 04, 2020","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So cute to go back and fill in your plot holes,Notes are private!,0,1,1,"Aug 25, 2023","Aug 25, 2023","Aug 25, 2023",,Hardcover,view (with text),/book/show/53287484-midnight-sun
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Takeaway: Stories from a Childhood Behind the Counter,"Hui, Angela",,,,unknown,3.90,"2,151","Jul 21, 2022","Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Audible Audio,view,/book/show/75649309-takeaway
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twilight        (The Twilight Saga, #1)","Meyer, Stephenie",0316015849,9780316015844,0316015849,498        pp,3.65,"6,576,996","Oct 05, 2005","Sep 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hilariously preposterous, I can't believe it was written by an adult! At one point Bella is shocked that a 19 year old wants to hang out with her and Hilariously preposterous, I can't believe it was written by an adult! At one point Bella is shocked that a 19 year old wants to hang out with her and her mates, then shacks up with a centenarian. If even for a second you imagine the story with Edward looking 104, perhaps Shallow Hal style, it becomes much more obviously sinister. Couldn't put it down....more",Notes are private!,0,1,1,"Aug 14, 2023","Aug 25, 2023","Aug 14, 2023",,Paperback,view (with text),/book/show/41865.Twilight
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,643","Aug 24, 2010","Aug 24, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The worst one but still enjoyable.,Notes are private!,0,0,1,"Aug 14, 2023","Aug 14, 2023","Aug 14, 2023",,Hardcover,view (with text),/book/show/7260188-mockingjay
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,490","Sep 01, 2009","Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2023","Aug 14, 2023","Aug 14, 2023",,Hardcover,view,/book/show/6148028-catching-fire
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,608","Sep 14, 2008","Oct 14, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2023","Aug 10, 2023","Aug 10, 2023",,Hardcover,view,/book/show/2767052-the-hunger-games
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liar's Girl,"Howard, Catherine Ryan*",1504782542,9781504782548,1504782542,330        pp,3.91,"20,177","Mar 01, 2018","Feb 27, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Trashy true crime devoured in a few days. Unlikely to remember the plot in a week but scratched an itch!,Notes are private!,0,0,1,"Aug 08, 2023","Aug 08, 2023","Aug 08, 2023",,Hardcover,view (with text),/book/show/36036244-the-liar-s-girl
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starve Acre,"Hurley, Andrew Michael",1529387264,9781529387278,1529387264,256        pp,3.72,"8,300",Oct 2019,"Oct 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Hardcover,view,/book/show/45890523-starve-acre
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt Slow,"Armfield, Julia",1529029864,9781529029864,,5        pp,4.00,"9,520","May 30, 2019","May 30, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Creepy brilliance,Notes are private!,0,0,1,Aug 2023,"Aug 06, 2023","Aug 01, 2023",,Audiobook,view (with text),/book/show/45449964-salt-slow
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shy,"Porter, Max",1644452294,9781644452295,1644452294,136        pp,3.68,"5,940","Apr 06, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love Max Porter but didn't enjoy this that much. Felt like a book written for middle class people about working class lads.Not trying to be some sort Love Max Porter but didn't enjoy this that much. Felt like a book written for middle class people about working class lads.Not trying to be some sort of woke police but couldn't stop feeling weird about it....more,Notes are private!,0,1,1,"Jul 31, 2023",Aug 2023,"Jul 31, 2023",,Hardcover,view (with text),/book/show/62039324-shy
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soldier Sailor,"Kilroy, Claire",0571381146,9780571381142,0571381146,233        pp,4.18,"2,290","May 02, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Hardcover,view,/book/show/61852521-soldier-sailor
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scabby Queen,"Innes, Kirstin*",0008342296,9780008342296,0008342296,400        pp,3.73,"2,803","Jul 23, 2020","Apr 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Hardcover,view,/book/show/49872159-scabby-queen
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penance,"Clark, Eliza",0571371795,9780571371792,,336        pp,3.95,"15,105","Jul 04, 2023","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 30, 2023","Jul 30, 2023","Jul 30, 2023",,ebook,view,/book/show/62898932-penance
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgetting,"Beckerman, Hannah*",1542030390,9781542030397,B09TKG1NLT,329        pp,4.08,"25,458","Apr 01, 2023","Apr 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's not high art but it's a bloody page turner. Love the sister's energy, almost no-one's bf is good enough for them.It's not high art but it's a bloody page turner. Love the sister's energy, almost no-one's bf is good enough for them....more",Notes are private!,0,1,1,not set,not set,"May 04, 2023",,Kindle Edition,view (with text),/book/show/60536444-the-forgetting
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,“You Just Need to Lose Weight”: And 19 Other Myths About Fat People,"Gordon, Aubrey",0807006475,9780807006474,0807006475,205        pp,4.33,"9,396","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2023","Apr 30, 2023","Apr 30, 2023",,Paperback,view,/book/show/60808740-you-just-need-to-lose-weight
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sanatorium,"Palmer, Abi",1908058714,9781908058713,1908058714,223        pp,4.09,224,"Apr 20, 2020","Apr 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2023",,Paperback,view,/book/show/58688368-sanatorium
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surprisingly Down to Earth, and Very Funny: My Autobiography",Limmy,0008294682,9780008294687,B07GCTKWYQ,353        pp,4.35,"3,949",unknown,"Feb 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,If anything too candid?? He's very funny but Lynn deserves a medal!If anything too candid?? He's very funny but Lynn deserves a medal!...more,Notes are private!,0,0,1,"Apr 02, 2023","Apr 02, 2023","Apr 02, 2023",,Kindle Edition,view (with text),/book/show/42369980-surprisingly-down-to-earth-and-very-funny
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Lies Beneath: My Life as a Forensic Search and Rescue Expert,"Faulding, Peter",1035005913,9781035005918,B0B2PGW6B8,300        pp,3.58,268,2023,"Feb 02, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gave up half way through after he'd acknowledged police's failings towards people experiencing bad mental health but put it down to 'a few bad eggs' (Gave up half way through after he'd acknowledged police's failings towards people experiencing bad mental health but put it down to 'a few bad eggs' (red flag) then went on to describe how he'd played a key role in busting the Newbury Bypass environmental protesters. Surely in 2023 these protesters have been proved to be entirely right, we'd have 10,000 more trees in the UK right now if we'd listened to them. He acknowledged how police had mistreated protesters but still seemed proud of his involvement. Absolutely wild and disgraceful. Horrible to hear from the inner circle the attitudes and strategies from the people who are allegedly there to protect us. He described police plans to playing 'whack-a-mole' with protestors and staging interventions after dole money was paid 'so they would all be hungover or recovering from smoking cannabis'. Some of his work is obviously so good but this was just too much for me! Basically like Union busting.Read Professor Sue Black's books instead, she does a great job of putting forensic work within a wider societal context and carefully considers the impact of the work she commits to....more",Notes are private!,0,2,1,"Mar 28, 2023","Mar 30, 2023","Mar 28, 2023",,Kindle Edition,view (with text),/book/show/63295750-what-lies-beneath
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haway Man, Klaus!","Short, Richard",9781911091,,,232        pp,4.30,10,unknown,Mar 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2023","Mar 28, 2023","Mar 28, 2023",,Paperback,view,/book/show/58263244-haway-man-klaus
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Facemaker,"Fitzharris, Lindsey*",0241389372,9780241389379,0241389372,315        pp,4.29,"5,473","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/58709510-the-facemaker
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen,"Laestadius, Ann-Helén",1668007169,9781668007167,1668007169,400        pp,4.08,"10,141","Feb 03, 2021","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Paperback,view,/book/show/61273340-stolen
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escape from Alcatraz,"Bruce, J. Campbell",1580086780,9781580086783,1580086780,256        pp,3.62,867,1963,"Apr 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,How can a book about something inherently interesting be so dull?,Notes are private!,0,1,1,"Feb 22, 2023",Mar 2023,"Feb 22, 2023",,Paperback,view (with text),/book/show/534279.Escape_from_Alcatraz
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tidal Zone,"Moss, Sarah*",1783783079,9781783783076,1783783079,331        pp,3.86,"4,300","Jul 07, 2016","Jul 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/30325865-the-tidal-zone
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on an Execution,"Kukafka, Danya*",0063052733,9780063052734,0063052733,306        pp,4.08,"88,965","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 26, 2023","Mar 27, 2023","Feb 14, 2023",,Hardcover,view,/book/show/57773248-notes-on-an-execution
