,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelly_Hunsaker_reads's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,692","Jul 20, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 02, 2023","Sep 03, 2023","Sep 07, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Housewife,"Winstead, Ashley*",172822991X,9781728229911,172822991X,385        pp,3.70,"44,797","Aug 16, 2022","Aug 16, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 04, 2023","Sep 04, 2023","Sep 07, 2023",,Hardcover,view,/book/show/59349100-the-last-housewife
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Year,"Frey, Rea*",1400243106,9781400243105,1400243106,352        pp,3.88,"1,041",unknown,"Aug 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Other Year by Rea Frey is a heartbreaking, devastating and beautiful book about a mother's grief. It is told uniquely in two timelines: In the firThe Other Year by Rea Frey is a heartbreaking, devastating and beautiful book about a mother's grief. It is told uniquely in two timelines: In the first, single mom Kate and her nine-year-old daughter Olivia are at the beach starting a vacation. When Kate briefly looks down at a text on her phone, Olivia disappears in the waves. A minute or so later, she pops up and everything continues as normal. But, in the second timeline, Olivia doesn't resurface.The unique story-telling style allows the reader to see how life changes in the aftermath of loss, and how grief changes us. It is a story of raw, unimaginable grief. It is a story of they type of pain nobody should ever experience. And, it is also the story of the slow, difficult journey towards acceptance. The author provides moments of relief, when the pain gets to be too much we switch from the second timeline back to the second.I also loved that in the first timeline the author doesn't create a perfect girl, who does everything her mother asks. She doesn't create a mother who is always loving, kind and connected. She allows the relationship to reflect real life. They argue. They have problems. They are real.I love books which explore grief, as I find it rich, relatable and real. The emotions are something everyone experiences at some point. This was an insightful, affecting and poignant book.Thank you to the publisher for my #gifted copy. The  reflects my honest opinion....more",Notes are private!,0,1,1,Sep 2023,"Sep 02, 2023","Sep 04, 2023",,Paperback,view (with text),/book/show/63354480-the-other-year
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions","Rosen, Jonathan",1594206570,9781594206573,1594206570,576        pp,4.12,"7,127","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 03, 2023","Sep 04, 2023","Sep 04, 2023",,Hardcover,view,/book/show/61724281-the-best-minds
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lady's Life in the Rocky Mountains        (Economy Editions),"Bird, Isabella Lucy",0486428036,9780486428031,0486428036,176        pp,3.96,"3,387",1879,"Apr 04, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2023,"Sep 02, 2023","Sep 03, 2023",,Paperback,view,/book/show/335126.A_Lady_s_Life_in_the_Rocky_Mountains
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Moon        (Harry Hole #13),"Nesbø, Jo*",0593536967,9780593536964,,464        pp,4.22,"17,136","Aug 30, 2022","May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 30, 2023","Sep 03, 2023","Aug 30, 2023",,Hardcover,view,/book/show/62312588-killing-moon
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,089","Jan 01, 1993","Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Lesson Before Dying is a moving, sad story that takes place in a small Cajun community in the late 1940s. It features two main characters: JeffersonA Lesson Before Dying is a moving, sad story that takes place in a small Cajun community in the late 1940s. It features two main characters: Jefferson is on death row after being wrongly convicted of a liquor store shooting; and, Grant, who has just returned to his hometown after getting his teaching degree.Grant's aunt is friends with Jefferson's godmother, and the two women convince Grant to visit Jefferson in prison. What follows is a beautiful friendship. The men share their lives with one another. The conversations are intimate, hopeful, and melancholic. The relationship is real, and the reader is lucky enough to be part of it. Of course, it inevitably leads to loss, and both Grant and the reader are left to grieve....more",Notes are private!,0,0,1,"Aug 31, 2023",Sep 2023,"Aug 29, 2023",,Paperback,view (with text),/book/show/5197.A_Lesson_Before_Dying
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Souls,"Dallas, Sandra",1250277884,9781250277886,1250277884,294        pp,3.93,"5,504","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although I enjoyed the stories, it didn't go deep enough. I wanted to come away understanding what life looked like during the flu pandemic and how itAlthough I enjoyed the stories, it didn't go deep enough. I wanted to come away understanding what life looked like during the flu pandemic and how it felt to be waiting at home for news of your loved one who was fighting in the war. Neither happened. It was a very surface level examination....more",Notes are private!,0,0,1,"Aug 26, 2023","Aug 26, 2023","Aug 29, 2023",,Hardcover,view (with text),/book/show/57693298-little-souls
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cold Cold Ground        (Detective Sean Duffy, #1)","McKinty, Adrian",184668823X,9781846688232,184668823X,256        pp,3.91,"13,769",2012,"Jun 28, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 28, 2023","Aug 28, 2023","Aug 29, 2023",,Paperback,view,/book/show/13383741-the-cold-cold-ground
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disruptions,"Millhauser, Steven",0593535413,9780593535417,,288        pp,3.78,365,"Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 29, 2023","Aug 29, 2023",,Hardcover,view,/book/show/61813105-disruptions
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Sally Diamond,"Nugent, Liz*",1501189719,9781501189715,1501189719,312        pp,4.22,"51,792","Jul 18, 2023","Jul 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 27, 2023","Aug 28, 2023","Aug 27, 2023",,Hardcover,view,/book/show/62918724-strange-sally-diamond
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfectly Nice Neighbors,"Abdullah, Kia*",0593713818,9780593713815,,352        pp,3.77,"5,096","Jan 19, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2023","Aug 24, 2023","Aug 24, 2023",,Paperback,view,/book/show/70585312-perfectly-nice-neighbors
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,"Andrews, Lena*",0063088339,9780063088337,0063088339,351        pp,4.02,"1,092","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Valiant Women by Lena Andrews is the type of nonfiction book I love most: smoothly written, strong women, previously untold story, important story.ThiValiant Women by Lena Andrews is the type of nonfiction book I love most: smoothly written, strong women, previously untold story, important story.This is the story of 350,000 women who served int he military during World War II. These women created a legacy which led to my own service in the Air Force almost 40 years later. The book is packed full of interesting details. It brought forth facts that shocked me. For example, when women first volunteered for war they were not officially members of the military, which meant if they were injured they were not given any form of disability pay and if they died in service they did not receive any benefits. Even after their status was changed they were paid substantially less than men doing the same job.I loved this book, and I hope to reread it again very soon....more",Notes are private!,0,0,1,"Aug 20, 2023","Aug 21, 2023","Aug 24, 2023",,Hardcover,view (with text),/book/show/61858962-valiant-women
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Dead Sleep        (Ben Packard #2),"Moehling, Joshua*",1728247926,9781728247922,1728247926,350        pp,3.99,"3,266","Jan 04, 2024","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Where the Dead Sleep by Joshua Moehling is a suspenseful story about a murder investigation in small town, Minnesota. Deputy Packard is looking into tWhere the Dead Sleep by Joshua Moehling is a suspenseful story about a murder investigation in small town, Minnesota. Deputy Packard is looking into the last few days of his victim's life, and is finding nothing but dead-ends. And, while the investigation is happening, more people are dying. Soon an attack is made against him, and that makes him believe that he is onto something... but what did he uncover?My biggest complaint about the book is that there were too many suspects, and I didn't really believe that most of them had any motives. Some of them felt like red herrings, and some of them felt like they were too perfect. However, I did like the main character, and felt like he would be a good lead for a series. One caveat to that: he needs a good supporting cast.Thank you Poisoned Pen Press & PRH Audio for the #gifted book and audiobook. The  reflects my honest opinion....more",Notes are private!,0,2,1,"Aug 18, 2023","Aug 19, 2023","Aug 24, 2023",,Hardcover,view (with text),/book/show/62060942-where-the-dead-sleep
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Courage to Be Disliked: The Japanese Phenomenon That Shows You How to Change Your Life and Achieve Real Happiness,"Kishimi, Ichiro",1501197274,9781501197277,1501197274,288        pp,4.00,"75,147","Dec 12, 2013","May 08, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2023","Aug 19, 2023","Aug 24, 2023",,Hardcover,view,/book/show/36622739-the-courage-to-be-disliked
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Place We Make: Breaking the Legacy of Legalized Hate,"Sanderson, Sarah L*",0593444736,9780593444733,0593444736,226        pp,4.41,86,"Aug 15, 2023","Aug 15, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the subject matter and could feel the author's passion for learning, growth and storytelling. However, the book is disjointed. I believe she iI loved the subject matter and could feel the author's passion for learning, growth and storytelling. However, the book is disjointed. I believe she is trying to tell too many stories. I would have loved a story that focused entirely on the Exclusion Act and the trial....more",Notes are private!,0,2,1,"Aug 24, 2023","Aug 24, 2023","Aug 24, 2023",,Hardcover,view (with text),/book/show/63242170-the-place-we-make
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Armor of Light        (Kingsbridge, #4)","Follett, Ken*",0525954996,9780525954996,0525954996,737        pp,4.25,"32,131","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/81067992-the-armor-of-light
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back to the Dirt,"Bill, Frank",0374534438,9780374534431,0374534438,336        pp,3.76,115,unknown,"May 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2023","Aug 24, 2023","Aug 16, 2023",,Paperback,view,/book/show/50403453-back-to-the-dirt
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fatal Groove        (Record Shop Mystery #2),"Blacke, Olivia*",1250860105,9781250860101,1250860105,304        pp,3.92,499,"Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023","Aug 16, 2023","Aug 16, 2023",,Mass Market Paperback,view,/book/show/61884848-a-fatal-groove
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radcliffe Ladies’ Reading Club,"Thomas, Julia Bryan*",1728248574,9781728248578,1728248574,384        pp,3.71,"2,461","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2023","Aug 15, 2023","Aug 15, 2023",,Paperback,view,/book/show/62061565-the-radcliffe-ladies-reading-club
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Women on the Ground: Essays by Arab Women Reporting from the Arab World,"Hankir, Zahra*",0143133411,9780143133414,0143133411,278        pp,4.49,"3,740","Oct 06, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 11, 2023","Aug 13, 2023","Aug 15, 2023",,Paperback,view,/book/show/42902454-our-women-on-the-ground
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Who Let the Dog Out?        (Andy Carpenter, #13)","Rosenfelt, David",1250055334,9781250055330,1250055334,324        pp,3.94,"4,238","Jul 21, 2015","Jul 21, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2023","Aug 12, 2023","Aug 15, 2023",,Hardcover,view,/book/show/23014673-who-let-the-dog-out
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hounded        (Andy Carpenter, #12)","Rosenfelt, David",1250024749,9781250024749,1250024749,313        pp,4.16,"5,109","Jun 30, 2014","Jul 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2023","Aug 12, 2023","Aug 10, 2023",,Hardcover,view,/book/show/18404329-hounded
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bitter Past        (Porter Beck, #1)","Borgos, Bruce*",1250848075,9781250848079,1250848075,320        pp,4.08,"1,464","Jul 18, 2023","Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Bitter Past is a book that combines genres: historical fiction, espionage and mystery. It takes place during two timelines, and the story is uniquThe Bitter Past is a book that combines genres: historical fiction, espionage and mystery. It takes place during two timelines, and the story is unique compared to anything else I have read.Part of the story takes place in the 1950s, where a young Russian spy has managed to obtain employment at the nuclear testing site. I had to put aside some of my disbelief here, as I am certain that these workers would have all had top secret clearances.The other part of the story takes place in current day, and centers on a sheriff (and former intelligence officer in the Army) in a community north of Las Vegas, in the same town where his dad was once sheriff. A retired FBI agent is murdered, and the investigation points to the testing site. The sheriff teams up with an agent, and they become embroiled in learning more about the events of the past.I found the storyline of the past more intriguing, despite the unbelievability. I hated that in the current storyline the author chose to create an immediate flirtation between the sheriff and FBI agent. It was unnecessary and I found it caused me to see both as less professional and relatable.In the end the author did a good job bringing the two timelines together.3.5 stars rounded up.Thank you Minotaur Books for the #gifted book. The  reflects my honest opinion....more",Notes are private!,0,2,1,"Aug 08, 2023","Aug 09, 2023","Aug 10, 2023",,Hardcover,view (with text),/book/show/61884882-the-bitter-past
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrong Good Deed        (Clemmie, #2)","Cooney, Caroline B.",1728269865,9781728269863,1728269865,272        pp,3.29,479,"May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Wrong Good Deed by Caroline Cooney is the second in a series -- and unfortunately I didn't know that going in. I always prefer reading series in oThe Wrong Good Deed by Caroline Cooney is the second in a series -- and unfortunately I didn't know that going in. I always prefer reading series in order.In this one, the protagonist, Clemmie (a senior citizen living in a senior village in North Carolina) and her friend Muffin are attending a Sunday church service when Muffin spots someone she knew long ago -- a man from the past she ran from years before. The story that follows takes us back and forth through time, telling the story of why she ran, and what is happening today.I very much enjoyed the characterization of Clemmie and her friends. I found them likable and relatable. I enjoyed seeing all of the flaws, mistakes and miscommunications. These character flaws made them feel more realistic. However, I wanted more with respect to the social issues examined. I wanted to know what the impact was on some of the characters. And, unfortunately, I felt like the resolution was unfinished and I wanted more emotion.The publisher, Poisoned Pen Press, sent me a finished copy of this one. Thank you. The  is my honest opinion....more",Notes are private!,0,2,1,"Aug 10, 2023","Aug 12, 2023","Aug 10, 2023",,Paperback,view (with text),/book/show/61492452-the-wrong-good-deed
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Living the Vanlife: On the Road Toward Sustainability, Community, and Joy","Grevemberg, Noami",1982179627,9781982179625,,224        pp,3.73,132,unknown,"Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 08, 2023","Aug 08, 2023","Aug 08, 2023",,ebook,view,/book/show/62918550-living-the-vanlife
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Tags        (Andy Carpenter, #8)","Rosenfelt, David",044655152X,9780446551526,044655152X,360        pp,4.14,"5,953","Aug 01, 2010","Aug 25, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2023","Aug 07, 2023","Aug 08, 2023",,Hardcover,view,/book/show/7315174-dog-tags
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unleashed        (Andy Carpenter, #11)","Rosenfelt, David",1250024722,9781250024725,1250024722,308        pp,4.07,"5,164","Jul 23, 2013","Jul 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 05, 2023","Aug 05, 2023","Aug 08, 2023",,Hardcover,view,/book/show/16045105-unleashed
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leader of the Pack        (Andy Carpenter, #10)","Rosenfelt, David",0312648049,9780312648046,0312648049,360        pp,4.09,"4,653","Jul 17, 2012","Jul 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 04, 2023","Aug 04, 2023","Aug 08, 2023",,Hardcover,view,/book/show/13167063-leader-of-the-pack
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Town Sins,"Jaworowski, Ken",1250881676,9781250881670,1250881676,272        pp,3.92,"1,682","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2023","Aug 03, 2023","Aug 03, 2023",,Hardcover,view,/book/show/61796658-small-town-sins
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hard Rain        (Annie McIntyre, #2)","Allen, Samantha Jayne*",,,,unknown,3.74,441,"Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2023","Aug 02, 2023","Aug 02, 2023",,Audiobook,view,/book/show/136398023-hard-rain
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las Madres,"Santiago, Esmeralda*",030796261X,9780307962614,030796261X,336        pp,4.10,743,"Aug 08, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2023","Aug 03, 2023","Aug 02, 2023",,Hardcover,view,/book/show/63241441-las-madres
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Here Is Lying,"Lapena, Shari*",0593489934,9780593489932,0593489934,319        pp,3.83,"101,582","Jul 25, 2023","Jul 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 02, 2023","Aug 02, 2023","Aug 02, 2023",,Hardcover,view,/book/show/63139946-everyone-here-is-lying
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wayward Son,"Rowell, Rainbow*",1509896902,9781509896905,1509896902,416        pp,3.91,"106,738","Sep 24, 2019","Jun 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/49625334-wayward-son
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adrift,"Brideau, Lisa*",1728265681,9781728265681,1728265681,352        pp,3.56,"1,344","May 09, 2023","May 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2023,Aug 2023,"Jul 29, 2023",,Paperback,view,/book/show/61492447-adrift
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Dog Night        (Andy Carpenter #9),"Rosenfelt, David",1250160359,9781250160355,1250160359,416        pp,4.12,"5,318","Jul 05, 2011","Dec 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 29, 2023",Aug 2023,"Jul 29, 2023",,Paperback,view,/book/show/34428405-one-dog-night
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Her, Too","Kistler, Bonnie*",0063089203,9780063089204,0063089203,320        pp,3.78,762,"Jul 04, 2023","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#MeTooI have my story. If you are a woman, you probably do too.Her, Too is one of my favorite types of mystery/thrillers. It isn't about high action, #MeTooI have my story. If you are a woman, you probably do too.Her, Too is one of my favorite types of mystery/thrillers. It isn't about high action, tough guys, big guns, and powerful men. Well, it is... but they aren't the hero protagonists of this book., and sometimes it is a relief that we portray this kind of powerful man as toxic rather than heroic.The story takes us into the world of a well-known, and very good defense lawyer named Kelly McCann. As the story opens she has just won her latest case -- where she represented George Benedict, a scientific researcher who is now famous for developing a vaccine for Alzheimer’s and whom Kelly has just gotten off after he was charged with sexual assault.Unfortunately she quickly learns that he was definitely guilty, and becomes his latest victim. Her hands are seemingly tied, until she reaches out to some of his former victims and they put together a revenge scheme.Kelly is not always likable, and we find her home life is complicated and confusing, but all of that made the story even more powerful. She is not a wallflower. She does not look like a victim. This is a woman that we would think is too strong to be victimized, and because of that it shows how we can all be hurt.This book is certainly inspired by the #MeToo movement which saw the downfall of Harvey Weinstein among others. It is emotionally charged, as it should be. I found it a powerful indictment on this type of man who uses his power to manipulate, hurt and force....more",Notes are private!,0,2,1,"Jul 28, 2023","Jul 29, 2023","Jul 28, 2023",,Paperback,view (with text),/book/show/62949025-her-too
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poland, a Green Land","Appelfeld, Aharon",0805243615,9780805243611,0805243615,240        pp,3.89,261,2005,"Jun 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 25, 2023","Jul 26, 2023","Jul 28, 2023",,Hardcover,view,/book/show/61686764-poland-a-green-land
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow Perhaps the Future: Writers, Outsiders, and the Spanish Civil War","Watling, Sarah",0593319664,9780593319666,0593319664,384        pp,4.17,87,unknown,"May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 28, 2023","Jul 28, 2023","Jul 28, 2023",,Hardcover,view,/book/show/61965422-tomorrow-perhaps-the-future
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Night, Irene","Urrea, Luis Alberto*",0316265853,9780316265850,0316265853,407        pp,4.15,"16,200","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2023","Jul 22, 2023","Jul 23, 2023",,Hardcover,view,/book/show/63023640-good-night-irene
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Remains,"Walker, Wendy*",,9798200872527,B0B5P8F6NM,247        pp,3.59,"3,376","Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2023","Jul 20, 2023","Jul 20, 2023",,Hardcover,view,/book/show/63221678-what-remains
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Evil Heart        (Kate Burkholder, #15)","Castillo, Linda*",1250781086,9781250781086,1250781086,320        pp,4.27,"10,365","Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An Evil Heart is book #15 in the Kate Burkholder series. Although it can be read as a standalone, I recommend starting from the beginning. Some of theAn Evil Heart is book #15 in the Kate Burkholder series. Although it can be read as a standalone, I recommend starting from the beginning. Some of the character development along the way enriches this book.The story starts with a quick, shocking murder scene. We are immediately into the guessing game, suspecting everyone. A young Amish man is found dead, and they quickly realize he was shot with a bow, and that the murderer pulled the arrow from his body before leaving his body. This young man seems to be a pillar of the community. Likable, respected and loved. But, who wants him dead?Kate is only days away from her wedding, but needs to solve the case without distractions. She quickly finds that there are many secrets and that the story of the victim's life is much darker than she would have guessed. I always enjoy spending some time in the rolling hills of Amish country. I like the supporting cast, and find Kate' history an important part of her ability to solve crime in this community.Thank you @macmillan.audio for the #gifted audibook. I will be back for book #16! The  reflects my honest opinion....more",Notes are private!,0,3,1,"Jul 20, 2023","Jul 20, 2023","Jul 20, 2023",,Hardcover,view (with text),/book/show/61884979-an-evil-heart
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,133","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2023","Jul 18, 2023","Jul 20, 2023",,Hardcover,view,/book/show/61884832-all-the-sinners-bleed
