,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gretel and the Dark,"Granville, Eliza",0241146453,9780241146453,0241146453,362        pp,3.61,"2,205","Jan 01, 2014","Feb 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2014",,Hardcover,view,/book/show/18242996-gretel-and-the-dark
1123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spice and Spirit Kosher Passover Cookbook,"Organization, Lubavich Woman's",1881400670,9781881400677,1881400670,0        pp,4.37,19,Mar 2002,"Jan 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't read much of it this year, just a couple of the letters from the Lubavitcher Rebbe, but I did cook about 30 of the recipes. Most of them turnI didn't read much of it this year, just a couple of the letters from the Lubavitcher Rebbe, but I did cook about 30 of the recipes. Most of them turned out very good, a few were excellent. ...more",Notes are private!,0,1,1,"Apr 11, 2014","Apr 23, 2014","Apr 11, 2014",,Paperback,view (with text),/book/show/2889921-the-spice-and-spirit-kosher-passover-cookbook
1124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Innocence,"Koontz, Dean*",0553593692,9780553593693,0553593692,480        pp,3.74,"24,613","Jan 23, 2014","Nov 25, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A baby boy is born and the midwives attempt to kill it, his mother saves him but five times considers infanticide and when he is eight she makes him lA baby boy is born and the midwives attempt to kill it, his mother saves him but five times considers infanticide and when he is eight she makes him leave home for good. No one can look at him without trying to kill him. He has the good fortune to meet one of his own kind shortly after being made to leave home; this man takes him in as a son and they live deep underground only coming out at night to get food or clothes, or sometimes just to be in the fresh air and play in the weather.I, and I am sure I am part of a majority here, spent most of the book trying to picture what this baby/boy/man looked like. What could be so awful to inspire such an extreme ""kill it"" reaction in people? And it seems to be particularly the eyes that people can't be allowed to see.The answer to this question was not what I expected.One fateful night, our ""don't look at him"" baby/boy/man who is now a man, meets a girl in the library. She is being is being chased by a bad man whom she outwits. Addison Goodheart is the name of our main character and the girl is Gwyneth. A bond is formed between the two and Addison decides to take a chance and trust her although her face is made up like an evil puppet. Mmm, yes, there are evil puppets in this book. Gwyneth has a social phobia and can't be touched, Addison has his unlookuponable face. It is a match. All he has to do is trust her. Should he? Would you?I was very much enjoying this story until the end. I like a happy ending, but not one that totally jumps out of the real world and into a cartoonish fantasy....more",Notes are private!,0,2,1,"May 11, 2017","May 16, 2017","Apr 10, 2014",,Paperback,view (with text),/book/show/20766909-innocence
1125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Walk: The True Story of a Trek to Freedom,"Rawicz, Sławomir",1592289444,9781592289448,1592289444,256        pp,4.24,"20,099",1956,"Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slavomir Rawicz is in the Polish army and is arrested by the Russians, accused of spying. He spends a year in Russian prison, then is given a trial anSlavomir Rawicz is in the Polish army and is arrested by the Russians, accused of spying. He spends a year in Russian prison, then is given a trial and sentenced to 25 years labor. He is transported by train from Moscow to Irkutsk, then is on a forced march in chains with hundreds of other prisoners to Camp 303 in Northern Siberia. After a few months he decides to escape, gathers a group of like minded men, is helped by the Camp Commander's wife who is sympathetic. They successfully escape the camp and so begins the long walk south from northern Siberia to India. This includes crossing the Gobi desert and climbing through the Himalayas! This is a very well-written book but so fantastic that I felt like I was reading Life of Pi, or maybe the Bible (ram with horns stuck in the thicket, the long exodus out of slavery, and (for the Christians) the virgin. I didn't see how the story could possibly be true, but on the other hand, maybe it was. I can't judge because I simply have no information except what the author is telling me. I choose to believe him, or at least not disbelieve him. The story is very moving in many ways but I didn't really have an emotional reaction to it until the end with the incident with Paluchowicz. I just couldn't believe it, after all the hardships. When they finally reach India I let out the breath I hadn't even realized I had been holding and cried with the men as they said goodbye to each other.Reading s and articles: Looks like it wasn't true. It was still an excellent story. Life of Pi and the Bible. ...more",Notes are private!,0,6,1,"Apr 10, 2014","Apr 13, 2014","Apr 10, 2014",,Paperback,view (with text),/book/show/9013.Long_Walk
1126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1066: The Year of the Conquest,"Howarth, David",,,,208        pp,4.06,"4,327",1977,"Aug 27, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2014",,Paperback,view,/book/show/770512.1066
1127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Many Loves of Buffalo Bill: The True Of Story Of Life On The Wild West Show,"Enss, Chris*",076274815X,9780762748150,076274815X,168        pp,3.80,20,"Jan 05, 2010","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2014",,Paperback,view,/book/show/6757899-many-loves-of-buffalo-bill
1128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures","Fadiman, Anne",0374525641,9780374525644,B007CFQ9QK,341        pp,4.20,"82,907",1997,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very serious book filled with history, medical information, Hmong culture and the politics of war and immigration in the United States. It iThis is a very serious book filled with history, medical information, Hmong culture and the politics of war and immigration in the United States. It is a rather damning text, both to the U.S. in our international politics, and to the rigidity of our medical system. Lia Lee is the 13th child of a Hmong couple from Laos. When the communists are victorious in Laos the Hmong people were killed, tortured, starved for their part in the war which was fighting on the U.S. side. So Lia's parents (Lia was not born yet) took their children and walked, in great danger, to Thailand where they lived in a refugee camp until they were given permission to emigrate to the U.S. Culture shock doesn't even begin to describe it. Like many Hmong they ended up going to Merced, CA. hoping for a bit of land to farm as this is what they knew. They didn't get any land, most Hmong didn't. Lia's mother grew her plants and herbs in her apartment building's parking lot.Lia is born in a hospital in CA. (The other children had been born at home in Laos, caught by their mother's forearms so they wouldn't touch the dirt floor, in silence so complete that the other children were not wakened.) Lia seemed normal but at about 8 months her sister slammed a door and Lia fell down in an epileptic seizure. The U.S. doctors understand this condition as a storm of electrical activity in the brain that causes seizure. The Hmong understand this condition as 'the spirit catches you and you fall down', her soul fled when she was frightened by the slamming door. They took her to the ER and here started the collision between the American doctors and Lia's parents and the Hmong community. Because Lia's parents did not comply with the regimen of anti-convulsant meds she was taken away from them when she was two and put into foster care, by her doctor's request to the courts of CA. Even though she had great foster parents I think this whole experience was to Lia's great detriment. She was given back to her parents before a year was up and they gave her the prescribed meds but Lia kept getting sicker and eventually contracted sepsis and seized until she was essentially brain dead. Western medicine sent her home to die expecting it to happen within hours or at the most days. Lia did not die, her parents took the most excellent and loving care of her. She was clean, fragrant, beautiful and emotionally responsive to her parents. Her parents used herbal medicine that they knew from Laos and Hmong shamanistic healing ceremonies. That didn't mean Lia came back, but she lived. The last scene where the chanter is calling her back is just heartbreaking. This book was of particular interest to me as I was epileptic as a child, and also because I have a disabled child. I felt somewhat ashamed reading how Lia's parents took care of her. We take good care of our son, but not as spectacular as her parents did. I thought I should make more of an effort. I also believe that there is a spiritual aspect to all of life. That as long as we are alive on this earth our body and soul cannot be separated or treated medically without consideration for the physical and spiritual aspects of a person. I think that there is every possibility that both the western understanding of epilepsy and the Hmong understanding of epilepsy (if you are Hmong) are both true and not mutually exclusive. I was impressed with and interested in Hmong culture and looked up to see if they have a community here in Seattle. They do. It was also interesting to read about animal sacrifice, now in modern day life. Not warehouse killing but individual animals sacrificed in propitiation or thanks. Altogether, an amazing book....more",Notes are private!,0,4,1,"Apr 06, 2014","Apr 09, 2014","Apr 06, 2014",,Paperback,view (with text),/book/show/12609.The_Spirit_Catches_You_and_You_Fall_Down
1129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delhi Is Not Far,"Bond, Ruskin",0670049549,9780670049547,0670049549,111        pp,3.85,"2,673","Oct 26, 2005","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally read this short and languid book. It is a book of love for India, friends and life. Charming, bittersweet and lovely.",Notes are private!,0,0,1,"Apr 06, 2014","Apr 06, 2014","Apr 06, 2014",,Hardcover,view (with text),/book/show/1617191.Delhi_Is_Not_Far
1130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,339",1946,"Mar 04, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book follows the lives of 6 people who survived the atomic bomb in Hiroshima. It tells about their actual experience of the bomb and its aftermatThis book follows the lives of 6 people who survived the atomic bomb in Hiroshima. It tells about their actual experience of the bomb and its aftermath, then their later lives 40 years after the bomb. It is terribly sad and horrifying but what got to me the most were all the inserts of further atomic bomb testings by different countries. It feels like we have learned nothing and the world continues in war, hatred and the threat of further ""weapons of mass destruction"". ...more",Notes are private!,0,5,1,"Apr 04, 2014","Apr 05, 2014","Apr 04, 2014",,Paperback,view (with text),/book/show/27323.Hiroshima
1131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",0676978134,9780676978131,0676978134,543        pp,4.34,"158,871","Sep 12, 2006","Sep 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very upsetting look at the attempt of Southern Nigeria to become their own country of Biafra after the Muslim Hausa people of Northern Nigeria commit Very upsetting look at the attempt of Southern Nigeria to become their own country of Biafra after the Muslim Hausa people of Northern Nigeria commit massacres of the Igbo people in the south. At the point of the massacres I quit reading this book, and any book, for an unprecedented three days. I thought if I want to read about Muslims raping, beheading, beating, hacking to death people I can just open my newspaper. For Nigeria in particular I can look at Boko Haram. That is the extremist group operating in Nigeria currently. They are daily raping, kidnapping and hacking people to death. But they are interchangeable with all the other jihadist groups: ISIS, Hamas, Al Qaeda, Taliban, Hezbollah etc. Go ahead and take a look at the list of Muslim terrorist organizations, it is huge. And they are operating in most countries of the world at the moment. I don't absolve Britain of complicity in what happened in Nigeria in the 1960's. Who the hell supplies all the high tech weapons to these terrorists so they can slaughter people who don't agree with them. I also understand American complicity even if only doing nothing. Obviously we did not care to pick a war with Britain. But this supplying weapons and supporting terrorists is incredibly criminal. What are we hoping? That all the indigenous peoples will be slaughtered if we supply both sides with weapons and then we can take all the riches? But why does this author lump Palestine in with places where innocents are being slaughtered? So wrong. The people running ""Palestine"" (another false entity created by Britain) are Muslim terrorists! They daily try to kill Israelis while Israel tries to help Muslim civilians caught in the middle. Am I going to get a lot of hate mail and angry tirades for saying so? Probably. So be it. As you can see, every nerve ending was grated upon and I was angry, disgusted and sick. I hate reading about war. And nothing good seems to ever happen in Africa. Give me good news out of Africa, I know there must be some.The book is well-written and heartbreaking. She includes pictures from Biafra in the late sixties. Babies with their swollen bellies and stick limbs. How can you not cry?? It is the worst thing, a forced starvation of people to ""unite"" Nigeria. F that! She also has a secondary line of story in the relationships of Odenigbo and Olanna, and Olanna's twin Kainene and her white lover Richard. Adultery and its destructive force, and how in comparison to war and starvation, it pales. Adultery is another subject I detest and find very depressing....more",Notes are private!,0,2,1,"Dec 27, 2014","Jan 02, 2015","Apr 02, 2014",,Paperback,view (with text),/book/show/449251.Half_of_a_Yellow_Sun
1132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Chalk,"Yates, Christopher J.*",1846557283,9781846557286,1846557283,352        pp,3.22,"11,214","Sep 19, 2013","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2014",,Paperback,view,/book/show/17316561-black-chalk
1133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frog Music,"Donoghue, Emma*",031632468X,9780316324687,031632468X,405        pp,3.19,"26,023","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2014",,Hardcover,view,/book/show/18295858-frog-music
1134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Lord Byron,"Moore, Doris Langley",1935554484,9781935554486,1935554484,544        pp,4.22,36,1961,"Jul 19, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2014",,Paperback,view,/book/show/9937325-the-late-lord-byron
1135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Franklin Pierce,"Holt, Michael F.",0805087192,9780805087192,0805087192,176        pp,3.60,"1,714",2010,"Mar 30, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2014",,Hardcover,view,/book/show/7185573-franklin-pierce
1136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonfire of the Vanities,"Wolfe, Tom",,,,690        pp,3.90,"80,879","Nov 01, 1987","Oct 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mmmm, in discussing this book and my feelings about it I was called a conservative racist, a deluded liberal, and a mixed up mix of both. And I was asMmmm, in discussing this book and my feelings about it I was called a conservative racist, a deluded liberal, and a mixed up mix of both. And I was asked why I was reading a book that upset me so much because reading is for enjoyment. Is it?? I thought it was about learning and experiencing points of view outside of one's own experience; also for enjoyment if the book happens to be the enjoyable kind. Well this book certainly took me outside of my comfort zone. I mean, yeah I thought it was funny, but it was also very painful because it was astute. The writing was absolutely masterful. This was writing you could eat, it was so delicious. But it was also kicking me in the head.Sherman McCoy has it all, sort of. He is a Wall Street Bond trader at the top of his game. He makes a ton of money, although his wife spends a major part of the money on interior decorating. He has a sweet six year old daughter. But he and his wife aren't really connecting well, mostly because Sherman (Shuhmun) is having a hot affair with a younger woman, wife of some old really rich guy. So basically Sherman tries to have more than he should, could or is capable of having. He ruins his family life, his career, his finances and his reputation. His lies catch up with him so badly that even the truth can't save him. He becomes the rallying cry of the black community against oppression even though the truth is that he was the intended victim of a crime by a black man in the Bronx. But he is accused of running down a poor black honor student with his Mercedes and leaving the scene without a word to anyone to help this kid. A very twisted version of the truth, but with enough validity to get him in serious legal trouble. The saving grace, for me, was that I liked who he had become by the end of the book. So many great characters; the accents, the descriptions - it was so well done!! And that is an understatement....more",Notes are private!,0,2,1,"Mar 30, 2014","Apr 04, 2014","Mar 30, 2014",,Paperback,view (with text),/book/show/2666.The_Bonfire_of_the_Vanities
1137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am Nujood, Age 10 and Divorced","Ali, Nujood",0307589676,9780307589675,0307589676,188        pp,3.82,"23,203","Oct 01, 2009","Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nujood is one brave little girl. She could easily have been killed or her family members killed or shunned. The custom of marrying little girls as yo Nujood is one brave little girl. She could easily have been killed or her family members killed or shunned. The custom of marrying little girls as young as 8 is widespread in Muslim countries, I guess because their prophet married a 9 year old girl. This year an 8 year old girl, I have forgotten which Muslim country, died from bleeding on her wedding night. It mentions in this book that in Yemen a girl of 9 was married to a Saudi man and died three days after her wedding. The parents apologized to the husband and offered their 7 year old instead! There is something terribly twisted and upside down about the sexuality in Muslim countries and every woman is in danger of rape, every little girl is in danger of legal rape by being married before she even reaches puberty. Yet these are the men talking about ""honor"" and the ""decadence of the West"". Rape and child sexual abuse happen in the West, all too often, but it is illegal and no one is claiming it is right and/or justified. The reason Nujood's family had to leave their happy home in their little village is that a stranger walked in and raped the oldest girl at home while her parents were away. This was not a crime on the part of the man, it was a crime on the part of the girl and the family. They had to move away for having shamed the village. Do you see what I mean by twisted and upside down? Recently a Muslim cleric beat and tortured (and possibly sexually assaulted - the wife denied this part) his 5 year old to death because he suspected she was no longer a virgin. She took 10 months in hospital to die. The cleric, a popular one who is often on Arabic TV, was jailed for a short time but paid a blood fee and was released. Twisted, twisted, twisted!! The horror stories go on and on, with women with their noses cut off, women with acid thrown in their faces - all in the name of honor and having to do with some sort of sexual situation, like she rejected my advances as a suitor so I threw acid in her face, or she looked at a boy so I threw acid in her face.So Nujood was pretty lucky that she lived through telling her story. I imagine that if the eye of the world had not caught this story it could have ended much differently for Nujood. I hope she is successful in her quest to help other little girls but she is up against the whole fundamentalist Muslim world. By the way, the 8 year old who died of bleeding on her wedding night? A Muslim cleric justified child marriage after that incident saying that there was nothing wrong with an adult man marrying an 8 year old....more",Notes are private!,0,1,1,"Mar 27, 2014","Mar 28, 2014","Mar 27, 2014",,Paperback,view (with text),/book/show/6818019-i-am-nujood-age-10-and-divorced
1138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skeletons,"Fallon, Jane",0141047267,9780141047263,0141047267,439        pp,3.62,"1,843","Mar 26, 2014","Mar 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2014",,Paperback,view,/book/show/18804427-skeletons
1139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves,"Mowat, Farley",0316881791,9780316881791,0316881791,246        pp,4.21,"24,689",1963,"Sep 13, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read this book before, I loved it then and I love it now. I didn't grow up around hunting or around wolves so this book had a profound impact oI have read this book before, I loved it then and I love it now. I didn't grow up around hunting or around wolves so this book had a profound impact on the way I viewed both. I've always had a love of animals and nature so I was a natural to find this book inspiring, wonderful and incredibly sad. For a book I haven't read in about 30 years I had remarkable recall of most of the scenes. That is probably because of the sense of humor and the pathos with which Farley Mowat writes, it is a beautiful book. There are wolf packs in the U.S. and in Canada today but the numbers are sadly low. At least they are not all gone. The fight continues to save animals and nature from greed.Also, it has been said that this story is not true. OK, if it is not I love it anyway. ...more",Notes are private!,0,4,1,"Mar 26, 2014","Mar 27, 2014","Mar 26, 2014",,Paperback,view (with text),/book/show/72659.Never_Cry_Wolf
1140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brother's Journey,"Pelzer, Richard B.",,,,262        pp,3.91,"6,656","Sep 05, 2000",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2014",,Hardcover,view,/book/show/21567232-a-brother-s-journey
1141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American on Purpose: The Improbable Adventures of an Unlikely Patriot,"Ferguson, Craig",0061719544,9780061719547,0061719544,268        pp,3.92,"24,549","Jan 01, 2009","Sep 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A journey through Craig Ferguson's childhood in Glasgow, Scotland; his first jobs delivering milk, bartending, and doing stand up comedy; his alcoholiA journey through Craig Ferguson's childhood in Glasgow, Scotland; his first jobs delivering milk, bartending, and doing stand up comedy; his alcoholic, drug taking, sleep with everyone years; his three marriages; his successful rehab, his successes and his love of America which culminates in his becoming an American citizen, his love of Scotland his heritage and his family.He is a funny and charming writer, very likeable despite all the many non-likeable things he does in his alcoholic years. ...more",Notes are private!,0,0,1,"Mar 25, 2014","Mar 26, 2014","Mar 25, 2014",,Hardcover,view (with text),/book/show/6404621-american-on-purpose
1142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Garlic and Sapphires: The Secret Life of a Critic in Disguise,"Reichl, Ruth",0143036610,9780143036616,0143036610,333        pp,3.94,"44,814","Apr 04, 2005","Mar 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the third book of Ruth Reichl's that I have read, and I happened to read them in sequence; from when she was a child and young adult in TenderThis is the third book of Ruth Reichl's that I have read, and I happened to read them in sequence; from when she was a child and young adult in Tender at the Bone, through the collapse of her first marriage and into her second marriage in Comfort Me With Apples, and then, into her 40's with her husband and young son, with Garlic and Sapphires. Although I found her job as the New York Times food critic interesting, especially the disguises she would wear and the personalities she would assume, I didn't find this book particularly compelling. It certainly wasn't as funny as the first nor as emotional as the second. I didn't like a lot of the food she ate and I couldn't keep my mind on her food anyway as I read in fear of Michael, the new husband, revealing that he was a cheating bastard just like the first husband! I finally googled Ruth and calmed my fears when I saw that they are, from what I could tell, still married. So Ruth ate, and I worried about her marriage. I felt relieved when she quit her job and stopped wearing disguises and eating out. All that eating out was nearly enough to put a person off food, and I didn't have to eat it, just read it. And the book ended, so I could stop worrying about her marriage....more",Notes are private!,0,2,1,"Mar 23, 2015","Mar 27, 2015","Mar 19, 2014",,Paperback,view (with text),/book/show/80642.Garlic_and_Sapphires
1143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0141439548,9780141439549,0141439548,853        pp,4.02,"162,888",1871,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2014",,Paperback,view,/book/show/271276.Middlemarch
1144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Partners in Crime        (Tommy & Tuppence Mysteries, #2)","Christie, Agatha",0007111509,9780007111503,0007111509,347        pp,3.77,"21,115","Jun 07, 1929","Jan 01, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tommy and Tuppence open a detective agency as a front to catch some particularly nefarious bad guys. Each case they take on comprises a short Tommy anTommy and Tuppence open a detective agency as a front to catch some particularly nefarious bad guys. Each case they take on comprises a short Tommy and Tuppence story. It is cute but not particularly engaging. The most fun I had with it was when my 12 year old daughter and I would take turns reading the lines in the most overdone and badly executed British accents we could come up with. ...more,Notes are private!,0,1,1,"Mar 17, 2014","Mar 25, 2014","Mar 17, 2014",,Paperback,view (with text),/book/show/16325.Partners_in_Crime
1145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Boo, Katherine",0307934055,9780307934055,0307934055,8        pp,3.98,"109,797","Apr 08, 2012","Feb 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2014",,Audio CD,view,/book/show/11869271-behind-the-beautiful-forevers
1146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen","Powell, Julie",031610969X,9780316109697,031610969X,310        pp,3.71,"159,471","Sep 01, 2005","Sep 28, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I almost feel guilty for not liking this more, but I really didn't like this book until near the end. I took a dislike to Julie; she often seemed unkiI almost feel guilty for not liking this more, but I really didn't like this book until near the end. I took a dislike to Julie; she often seemed unkind, sarcastic, neurotic, sex obsessed, foul-mouthed and she drank too much. The book was much different than I expected and that had to do with Julie's personality.So Julie decides to cook every recipe in Julia Child's Mastering the Art of French Cooking and do it within one year. She is also going to blog about it, back when blogging was pretty new. So she cooks in her obsessive and angry way, her husband is patient with her and her friends come over to eat. Her blog readers become very involved in her project and the project eventually captures the eye of the media.One of her blog readers, Clarence, says, ""If only you wouldn't use f*** so much - it adds nothing."" I could see myself thinking something like that. Julie's mother jumps to Julie's defense in a letter she writes to Julie's blog readers. She thanks everyone for their support of Julie and then says, ""PS - Clarence, who fucking cares what you think, anyway.""So really, we can just apply those words to me, who cares what I think and whether I like Julie or not.One day when Julie is feeling better with the world she says, ""And I figure, maybe just believing in goodness generates a tiny bit of the stuff, so that by being so foolish as to believe in our better natures, if just for a day, we actually contribute to the sum total of generosity in the universe.That's naive, isn't it? Dammit, I hate when I do that.""Now see, I liked her ""naive"" statement. But she is such a negative personality that she immediately cuts herself down for having such a thought. She was just joking? Every joke contains the truth or it wouldn't be funny. Putting herself down in jokes is a way of life with her. She says, ""I can only assume I've been blessed by the attention of CBS because I'm a foulmouthed hysteric with misanthropic tendencies for whom things are constantly going terribly, terribly wrong.""Yet, for all I disliked her, when she finds out Julia's response to her project is negative criticism I actually cried with Julie and thought how horrible Julia was being and that Julie put Julia back into the minds of people when she was disappearing. It was SNL and Julie who kept Julia Child's name and cooking in the minds of younger people. Might as well not cry too much though, the book and movie were enormously successful. ...more",Notes are private!,0,1,1,"Mar 12, 2014","Mar 16, 2014","Mar 12, 2014",,Hardcover,view (with text),/book/show/13747.Julie_and_Julia
1147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Blood,"McHugh, Laura*",0812995201,9780812995206,0812995201,302        pp,3.76,"22,530",2014,"Mar 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2014",,Hardcover,view,/book/show/18209468-the-weight-of-blood
1148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,False Jasmine: A Youth Ripped Apart,"Boum, Roos*",1496033035,9781496033031,1496033035,464        pp,3.97,149,2006,"Feb 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 12, 2014",,Paperback,view,/book/show/20965376-false-jasmine
