,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mathilde's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare's Secret,"Broach, Elise",0805073876,9780805073874,0805073876,256        pp,3.88,"8,615","May 01, 2005","May 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/42048.Shakespeare_s_Secret
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom Tollbooth,"Juster, Norton",0394820371,9780394820378,0394820371,248        pp,4.20,"286,767",1961,1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just as utterly charming as I remember.This book has been a source of comfort for me in times of sadness and stress in the past month, and I’m happy tJust as utterly charming as I remember.This book has been a source of comfort for me in times of sadness and stress in the past month, and I’m happy to say it has most certainly withstood the test of time. Would recommend to literally any child and some adults and teens too!...more",Notes are private!,0,3,2,"Feb 03, 2018not set","Mar 10, 2018not set","Jan 04, 2017",,Paperback,view (with text),/book/show/378.The_Phantom_Tollbooth
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making        (Fairyland, #1)","Valente, Catherynne M.*",0312649614,9780312649616,0312649614,247        pp,3.95,"40,186","May 10, 2011","May 10, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/9591398-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy Who Knew Everything        (Piper McCloud, #2)","Forester, Victoria",0312626002,9780312626006,0312626002,416        pp,4.13,"2,040","Oct 27, 2015","Oct 27, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2016,"Jan 04, 2017",,Hardcover,view,/book/show/23310670-the-boy-who-knew-everything
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Could Fly        (Piper McCloud, #1)","Forester, Victoria",0312374623,9780312374624,0312374623,328        pp,4.09,"16,529","Jun 24, 2008","Jun 24, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/2090640.The_Girl_Who_Could_Fly
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the Blue Dolphins,"O'Dell, Scott",0440439884,9780440439882,0440439884,184        pp,3.87,"332,521","Sep 09, 1960","Oct 01, 1971",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Paperback,view,/book/show/233818.Island_of_the_Blue_Dolphins
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,275","Jul 11, 1960","May 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2014,"Jan 04, 2017",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,054","Oct 30, 1811","Apr 29, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2015,"Jan 04, 2017",,Paperback,view,/book/show/14935.Sense_and_Sensibility
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",1542099668,9781542099660,B075M6DRXH,255        pp,4.05,"886,198","Dec 23, 1815","Dec 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5Before reading this, I'd already watched Emma's story play out numerous times, whether it be through the Gwyneth Paltrow version, Clueless, or yout4.5Before reading this, I'd already watched Emma's story play out numerous times, whether it be through the Gwyneth Paltrow version, Clueless, or youtube's Emma Approved (made by the same people as, but far inferior to, Lizzie Bennet Diaries). And so I thought I knew exactly how I felt about this story and its characters. But of course, I was wrong, and I'm so happy I got to see this from a new light. There were some things that bothered me more so than in adaptations, the primary one being Mr. Knightley. I think he's great (far more of a real person than Darcy) and he and Emma's relationship development is still cute, but this book  kept on  emphasizing the age difference! Especially in the way he treats her as if he were a mentor. And he's a good dude, but he's literally always right in this book, and so the whole idea is that he's much wiser than her due to age. I would've liked to see more flaws, and I think some adaptations go about it slightly better. But the shining star of this book for me was Emma herself and how  so relatable  she is, particularly regarding: 1. Her long bouts of introspection where she sits down with herself after something has happened, and debriefs it all, and doesn't stop until she understands how she feels about it, and why. 2. Her rational approach to emotional subjects (like love and marriage) and how she doesn't understand how other people aren't similarly rational. 3. The mixture of both indignance and mortification she feels when being reprimanded for anything small or big. (Also she nearly calls out sexism a few times which is great)Emma is certainly very flawed: some of the time I felt called out, and some of the time I myself was frustrated with her. But overall, she is outwardly composed and put together in a way that doesn't quite transfer in film...Which brings me back to the adaptations, because I barely relate to Emma at all in them. And I think it's because so much of Emma's character is narrated from her mind, and her judgemental nature, while still mean in the book, appears even worse on screen, where she has to say everything she is thinking out loud for the viewers to understand. Due to her having to overtly talk badly of people, she is conveyed as more of a fake person than I believe her originally to be. Also Gwyneth and Romola, and Alicia, add a bit of caricature ridiculousness to her, which is very comedic and entertaining, but not quite how I picture her (Romola's version basically removes all dignity and composure, and exchanges it for a childish giddiness and eagerness that I thought was a bit much- but also pretty funny). ...more",Notes are private!,0,3,1,Oct 2019,"Oct 06, 2019","Jan 04, 2017",,Kindle Edition,view (with text),/book/show/36252851-emma
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,297","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Paperback,view,/book/show/1885.Pride_and_Prejudice
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsiders,"Hinton, S.E.*",,,,208        pp,4.13,"1,337,496","Apr 24, 1967","Sep 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Mass Market Paperback,view,/book/show/231804.The_Outsiders
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,793","Jul 16, 1951","Jan 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2015,"Jan 04, 2017",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,804","Apr 10, 1925",1925,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jan 03, 2018not set","Jan 16, 2018Jan 2012","Jan 04, 2017",,Paperback,view,/book/show/4671.The_Great_Gatsby
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,380","Jun 01, 1982","Apr 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2016,"Jan 04, 2017",,Paperback,view,/book/show/11486.The_Color_Purple
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blood of Olympus        (The Heroes of Olympus, #5)","Riordan, Rick*",1484724917,9781423146735,,516        pp,4.43,"329,908","Oct 07, 2014","Oct 07, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/18705209-the-blood-of-olympus
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House of Hades        (The Heroes of Olympus, #4)","Riordan, Rick*",1423146727,9781423146728,1423146727,597        pp,4.57,"413,854","Oct 08, 2013","Oct 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/12127810-the-house-of-hades
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mark of Athena        (The Heroes of Olympus, #3)","Riordan, Rick*",1423140605,9781423140603,1423140605,586        pp,4.47,"601,007","Oct 02, 2012","Oct 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/12127750-the-mark-of-athena
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Son of Neptune        (The Heroes of Olympus, #2)","Riordan, Rick*",1423140591,9781423140597,1423140591,521        pp,4.41,"590,295","Oct 04, 2011","Oct 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 I'm not exactly sure why, for this round of rereads, of all the heroes of Olympus book, I chose to reread this one (at least in entirety - I read 3.5 I'm not exactly sure why, for this round of rereads, of all the heroes of Olympus book, I chose to reread this one (at least in entirety - I read sections of all the others). I think it was because I was curious to read Percy's POV again? Back in 2011, I remember waiting ALL YEAR for this book. I was so excited on the day it came out, and I had my mom drive Sophia and me to the nearest mall to buy it after school. As was customary in our friendship, Sophia got to read it first (only logical choice since she would read it faster than me), and I remember her handing it to me afterward and warning me that the reunion didn't happen. Alas!Anyways, I stand by my statement that Heroes of Olympus, while it has a lovable cast of characters, does not match the quality of the original series. The first two books are fun introductions, but I feel that the last three have too many battles/war vibes. The looming threats just make it less fun for me personally. That being said, I still love a chance to read more about my childhood characters, and there are definitely some great moments....more",Notes are private!,0,0,2,"Feb 25, 2022not set","Feb 28, 2022Oct 2011","Jan 04, 2017",,Hardcover,view (with text),/book/show/9520360-the-son-of-neptune
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Hero        (The Heroes of Olympus, #1)","Riordan, Rick*",142311339X,9781423113393,142311339X,576        pp,4.31,"845,987","Oct 12, 2010","Oct 12, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/7736182-the-lost-hero
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Olympian        (Percy Jackson and the Olympians, #5)","Riordan, Rick*",1423101472,9781423101475,1423101472,381        pp,4.55,"1,002,871","May 05, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 I'm less a fan of when the last book in the series is centered around war, BUT i still had fun re-reading it (the Achilles/Patroclus allegory was 3.5 I'm less a fan of when the last book in the series is centered around war, BUT i still had fun re-reading it (the Achilles/Patroclus allegory was especially cool to discover!), and there were excellent Percabeth interactions throughout <3...more",Notes are private!,0,0,2,"Feb 23, 2022Jan 2010","Feb 25, 2022not set","Jan 04, 2017",,Hardcover,view (with text),/book/show/4556058-the-last-olympian
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Battle of the Labyrinth        (Percy Jackson and the Olympians, #4)","Riordan, Rick*",1423101464,9781423101468,1423101464,361        pp,4.42,"1,082,095","Mar 06, 2008","Mar 06, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's time to talk TEEN DRAMA. Also in this  I will pretty much only be rambling about spoilery drama so I guess this whole  is a spoiler. It's time to talk TEEN DRAMA. Also in this  I will pretty much only be rambling about spoilery drama so I guess this whole  is a spoiler. (view spoiler)[Where do I even BEGIN with Percy's love life omg. First of all: the immediate thing to address is his age. He is FOURTEEEN AHAHHAHHA and this adds so much important context. As a smol 10 year old, Mathilde did not pick up of the absurdity of some of the things that happen in this book. (For example, I do not buy for AN INSTANT that Calypso, a gorgeous immortal goddess is falling for Percy. Nuh-uh. It was actually so funny to me, until I remembered that she comes back as an actual feasible love interest in HoO.)So I guess let's start with Percy's whole attitude. After coming from more YA/Romance/Fanfiction type of narratives, it is So Funny to read from Percy's POV because he is absolutely clueless in the romance department. He doesn't even know what he wants, which makes him an incredibly unreliable narrator. Instead of descriptions of yearning, we get lines like ""for some reason, my face was really red"". This is hilarious to me, and a good example of show-not-tell. But also it's like wow! children will really take absolute crumbs of dialogue and RUN with them. Percabeth was pretty much my OTP back in those years (aside from HP couples) and I read and re-read every single interaction that even mildly suggested something of romance in these books and ate them all up. But in actuality, it's also a little strange to read back on. Because while young Mathilde was all ""la-la-la Percabeth 4eva it's meant to be!!! True love!!!"", older Mathilde is like ""damn, this 14-year-old boy actually did  not  know what he wanted at ALL.""To use ~official~ language, there is evidence in the text to suggest that Percy was nearly just as romantically interested in Rachel and Calypso as he was in Annabeth. Now, this is perfectly alright and realistic for a 14-year-old, but my current self feels just a touch betrayed? Like I wanted more indulgent proof that Percabeth was actually was the only valid ship. I think I just have high standards for my young self's champion couple. To build on this, the end of the book is also SAD! He spent ALL the rest summer ""skirting"" around Annabeth, and now I'm thinking this is 1 of of 3 summers of friendship when they just aren't hanging out  (hide spoiler)]...more",Notes are private!,0,0,2,"Feb 21, 2022not set","Feb 22, 2022Mar 2010","Jan 04, 2017",,Hardcover,view (with text),/book/show/2120932.The_Battle_of_the_Labyrinth
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Titan’s Curse        (Percy Jackson and the Olympians, #3)","Riordan, Rick*",,,,320        pp,4.37,"1,055,926","May 05, 2007","May 05, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going back and changing my  to 5 stars in homage t0 my 10-year-old self's personal favorite of the series (also really hard to rate these books Going back and changing my  to 5 stars in homage t0 my 10-year-old self's personal favorite of the series (also really hard to rate these books in general).(Also so funny to me that over the last decade I have forgotten so much plot, but I have maintained clear memories of every Percabeth crumb that this both throws at us - I was so obsessed with the scene with Aphrodite omg)...more",Notes are private!,0,0,2,"Feb 21, 2022not set","Feb 21, 2022Mar 2010","Jan 04, 2017",,Paperback,view (with text),/book/show/561456.The_Titan_s_Curse
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea of Monsters        (Percy Jackson and the Olympians, #2)","Riordan, Rick*",0786856866,9780786856862,,279        pp,4.24,"1,172,634","Apr 01, 2006","Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 19, 2022Jan 2010","Feb 20, 2022Mar 2010","Jan 04, 2017",,Hardcover,view,/book/show/28186.The_Sea_of_Monsters
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lightning Thief        (Percy Jackson and the Olympians, #1)","Riordan, Rick*",,,,377        pp,4.31,"3,011,930","Jul 28, 2005","Mar 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's hard to convey how important this series was to child Mathilde. Back then, it consumed so much real estate in my brain. It was basically Harry PoIt's hard to convey how important this series was to child Mathilde. Back then, it consumed so much real estate in my brain. It was basically Harry Potter and Percy Jackson from ages 10 - 12. My friends and I had so many in-depth make-believe games revolving around these worlds (I was , of course,  always a daughter of Athena), and they'd take up every minute of our sleepovers, lunch breaks and recesses.So it's actually pretty funny that, considering my favorable feelings towards rereads, I am only returning to these books 12 years later. I'd been meaning to do a reread since the show was announced but over winter break I started listening to The Newest Olympian  and I thought ""now seems a good a time as ever""*. I made it through the first book's recap in the podcast, so I actually did not reread this particular book (went straight to #2). I'm just about to start #5, but I don't like only leaving s in the middle of series. So I am introducing my thoughts here.Now for the actual . The Percy Jackson series is excellent. Am I biased? yes. But does my 22-year-old, capable-of-critically-analysing-literature, self still approve? yes. I truly believe that these books hold up and I would definitely recommend them. The narratorial tone is consistent and funny, and the incorporation of greek myths into the 21st century (although sometimes a tough inaccurate) is creatively executed. Ultimately it's also just a series full of magic, wonder, and heart which are the themes I was raised on, and will always fall for. I can't wait to introduce them to the next generation!*Funny that Mike Schubert's podcasts are the reason for my 2018 HP re-read and now my 2022 PJO re-read - the two series that most shaped my young years, and also that I had chosen not to reread for years. Maybe when something consumes your life for so long you don't feel the need to re-read?...more",Notes are private!,0,1,1,not set,Jan 2010,"Jan 04, 2017",,Paperback,view (with text),/book/show/28187.The_Lightning_Thief
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,708,028","Jul 21, 2007","Jul 21, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well.I didn't get into this book as much I as did for the others during my #4-#7 reread. Maybe it was because there was too much time for me to forgetWell.I didn't get into this book as much I as did for the others during my #4-#7 reread. Maybe it was because there was too much time for me to forget about Harry Potter while I waited for the #7 library ebook. Or maybe it's because I just prefer the setting of Hogwarts for the books, where mystery and magic and adventure mix into relatable school life, with friends and jokes and good times. It's probably a combination of both. BUT, I still think the final battle of Hogwarts and everything that occurs in it was a fantastic ending to such a long and impactful series. Everything comes full circle. We see all the characters together, our favorite old characters, but after 7 seven years of growth, all developed into brave and smart people (cough cough Neville). Yes, it was 2:30 am and I did terribly on my math midterm, but it's still saying something that the scene with the stone in the forest made me cry. Few books really make me cry; I don't think I even cried the first time I read the series at 10 years old. The way Harry describes death as he comes to terms with facing it felt real and powerful, especially considering the close deaths that have just occurred. (view spoiler)[ And seeing the Marauders + Lily, together and young again, never truly coming back (LUPIN! *cries forever*), but nonetheless guiding Harry to his end. So many emotions!  (hide spoiler)] Also Harry's final duel speech is pretty freaking amazing.A lot of people have complaints about the 19 years later chapter, and I see their point. The whole name thing is a little weird (see my note at the end)* and the jump feels strange overall. But I still think the chapter is entirely necessary. After 7 books, 10 years, and probably thousands of pages, I think the Harry Potter readers needed some sense of closure. I know I did. Even  with  the epilogue, and even after having spent the last 8 years of my life discussing Harry Potter, and watching musicals and, yes I admit it, reading fanfiction, I still closed the book (or rather my kindle) at 3:10 am with the feeling of ""...well what now?"" We really go through an emotional journey with these characters, which speaks to the importance of this series, and it's really no surprise that it feels shocking for it to end.** I am so thankful for the  Potterless podcast  for causing me to relive the magic of this entire series, and motivating me to actually re-read the books! This podcast is also probably the only reason I'm not in total shock after finishing the last book. I'm comforted by the idea that the podcast will eventually get to the end, and I can go over everything again, hopefully with more closure. I was reading this series from my grandparent's house in Brittany, to my aunt's cottage in Dordogne, to my college dorm. Thank you, J.K. for making me feel all the feels, even 8 years later. *(view spoiler)[I get Albus (despite his problematic aspects) but Severus is pushing it a little. Snape had redeeming qualities, but he was still a terribly mean person (Hermione's teeth, book 4) and overall a bad teacher. I get that Harry might have wanted to represent those who will be forgotten by others, with no ties to the world, but still... Snape literally only did good stuff for ONE person and didn't care about hurting others (hide spoiler)]**And yes it ends there. The Cursed Child was terrible and will never be recognized by me as real. The Scorpius/Albus/Rose interactions were cute, but definitely not worth the other weirdness....more",Notes are private!,0,1,2,"Sep 17, 2018not set","Sep 29, 2018Dec 2010","Jan 04, 2017",,Hardcover,view (with text),/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,662","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Sep 04, 2018not set","Sep 08, 2018not set","Jan 04, 2017",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,353","Jun 21, 2003",Sep 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Aug 08, 2018not set","Aug 27, 2018not set","Jan 04, 2017",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,695,068","Jul 08, 2000","Sep 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 17, 2018not set","Jul 19, 2018Nov 08, 2009","Jan 04, 2017",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,185,099","Jul 08, 1999","May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,928,350","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,053,157","Jun 26, 1997","Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Have to Stop This        (Secret, #5)","Bosch, Pseudonymous*",0316076260,9780316076265,0316076260,352        pp,4.32,"12,683","Sep 20, 2011","Sep 20, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/10757817-you-have-to-stop-this
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Isn't What It Looks Like        (Secret, #4)","Bosch, Pseudonymous*",0316076252,9780316076258,0316076252,423        pp,4.29,"15,401","Jan 01, 2010","Sep 21, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/7939759-this-isn-t-what-it-looks-like
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Book Is Not Good for You        (Secret, #3)","Bosch, Pseudonymous*",031604086X,9780316040860,031604086X,394        pp,4.28,"22,673","Jan 01, 2009","Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/6464094-this-book-is-not-good-for-you
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If You're Reading This, It's Too Late        (Secret, #2)","Bosch, Pseudonymous*",0316113670,9780316113670,0316113670,385        pp,4.22,"25,905",2008,"Oct 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2017",,Hardcover,view,/book/show/3359940-if-you-re-reading-this-it-s-too-late
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of This Book Is Secret        (Secret, #1)","Bosch, Pseudonymous*",0316113662,9780316113663,0316113662,364        pp,4.07,"55,308",2007,"Oct 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Oct 15, 2019not set","Oct 19, 2019not set","Jan 04, 2017",,Hardcover,view,/book/show/1099301.The_Name_of_This_Book_Is_Secret
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lady Knight        (Protector of the Small, #4)","Pierce, Tamora*",,,,416        pp,4.32,"53,186","Aug 27, 2002",Jan 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,4,"Mar 05, 2024Apr 09, 2018Oct 24, 2014not set","Mar 09, 2024Apr 14, 2018Nov 07, 2014Feb 2012","Jan 04, 2017",,Mass Market Paperback,view,/book/show/153800.Lady_Knight
