,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sell or Be Sold: How to Get Your Way in Business and in Life,"Cardone, Grant",1608322564,9781608322565,1608322564,256        pp,4.08,"7,007","Jan 01, 1998","Mar 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/13356717-sell-or-be-sold
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dėl to verta gyventi,"Roper, Richard",,9786094664571,,335        pp,3.68,"20,983","May 28, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/50672070-d-l-to-verta-gyventi
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Karakase vis dar naktis,"Sainz Borgo, Karina*",,9786090139721,,192        pp,3.71,"6,253",Mar 2019,"Jan 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/50367937-karakase-vis-dar-naktis
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kai ateis niekada,"Davis, Barbara*",,9786098233889,,368        pp,4.18,"49,239","May 01, 2018",Dec 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/48727286-kai-ateis-niekada
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svetimi namai,"Fleet, Rebecca",,9786094792656,,288        pp,3.32,"11,141","May 22, 2018","Oct 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/53157816-svetimi-namai
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mūsų sielos naktyje,"Haruf, Kent",,9786094792489,,144        pp,3.92,"76,170","May 26, 2015","Sep 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/50146635-m-s-sielos-naktyje
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Science of Money,"Tracy, Brian*",9386867346,9789386867346,9386867346,256        pp,3.75,36,unknown,"Dec 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/43317655-the-science-of-money
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penkios meilės kalbos. Kaip suprasti ir išmokti meilės kalbą,"Chapman, Gary",9955248874,9789955248873,9955248874,192        pp,4.27,"429,503",1990,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/24427959-penkios-meil-s-kalbos-kaip-suprasti-ir-i-mokti-meil-s-kalb
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1913. Ką būtinai norėjau dar papasakoti,"Illies, Florian",,9786094443022,,255        pp,4.14,731,"Oct 24, 2018",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/52103583-1913-k-b-tinai-nor-jau-dar-papasakoti
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mes susitinkame čia,"Berger, John",,9786094792335,,200        pp,3.85,"1,714",2005,"Aug 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/51968260-mes-susitinkame-ia
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patrikas Melrouzas,"St. Aubyn, Edward",,9786094792298,,448        pp,3.78,"3,394",1994,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/52542662-patrikas-melrouzas
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papasakok tai dangui,"James, Erica*",,9786094442988,,512        pp,4.04,"2,934","Jan 01, 2007",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/52640695-papasakok-tai-dangui
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metai su tavimi,"Whelan, Julia*",6094442970,9786094442971,6094442970,384        pp,3.89,"42,454","Apr 24, 2018","Jul 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/52324346-metai-su-tavimi
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kažkas naujo, arba 47A","Kontenienė, Donata*",,9786098233407,,400        pp,4.17,569,2019,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/51200622-ka-kas-naujo-arba-47a
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paskutinė malonė,"Winthrop, Elizabeth Hartley*",,9786094792106,,264        pp,4.10,"2,236","May 08, 2018","May 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/45721187-paskutin-malon
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smėlio laikrodis,"Rees, Tracy",,9786090137376,,432        pp,4.22,"5,203",2017,"Jun 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/46262454-sm-lio-laikrodis
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Graikas Zorba,"Kazantzakis, Nikos",,,,309        pp,4.05,"51,493",1946,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/11944195-graikas-zorba
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slapta istorija,"Tartt, Donna",9986025834,,,568        pp,4.17,"741,922","Sep 16, 1992",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/18619241-slapta-istorija
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keleivis,"Boschwitz, Ulrich Alexander",,9786094791932,,256        pp,3.96,"8,664",1939,"Feb 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/43984858-keleivis
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Po raudonu dangum,"Sullivan, Mark T.*",,9786098233254,,528        pp,4.43,"339,470","May 01, 2017","May 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/45721146-po-raudonu-dangum
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motinų sekmadienis,"Swift, Graham",,9786094791765,,128        pp,3.69,"16,407",2016,"Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/43532814-motin-sekmadienis
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kompasas,"Énard, Mathias",,9786094791758,,432        pp,3.78,"2,495","Aug 19, 2015",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/43702816-kompasas
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Egzistencialistų kavinėje: Laisvė, būtis ir abrikosų kokteilis","Bakewell, Sarah",,9786094663673,,390        pp,4.24,"16,496","Mar 03, 2016",Jan 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/43807169-egzistencialist-kavin-je
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trumpi atsakymai į sudėtingus klausimus,"Hawking, Stephen",,9786094273582,,192        pp,4.28,"73,648",Oct 2018,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/48635610-trumpi-atsakymai-sud-tingus-klausimus
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trumpa laiko istorija,"Hawking, Stephen",,9786094273568,,264        pp,4.21,"432,039",Sep 1988,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/44157509-trumpa-laiko-istorija
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ir tada suprasi, kur slypi tavo laimė","Grimaldi, Virginie",,9786094791307,,400        pp,4.36,"5,648","May 04, 2016","Oct 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/42202242-ir-tada-suprasi-kur-slypi-tavo-laim
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nesaugaus gyvenimo išmintis,"Watts, Alan W.",,9785415025299,,176        pp,4.16,"24,465",1951,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/42185027-nesaugaus-gyvenimo-i-mintis
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tabakininkas,"Seethaler, Robert",,9786094791215,,200        pp,3.75,"17,355","Aug 29, 2012","Sep 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/41561776-tabakininkas
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nepaprastas Paryžiaus skersgatvio knygynas,"Féret-Fleury, Christine",,9786094790768,,160        pp,3.05,"12,365",2017,"Apr 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/39846759-nepaprastas-pary-iaus-skersgatvio-knygynas
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kai baigiasi laikas,"Hirvonen, Elina",,9786094790751,,229        pp,3.71,"1,225",Mar 2015,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/40088570-kai-baigiasi-laikas
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stokholmo paslaptys,"Lindberg, Hanna*",,9786090404454,,416        pp,2.71,346,"Apr 01, 2014",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/41442292-stokholmo-paslaptys
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brodekas,"Claudel, Philippe",,9786094790591,,288        pp,4.15,"5,827","Aug 22, 2007","Feb 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/38446913-brodekas
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mūsų širdžių chemija,Krystal Sutherland*,,9786098184389,,368        pp,3.75,"30,109","Oct 04, 2016",Jan 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/37751971-m-s-ird-i-chemija
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tas, kuris mane saugo","McNaught, Judith",,9786090303030,,507        pp,3.95,"9,589","Feb 18, 2003","Oct 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/36435765-tas-kuris-mane-saugo
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dviese,"Sparks, Nicholas*",,9786098184167,,640        pp,3.95,"91,411","Oct 04, 2016","Oct 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/36263052-dviese
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Užrašų knygelė        (The Notebook, #1)","Sparks, Nicholas*",,9786098184143,,240        pp,4.15,"1,690,925","Oct 01, 1996","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/36263091-u-ra-knygel
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meilužis ir drugys,"Grebe, Camilla*",,9789955239833,,395        pp,3.70,"10,443","Aug 20, 2015",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/35878530-meilu-is-ir-drugys
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TED Talks: The Official TED Guide to Public Speaking,"Anderson, Chris J.",,,B011H55RTA,288        pp,4.05,"13,847","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Kindle Edition,view,/book/show/41044212-ted-talks
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mirtis mus suvienys,"Petryla, Karolis*",,9786094421105,,448        pp,3.73,11,2017,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/36458309-mirtis-mus-suvienys
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Šachta        (Silo, #1)","Howey, Hugh*",6090121800,9786090121801,6090121800,544        pp,4.22,"212,427","Jan 27, 2012",Feb 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/29615767-achta
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kaikenas,"Grangé, Jean-Christophe",9955238054,9789955238058,9955238054,0        pp,3.65,"3,102",2012,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/32804150-kaikenas
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laikas gyventi ir laikas mirti,"Remarque, Erich Maria",,9789955245261,,327        pp,4.43,"13,154",1954,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/17278562-laikas-gyventi-ir-laikas-mirti
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demianas,"Hesse, Hermann",,,,214        pp,4.14,"112,302",1919,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 19, 2020","Dec 21, 2020","Nov 29, 2020",,Hardcover,view,/book/show/35838581-demianas
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malonumų ieškotojas,"Mason, Richard*",,978609444113,,352        pp,3.45,"3,214",2011,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/25618025-malonum-ie-kotojas
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pabaigos jausmas,"Barnes, Julian",9955237147,9789955237143,,160        pp,3.74,"179,064","Aug 04, 2011",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/19095885-pabaigos-jausmas
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gyvenimas trumpas, o geismas begalinis","Lapeyre, Patrick",9955235632,9789955235637,9955235632,280        pp,2.73,11,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/19095261-gyvenimas-trumpas-o-geismas-begalinis
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Melancholijos erdvės. Apie baimę, nuobodį ir pažeidžiamumą vakar ir šiandien","Johannisson, Karin",,9789955234654,9955234652,295        pp,4.10,428,2009,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/11971110-melancholijos-erdv-s-apie-baim-nuobod-ir-pa-eid-iamum-vakar-ir-ian
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sumaištis. Kaip šalys išgyvena krizes,"Diamond, Jared",,9786094274473,,432        pp,3.90,"10,136","May 07, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/55657809-sumai-tis-kaip-alys-i-gyvena-krizes
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master and Margarita,"Bulgakov, Mikhail",0679760806,9780679760801,0679760806,372        pp,4.29,"353,350",1967,Mar 1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Paperback,view,/book/show/117833.The_Master_and_Margarita
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cilka's Journey        (The Tattooist of Auschwitz, #2)","Morris, Heather*",1250265703,9781250265708,1250265703,352        pp,4.40,"174,932","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/45033931-cilka-s-journey
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tattooist of Auschwitz        (The Tattooist of Auschwitz, #1)","Morris, Heather*",006287067X,9780062870674,006287067X,272        pp,4.30,"932,311","Jan 11, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2020",,Hardcover,view,/book/show/38359036-the-tattooist-of-auschwitz
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ranka, kuri tave maitina","Rich, A.J.",,9786094442544,,320        pp,3.32,"9,442",2015,Jul 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 21, 2020","Nov 21, 2020","Nov 21, 2020",,Hardcover,view,/book/show/40524538-ranka-kuri-tave-maitina
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Myli, nemyli...","Ingemarsson, Kajsa",,9786090400227,,592        pp,3.33,459,2010,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2020",,Paperback,view,/book/show/29762545-myli-nemyli
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prisipažįstu,"Cabré, Jaume",,9786090124741,,784        pp,4.44,"9,129","Sep 01, 2011",Sep 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2020",,Hardcover,view,/book/show/32294930-prisipa-stu
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liūdna pasaka,"Biliūnas, Jonas",,,,unknown,3.82,780,unknown,1986,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Nov 16, 2020",,,view,/book/show/25360834-li-dna-pasaka
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grafas Montekristas I,"Dumas, Alexandre",,,,442        pp,4.30,"913,633","Aug 28, 1844",1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2020",,Hardcover,view,/book/show/50163644-grafas-montekristas-i
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Šviesa, kurios netekome","Santopolo, Jill*",,9789955239857,,312        pp,3.85,"170,094","May 09, 2017","Jul 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2020",,Hardcover,view,/book/show/35584558-viesa-kurios-netekome
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Italų pamokos,"Stepnova, Marina",,9786094661488,,272        pp,3.86,697,2014,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2020",,Hardcover,view,/book/show/28959701-ital-pamokos
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kompanionė,"Quick, Amanda*",,9786090304051,,416        pp,3.96,"11,862",2004,Aug 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2020",,Hardcover,view,/book/show/41017098-kompanion
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laiko kaina,"Tigner, Tim*",,9786094664854,,399        pp,3.89,"15,465","Apr 11, 2019",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2020",,Hardcover,view,/book/show/53953506-laiko-kaina
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast at Tiffany’s and Three Stories,"Capote, Truman",,,,142        pp,3.85,"264,725","Oct 28, 1958",1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2020",,Paperback,view,/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",,,,409        pp,4.08,"1,190,022","Oct 30, 1811","Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2020",,Paperback,view,/book/show/14935.Sense_and_Sensibility
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Street of Thieves,"Énard, Mathias",1940953014,9781940953014,1940953014,265        pp,3.94,"1,390","Aug 22, 2012","Nov 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2020",,Paperback,view,/book/show/21535367-street-of-thieves
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amo sūpuoklės,"Müller, Herta",9955342803,9789955342809,9955342803,285        pp,3.90,"6,184",2009,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2020",,,view,/book/show/12350119-amo-s-puokl-s
