,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Дмитрий's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die kleine Hexe,"Preußler, Otfried",,,,127        pp,4.20,"11,081",1957,"Jan 31, 1957",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 29, 2016",,Hardcover,view,/book/show/1148052.Die_kleine_Hexe
1207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Awfully Big Adventure,"Bainbridge, Beryl",0349116156,9780349116150,0349116156,197        pp,3.58,"1,235","Dec 31, 1989","Feb 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2016",,Paperback,view,/book/show/220452.An_Awfully_Big_Adventure
1208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kugelmass Episode,"Allen, Woody",,,,12        pp,3.78,313,"Aug 12, 1977","Aug 12, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 28, 2016",,Paperback,view,/book/show/737592.The_Kugelmass_Episode
1209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recitatif / To Room Nineteen,"Morrison, Toni",8484436802,9788484436805,8484436802,110        pp,4.12,955,1983,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 28, 2016",,Paperback,view,/book/show/8434032-recitatif-to-room-nineteen
1210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through the Tunnel,"Lessing, Doris",0886823463,9780886823467,0886823463,32        pp,3.33,465,Jun 1989,"Jan 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 28, 2016",,Library Binding,view,/book/show/300460.Through_the_Tunnel
1211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmer,"Cheever, John",0517125870,9780517125878,0517125870,12        pp,4.03,"4,420",1964,"Jul 10, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 28, 2016",,Hardcover,view,/book/show/1234382.The_Swimmer
1212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Полное собрание сочинений        (Волшебник Изумрудного города, #1-6)","Volkov, Alexander",5765437583,9785765437582,5765437583,768        pp,4.29,129,1939,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 27, 2016",,Hardcover,view,/book/show/10871043
1213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сто лет одиночества,"García Márquez, Gabriel",5255016489,9785255016488,B00AUXDDJM,414        pp,4.11,"971,189",1967,2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 22, 2016",,Paperback,view,/book/show/6967700
1214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harrison Bergeron,"Vonnegut, Kurt, Jr.",,,,9        pp,4.15,"19,748",Oct 1961,1961,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 22, 2016",,ebook,view,/book/show/10176119-harrison-bergeron
1215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Graveyard for Lunatics: Another Tale of Two Cities        (Crumley Mysteries, #2)","Bradbury, Ray",0380812002,9780380812004,B00A2M7HCU,320        pp,3.56,"2,558",1990,"Jan 01, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 22, 2016",,Paperback,view,/book/show/93241.A_Graveyard_for_Lunatics
1216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Veldt,"Bradbury, Ray",0886821088,9780886821081,0886821088,45        pp,4.15,"11,591","Sep 23, 1950","Nov 20, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 22, 2016",,Library Binding,view,/book/show/120555.The_Veldt
1217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Medicine for Melancholy and Other Stories,"Bradbury, Ray",,,,307        pp,4.16,"7,881","Feb 01, 1998","Feb 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 22, 2016",,Paperback,view,/book/show/91885.A_Medicine_for_Melancholy_and_Other_Stories
1218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Illustrated Man,"Bradbury, Ray",000712774X,9780007127740,000712774X,186        pp,4.13,"98,293",Feb 1951,Aug 2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2015,"Apr 22, 2016",,Paperback,view,/book/show/24830.The_Illustrated_Man
1219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",,,,480        pp,3.77,"103,489",1889,"May 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 22, 2016",,Paperback,view,/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court
1220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Pauper,"Twain, Mark",0451528352,9780451528353,0451528352,240        pp,3.87,"119,376",1881,"May 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 16, 2022","Mar 18, 2022","Apr 22, 2016",,Paperback,view,/book/show/62446.The_Prince_and_the_Pauper
1221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Huckleberry Finn        (Adventures of Tom and Huck, #2)","Twain, Mark",0141321091,9780141321097,0141321091,466        pp,3.83,"1,265,482","Feb 18, 1884","Mar 27, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2000,"Apr 22, 2016",,Mass Market Paperback,view,/book/show/1572891.The_Adventures_of_Huckleberry_Finn
1222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Tom Sawyer,"Twain, Mark",,9780143039563,0143039563,244        pp,3.92,"936,187",Jun 1876,"Feb 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 22, 2016",,Paperback,view,/book/show/24583.The_Adventures_of_Tom_Sawyer
1223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0192839993,9780192839992,0192839993,207        pp,3.84,"156,193","Jun 15, 1914","Mar 15, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 22, 2016",,Paperback,view,/book/show/11012.Dubliners
1224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,,925        pp,3.75,"127,966","Feb 02, 1922",1990,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 22, 2016",,Paperback,view,/book/show/338798.Ulysses
1225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cujo,"King, Stephen*",0307348245,9780307348241,0307348245,432        pp,3.78,"285,412",1981,"Jun 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2009,"Apr 22, 2016",,Mass Market Paperback,view,/book/show/10603.Cujo
1226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,’Salem’s Lot,"King, Stephen*",0450031063,9780450031069,0450031063,483        pp,4.06,"455,843","Oct 17, 1975",1991,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2010,"Apr 22, 2016",,Paperback,view,/book/show/11590._Salem_s_Lot
1227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dave Barry's Only Travel Guide You'll Ever Need,"Barry, Dave*",0345431138,9780345431134,0345431138,192        pp,3.77,"5,004","Sep 17, 1991","Mar 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 17, 2016",,Mass Market Paperback,view,/book/show/126026.Dave_Barry_s_Only_Travel_Guide_You_ll_Ever_Need
1228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Damnation Game,"Barker, Clive*",0425188930,9780425188934,0425188930,433        pp,3.82,"20,235","Aug 19, 1985","Nov 05, 2002",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2014,"Apr 17, 2016",,Mass Market Paperback,view,/book/show/34605.The_Damnation_Game
1229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfume: The Story of a Murderer,"Süskind, Patrick",0140120831,9780140120837,0140120831,263        pp,4.04,"468,448","Feb 26, 1985",1987,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 17, 2016",,Paperback,view,/book/show/343.Perfume
1230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digital Fortress,"Brown, Dan*",,,,510        pp,3.69,"636,390",Feb 1998,2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 17, 2016",,Paperback,view,/book/show/11125.Digital_Fortress
1231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deception Point,"Brown, Dan*",0671027387,9780671027384,0671027387,556        pp,3.75,"664,726",2001,Dec 2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 17, 2016",,Paperback,view,/book/show/976.Deception_Point
1232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,158,535",May 2000,"Apr 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 17, 2016",,Paperback,view,/book/show/960.Angels_Demons
1233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulverton,"Thorpe, Adam",0749397047,9780749397043,0749397047,385        pp,3.66,624,1992,1998,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 17, 2016",,Paperback,view,/book/show/1219123.Ulverton
1234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Очарованный странник,"Leskov, Nikolai",5392027571,9785392027576,B019HM2X2O,196        pp,3.80,"2,827",1873,"Dec 17, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 17, 2016","Apr 17, 2016",,Kindle Edition,view,/book/show/28794897
1235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Королевство Кривых Зеркал,"Gubarev, Vitaliy",5879940403,9785879940404,5879940403,427        pp,4.17,190,"Jan 01, 1951",1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 16, 2016",,Hardcover,view,/book/show/18189689
1236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Остров Погибших Кораблей,"Belyaev, Alexander",5170329903,9785170329908,5170329903,416        pp,4.05,778,1926,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 16, 2016","Apr 16, 2016",,Hardcover,view,/book/show/1243820._
1237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow,"Pamuk, Orhan",,,,463        pp,3.61,"46,544",2002,Aug 2005,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 16, 2016",,Paperback,view,/book/show/11691.Snow
1238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",1416524304,9781416524304,1416524304,272        pp,3.99,"721,551",1974,"Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2005,"Apr 15, 2016",,Mass Market Paperback,view,/book/show/10592.Carrie
1239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Обломов,"Goncharov, Ivan",,,,640        pp,4.12,"38,652",1859,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 15, 2016","Apr 15, 2016",,Hardcover,view,/book/show/13452050
1240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm,"Ostrovsky, Aleksandr",1406938556,9781406938555,1406938556,104        pp,3.64,"3,853",1859,"Nov 03, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 15, 2016",,Paperback,view,/book/show/333657.The_Storm
1241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Доходное место,"Ostrovsky, Aleksandr",,,,560        pp,3.84,77,Jan 1857,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 15, 2016",,Hardcover,view,/book/show/9265119
1242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lemon Table,"Barnes, Julian",1400076501,9781400076505,1400076501,241        pp,3.68,"3,552","Feb 29, 2004","Apr 05, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Apr 14, 2016",,Paperback,view,/book/show/37585.The_Lemon_Table
1243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La madre,"Deledda, Grazia",8804466464,9788804466468,8804466464,208        pp,3.64,861,1920,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 13, 2016",,Paperback,view,/book/show/180851.La_madre
1244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жизнь насекомых (Современная проза,"Pelevin, Victor",5702707397,9785702707396,5702707397,351        pp,3.85,"4,455",1993,1999,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 13, 2016",,Hardcover,view,/book/show/29634933
1245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire V,"Pelevin, Victor",5699190856,9785699190850,5699190856,416        pp,3.89,"4,462","Nov 02, 2006",2006,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2007,"Apr 13, 2016",,Hardcover,view,/book/show/834638.Empire_V
1246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just So Stories,"Kipling, Rudyard",0517266555,9780517266557,0517266555,210        pp,4.06,"48,141",1902,"Aug 05, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2004,"Apr 13, 2016",,Hardcover,view,/book/show/34053.Just_So_Stories
1247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Звезда КЭЦ,"Belyaev, Alexander",,,,648        pp,3.87,292,1936,1960,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 13, 2016",,Hardcover,view,/book/show/7989412
1248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Последний человек из Атлантиды. Ариэль,"Belyaev, Alexander",5329002761,9785329002768,5329002761,336        pp,4.00,132,1926,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1999,"Apr 13, 2016",,Hardcover,view,/book/show/1243815._
1249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Человек-амфибия / Голова профессора Доуэля,"Belyaev, Alexander",594849196X,,,512        pp,4.30,669,1937,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 1999,"Apr 13, 2016",,Hardcover,view,/book/show/1243796._
1250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice in Wonderland,"Carruth, Jane",0517223627,9780517223628,0517223627,96        pp,4.03,"389,750",1865,"Sep 07, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2005,"Apr 13, 2016",,Hardcover,view,/book/show/13023.Alice_in_Wonderland
1251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flatland: A Romance of Many Dimensions,"Abbott, Edwin A.",048627263X,9780486272634,048627263X,96        pp,3.81,"70,168",1884,"Sep 21, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 12, 2016",,Paperback,view,/book/show/433567.Flatland
1252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Rosie","Ahern, Cecelia",0786891084,9780786891085,0786891084,512        pp,3.94,"132,034","Nov 08, 2004","Dec 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Mass Market Paperback,view,/book/show/147865.Love_Rosie
1253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jennifer Government,"Barry, Max*",0349117624,9780349117621,0349117624,335        pp,3.67,"15,040","Oct 17, 2002","Feb 05, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 12, 2016",,Paperback,view,/book/show/33356.Jennifer_Government
1254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentimentality of William Tavener,"Cather, Willa",1500346004,9781500346003,1500346004,28        pp,3.67,18,"Jun 27, 2014","Jun 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2012,"Apr 12, 2016",,Paperback,view,/book/show/22803985-the-sentimentality-of-william-tavener
1255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clan of the Cave Bear        (Earth's Children, #1)","Auel, Jean M.",0553381679,9780553381672,0553381679,512        pp,4.09,"267,071","May 04, 1980","Jun 25, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Paperback,view,/book/show/1295.The_Clan_of_the_Cave_Bear
1256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"4:50 from Paddington        (Miss Marple, #8)","Christie, Agatha",1579126936,9781579126933,1579126936,288        pp,3.96,"66,113","Nov 04, 1957","Mar 30, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Hardcover,view,/book/show/140278.4
1257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fifty Grand,"McKinty, Adrian",0805089004,9780805089004,0805089004,320        pp,3.65,"1,576","Jan 01, 2009","Apr 27, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Hardcover,view,/book/show/5280531-fifty-grand
1258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bloomsday Dead        (Michael Forsythe #3),"McKinty, Adrian",0743266447,9780743266444,0743266447,304        pp,4.15,"2,293","Mar 01, 2007","Mar 06, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Hardcover,view,/book/show/21287.The_Bloomsday_Dead
1259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Yard        (Michael Forsythe #2),"McKinty, Adrian",0743499484,9780743499484,0743499484,400        pp,4.11,"2,537",2006,"Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2011,"Apr 12, 2016",,Paperback,view,/book/show/21283.The_Dead_Yard
1260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead I Well May Be        (Michael Forsythe, #1)","McKinty, Adrian",0743470567,9780743470568,0743470567,384        pp,3.96,"4,273",2003,"Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2014,"Apr 12, 2016",,Mass Market Paperback,view,/book/show/21282.Dead_I_Well_May_Be
1261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Christmas Carol,"Dickens, Charles",1561797464,9781561797462,1561797464,184        pp,4.08,"841,498","Dec 17, 1843","Sep 23, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Apr 10, 2016",,Paperback,view,/book/show/5326.A_Christmas_Carol
1262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Леди Макбет Мценского уезда,"Leskov, Nikolai",5389029348,9785389029347,5389029348,288        pp,3.93,"1,063","Aug 27, 2015",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 10, 2016","Apr 10, 2016",,Paperback,view,/book/show/13721386
1263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Hiawatha,"Longfellow, Henry Wadsworth",1595400354,9781595400352,1595400354,182        pp,3.89,"3,153","Nov 10, 1855","Sep 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2016","Apr 16, 2016","Apr 09, 2016",,Paperback,view,/book/show/780875.The_Song_of_Hiawatha
1264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Pot        (Annotated),"Hoffmann, E.T.A.",,,B00US781S8,78        pp,3.33,"3,965",1814,"Mar 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2004,"Apr 09, 2016",,Kindle Edition,view,/book/show/25568865-the-golden-pot
1265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Маленький Цахес, по прозванию Циннобер","Hoffmann, E.T.A.",5446706234,9785446706235,B00L0V59U4,131        pp,3.71,"1,280",1819,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2004,"Apr 09, 2016",,Kindle Edition,view,/book/show/25147064
1266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Michael Kohlhaas,"Kleist, Heinrich von",0976140721,9780976140726,0976140721,133        pp,3.54,"5,432",1810,"Apr 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2004,"Apr 09, 2016",,Paperback,view,/book/show/398145.Michael_Kohlhaas
1267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дикий помещик,"Saltykov-Shchedrin, Mikhail",,,B00KHRZGW8,12        pp,3.83,115,1869,"May 22, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 09, 2016","Apr 09, 2016",,Kindle Edition,view,/book/show/25688338
