,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bookmarks Magazine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stalin Epigram,"Littell, Robert",1416598642,9781416598640,1416598642,384        pp,3.81,727,"Jan 01, 2009","May 12, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Critics agree that The Stalin Epigram is a powerful novel. Littell, who met with Osip's wife in 1979 and recorded the story of his imprisonment and deCritics agree that The Stalin Epigram is a powerful novel. Littell, who met with Osip's wife in 1979 and recorded the story of his imprisonment and death, tells a harrowing, almost absurdist tale of imprisonment, exile, and death in the Soviet state. Turning from his Soviet spy thrillers, Littell provides an impeccably researched historical backdrop, and his multiple perspectives offer a full picture of the era's emotional and physical horrors. The strength of the book lies in Littell's command of the brutalities of Stalin's regime.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Jun 01, 2009",,Hardcover,view (with text),/book/show/6076769-the-stalin-epigram
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darwin's Sacred Cause,"Desmond, Adrian J.",0547055269,9780547055268,0547055269,475        pp,3.91,168,"Jan 01, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Based on a painstaking study of Darwin's private papers -- correspondence, notebooks, journals, ship logs, and even scribbled remarks in the margins oBased on a painstaking study of Darwin's private papers -- correspondence, notebooks, journals, ship logs, and even scribbled remarks in the margins of books and pamphlets he had read -- this compelling book endeavors to redeem and humanize the often misunderstood man. Critics uniformly praised Darwin's Sacred Cause, describing it as thoroughly researched, absorbing, and even ""thrilling"" (Independent). Only a few had misgivings: some critics noticed that the authors gloss over evidence of prejudice -- practically a hallmark of polite Victorian society -- in Darwin's writings, and others questioned the success of the authors in proving their claims. So was Darwin a benevolent humanitarian or an impartial scientist? Readers of this articulate and engrossing book will have to decide for themselves. This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4136733-darwin-s-sacred-cause
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lords of Finance: The Bankers Who Broke the World,"Ahamed, Liaquat",159420182X,9781594201820,159420182X,564        pp,4.02,"15,480",2009,"Jan 22, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Almost all critics praised Lords of Finance for its command of economic history and engaging, lucid prose. Ahamed, noted the New York Times, illuminatAlmost all critics praised Lords of Finance for its command of economic history and engaging, lucid prose. Ahamed, noted the New York Times, illuminates wise parallels between the misplaced confidence that spawned the global depression in the 1930s and the illusory calculations of risk that led to the current financial crisis. His compelling biographies also personalize economic history. While critics disagreed about whether lay readers will, in a century's time, care about Norman, Moreau, and Schact, the only negative words came from the Wall Street Journal, which criticized Lords of Finance for an imprecise understanding of the gold standard: ""Harrumphing about the 'gold standard,' Mr. Ahamed reminds me of the fellow who condemned 'painting' because he had no use for Andy Warhol.""This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/6025160-lords-of-finance
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Banquet at Delmonico's: Great Minds, the Gilded Age, and the Triumph of Evolution in America","Werth, Barry",1400067782,9781400067787,,362        pp,3.35,66,"Dec 24, 2008","Jan 06, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The New York Times Book Review noted that ""[t]rying to write intellectual history is like trying to nail jelly to a wall,"" but most critics concluded,The New York Times Book Review noted that ""[t]rying to write intellectual history is like trying to nail jelly to a wall,"" but most critics concluded, with some reservations, that Werth has succeeded in this effort. Reviewers praised Banquet at Delmonico's for its taut storytelling and its bright evocation of the famous Americans who debated Darwinism. However, both the New York Times Book Review and the Washington Post lamented Werth's reluctance to take a step back from his story. The New York Times Book Review faulted Werth for omitting discussion of how Social Darwinism affected ordinary people, while other ers criticized the book's unnecessary digressions. However, to understand Darwin's legacy and celebrate his bicentennial, Delmonico's is a good place to start.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5277128-banquet-at-delmonico-s
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels and Ages: A Short Book About Darwin, Lincoln, and Modern Life","Gopnik, Adam",0307270785,9780307270788,0307270785,224        pp,3.60,970,"Jan 01, 2009","Jan 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although Charles Darwin and Abraham Lincoln never met, Adam Gopnik forever links them in this collection of essays (some of the material first appeareAlthough Charles Darwin and Abraham Lincoln never met, Adam Gopnik forever links them in this collection of essays (some of the material first appeared in the New Yorker) that emphasizes the importance of two great men and reevaluates the role of 19th-century thinking in the modern world. Gopnik's magazine work and essays have given him a well-deserved reputation as an astute observer and chronicler of modern life, and critics generally view Gopnik's efforts in Angels and Ages as an admirable attempt to breathe new life into some dogmatic ideas. Other ers, however, note a familiarity and disjointedness to the pieces and wonder about the tenuous connection between Lincoln and Darwin. The book is worth reading, though, for the author's unquestioned skill as a craftsman and the light he sheds on what has become, for many, settled history.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/6071984-angels-and-ages
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,"Grann, David*",0385513534,9780385513531,0385513534,339        pp,3.89,"95,039","Feb 24, 2009","Feb 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ever since Joseph Conrad's Heart of Darkness, it has been difficult to think of a journey up a river into a jungle as anything but a journey to discovEver since Joseph Conrad's Heart of Darkness, it has been difficult to think of a journey up a river into a jungle as anything but a journey to discover oneself. Similarly, ers seemed to find what they wanted in The Lost City of Z, even if some admitted that Grann's adventures, at times tedious, were not nearly as perilous or as larger-than-life as Fawcett's. Some critics read it as a boys' adventure story, tripping over themselves to find adjectives fit for Fawcett's derring-do. Others preferred to focus on Grann's somewhat ironic attempt to seek Z himself. And finally, some critics had it both ways, since, by the end of the book, Grann claims to have actually found Z, or something like it, with only British writer Simon Winchester willing to cry ""the horror!"" at his American colleague's lack of skepticism.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3398625-the-lost-city-of-z
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Go Down Together: The True, Untold Story of Bonnie and Clyde","Guinn, Jeff",1416557067,9781416557067,1416557067,468        pp,4.20,"4,723","Mar 10, 2009","Mar 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All those who read Guinn's account of Bonnie and Clyde were impressed by the unprecedented level of detail he brings to the story. But a few seemed toAll those who read Guinn's account of Bonnie and Clyde were impressed by the unprecedented level of detail he brings to the story. But a few seemed to think that all of Guinn's data got in the way of the chase. The Milwaukee Journal-Sentinel admitted that the level of detail posed the book's ""only problem,"" while acknowledging that ""the legend still stands under its own power."" Indeed, ers were generally pleased by Guinn's ability to add new layers to Bonnie and Clyde's brief, hardscrabble lives and to shed new light on their impulses without weighing them down. Reviewers were particularly interested in the idea of the duo as heroes of the Great Depression, with obvious anxiety that that era might not seem so distant these days. Yes, ers are prone to provide enthusiastic s for a newspaper's books editor; yet Go Down Together is still a strong book.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4858915-go-down-together
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flannery: A Life of Flannery O'Connor,"Gooch, Brad",0316000663,9780316000666,0316000663,464        pp,3.96,"1,551","Jan 01, 2009","Feb 25, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The gifted O'Connor once stated that she would merit no biography because ""lives spent between the house and the chicken yard do not make exciting copThe gifted O'Connor once stated that she would merit no biography because ""lives spent between the house and the chicken yard do not make exciting copy."" Brad Gooch, however, has done a thorough job teasing out the details of O'Connor's short life and enduring legacy. Although gracious and polite, Gooch was nonetheless admonished by critics for skimming over some of the more eyebrow-raising aspects of her life, such as the question of her sexuality and her contentious relationship with her mother. Others complained that Gooch neglected to properly analyze O'Connor's work and the genesis of her distinctive style. Perhaps the gifted O'Connor will always elude our attempts to understand her, and readers unfamiliar with the author should turn to her work; however, her fans will come away from Flannery with a enhanced appreciation for her achievements.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,3,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5350543-flannery
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cheever: A Life,"Bailey, Blake",1400043948,9781400043941,1400043948,770        pp,4.18,717,2009,"Mar 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most critics felt that Blake Bailey's book was an admirable work of scholarship and approved of his task of encouraging people to read Cheever again. Most critics felt that Blake Bailey's book was an admirable work of scholarship and approved of his task of encouraging people to read Cheever again. But they disagreed about the extent to which Cheever succeeds as a literary biography. A few ers thought that Bailey had done an incomparable job of integrating the details of the man's life with his work. Others, however, opined that the book's exhaustive detail gives readers almost no insight into Cheever the author. Most assessments were more balanced, noting that while Bailey's research was very thorough, the reason we're ultimately interested in this man is due to his fiction, not his failings.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,4,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3992503-cheever
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A. Lincoln,"White Jr., Ronald C.",1400064996,9781400064991,1400064996,816        pp,4.30,"19,549","Jan 13, 2009","Jan 13, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having already written two books on Abraham Lincoln, Ronald C. White, Jr., understands better than most the challenges in bringing a fresh perspectiveHaving already written two books on Abraham Lincoln, Ronald C. White, Jr., understands better than most the challenges in bringing a fresh perspective to the most scrutinized president in American history. With 16,000 books, and counting, on Lincoln (as well as several dozen more in the period before the bicentennial celebration of his birth), the ground that remains to be covered is disappearing before scholars' eyes. But White, who draws on his own thorough research of the recently available Lincoln Legal Papers and plenty of other new material, stakes his turf. His weighty, yet readable, tome compares favorably to the popular histories of Doris Kearns Goodwin (Team of Rivals) and David McCullough (John Adams, Truman, The Great Bridge), making A. Lincoln a fine and useful addition to the growing canon of Lincolniana.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,2,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4059448-a-lincoln
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiding Man: A Biography of Donald Barthelme,"Daugherty, Tracy",0312378688,9780312378684,0312378688,592        pp,4.26,189,"Feb 03, 2009","Feb 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Critics unanimously applaud Daugherty for the first comprehensive, analytical biography of his former teacher. The Oregonian calls Hiding Man a ""remarCritics unanimously applaud Daugherty for the first comprehensive, analytical biography of his former teacher. The Oregonian calls Hiding Man a ""remarkably tender, sympathetic treatment"" of Barthelme, and while Daugherty may have given Barthelme a glowing biography, he doesn't downplay his more negative traits. The book also does an excellent job of connecting the writer to his literary and social context. The Oregonian notes that while Barthelme can be difficult to read, ""in Daugherty's hands the stories seem not nearly as challenging as they are inviting,"" a point echoed by the Washington Post. Readers interested in Barthelme will find an informative, entertaining biography; readers unacquainted with this postmodern giant may wish to start with one of his short story collections.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5973953-hiding-man
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Live: A Search for Wisdom from Old People,"Alford, Henry",0446196037,9780446196031,0446196037,272        pp,3.07,468,"Jan 01, 1991","Jan 02, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""A bit David Sedaris, a bit Charles Grodin"" (Cleveland Plain Dealer), with a little Studs Terkel and Mitch Albom (Tuesdays with Morrie) thrown in for ""A bit David Sedaris, a bit Charles Grodin"" (Cleveland Plain Dealer), with a little Studs Terkel and Mitch Albom (Tuesdays with Morrie) thrown in for good measure, Alford, when he's on, has all the critics in stitches. They extol his keen wit and ability to keep a somber subject lighthearted. Drawing on such a wide range of source material has its benefits and drawbacks: Alford covers a lot of ground, but the result is, for some ers, a narrative that's a little too slack and uninspired. Whether it's his treatment of his mother's marriage or a rumination on his aging cat's wisdom, some things just seem out of place. Then again, maybe when we're older, we'll come back to How to Live, and it will all make perfect sense.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4935813-how-to-live
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Elsewhere, U.S.A.: How We Got from the Company Man, Family Dinners, and the Affluent Society to the Home Office, BlackBerry Moms, and Economic Anxiety","Conley, Dalton",0375422900,9780375422904,0375422900,240        pp,3.22,257,"Dec 27, 2008","Jan 13, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A busy professional with an equally busy spouse -- he is Chair of New York University's Sociology Department; his wife is experimental designer NataliA busy professional with an equally busy spouse -- he is Chair of New York University's Sociology Department; his wife is experimental designer Natalie Jeremijenko -- Dalton Conley lives the multiple lives he describes. Most critics think he has honed a forward-looking book that successfully combines personal anecdote and hard science. Even if his ideas are not cutting-edge, he is a ""lively if sometimes overheated writer"" (New York Times Book Review) who presents a snapshot of our times that some of those ""intraviduals"" might actually read on the morning commute. Conley's penchant for coining new expressions and his ability to synthesize discrete strands of information draw a few comparisons to the work of Malcolm Gladwell. That's not necessarily a good thing, though, as some critics feel Conley is more interested in creating lingo than in figuring out where Elsewhere is really at.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3928603-elsewhere-u-s-a
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Decide,"Lehrer, Jonah*",0618620117,9780618620111,0618620117,259        pp,3.84,"40,714","Feb 09, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With Blink, The Tipping Point, and Outliers, Malcolm Gladwell has cornered the market on popular studies of human behavior. But Jonah Lehrer's How We With Blink, The Tipping Point, and Outliers, Malcolm Gladwell has cornered the market on popular studies of human behavior. But Jonah Lehrer's How We Decide holds its own with Gladwell, Stephen Pinker, Daniel Dennett, and the host of science writers increasingly focused on the complexities of the human brain. ""There isn't any spectacular revelation, unique viewpoint or knockout final summation,"" noted the San Francisco Chronicle, and the Washington Post felt that Lehrer ""does little to integrate science's contradictory findings."" Lehrer nonetheless illuminates the many processes involved in even the simplest decisions. By letting the experts do much of the talking and by drawing conclusions from his voluminous research and knowledge of the field, Lehrer presents a readable account of what we know about how we decide -- and acknowledges the vast universe of what we don't.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,3,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3860977-how-we-decide
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gamble: General David Petraeus and the American Military Adventure in Iraq, 2006-2008","Ricks, Thomas E.",1594201978,9781594201974,1594201978,394        pp,3.97,"2,252","Feb 10, 2009","Feb 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"By and large, critics were less eager to assess Ricks's work as an author and more interested in his opinions about the success of the ""surge"" and theBy and large, critics were less eager to assess Ricks's work as an author and more interested in his opinions about the success of the ""surge"" and the future of Iraq. But this is perhaps the book's greatest endorsement; whether they were liberal or conservative, American or British, critics viewed Ricks's facts as unassailable and his analysis as strong. They were impressed not just with his unparalleled access to the main actors in Iraq but also with his ability to integrate two commonly held but seemingly irreconcilable views -- that the war was a mistake and a catastrophe (as expressed in Fiasco) and that Petraeus and the surge represented an amazing turnaround. Thus, many critics found that although Ricks seems to express a consensus view, The Gamble is counterintuitive and challenging, refreshing yet sobering.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4580836-the-gamble
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Life in Gardens,"Eck, Joe",0374160317,9780374160319,0374160317,336        pp,3.95,202,2009,"Feb 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The admiration and genial frustration from critics-cum-amateur gardeners is palpable in the positive s of Our Life in Gardens. They take heart fThe admiration and genial frustration from critics-cum-amateur gardeners is palpable in the positive s of Our Life in Gardens. They take heart from the knowledge that these master gardeners face the same hurdles as most casual horticulturists, but a hint of jealousy creeps through in comments like this from the San Francisco Chronicle: ""Eck and Winterrowd don't say how much outside help they have -- a frustrating omission for gardeners who exhaust themselves trying to keep up much smaller plots."" Nongardeners, furthermore, may need a reference book at hand. Neither a how-to book nor an autobiography, Our Life in Gardens captures the best of both while maintaining focus on the authors' deep connection with their land.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5982378-our-life-in-gardens
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Lives: Death and Life in New Orleans,"Baum, Dan",038552319X,9780385523196,038552319X,352        pp,4.22,"4,882",2009,"Feb 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since 2005, Hurricane Katrina and its immediate effects on New Orleans have been documented in numerous books, such as Breach of Faith, ***1/2 Nov/DecSince 2005, Hurricane Katrina and its immediate effects on New Orleans have been documented in numerous books, such as Breach of Faith, ***1/2 Nov/Dec 2006, and The Great Deluge, ***1/2 Nov/Dec 2006. What Dan Baum accomplishes in Nine Lives, though, is more than a time line of events. Critics unanimously praised the author's approach and style, and they compared Baum's effort to the documentary work of Studs Terkel and John Berendt's Midnight in the Garden of Good and Evil, even if, at times, his jumpy, snapshot approach breaks the narrative flow. Baum, who immersed himself in the lives and culture that form the heart of his book, digs deep in search of the Crescent City's identity, coming as close as anyone has to defining the complexities of America's most haunted -- and, in many ways, its most elusive -- city.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5501146-nine-lives
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animals Make Us Human: Creating the Best Life for Animals,"Grandin, Temple",0151014892,9780151014897,0151014892,341        pp,4.03,"5,942","Jan 06, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picking up where Animals in Translation left off, Grandin provides pet owners, farmers, livestock managers, and zoo keepers with concrete suggestions Picking up where Animals in Translation left off, Grandin provides pet owners, farmers, livestock managers, and zoo keepers with concrete suggestions for improving the lives of the animals in their care. But ""don't let the book's snuggly title fool you,"" declares the Cleveland Plain Dealer. ""Grandin is primarily a scientist, and no Marley romps through these pages."" There aren't any commandments to readers to lay down their forks, either: Grandin believes it is entirely ethical for humans to use animals commercially, provided they are treated with compassion and respect. Unsentimental and down-to-earth, Grandin's inspiring and insightful book is a treasure trove of fascinating facts and anecdotes, though some of the chapters on factory farming may be disturbing. Critics agree that ""we're lucky to have Temple Grandin"" (New York Times).This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/4386485-animals-make-us-human
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incandescence,"Egan, Greg",1597801283,9781597801287,1597801283,250        pp,3.66,"2,171",2008,"May 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All critics who considered Incandescence were fascinated by it. They loved Egan's descriptions of a galaxy-spanning, posthuman civilization and the inAll critics who considered Incandescence were fascinated by it. They loved Egan's descriptions of a galaxy-spanning, posthuman civilization and the intellectual acrobatics necessary to understand how bugs on a splinter of rock think about their universe. But as with many of Egan's books, one's enjoyment may not be complete unless one can keep up with the physics, of which there is no shortage. ""Especially when he's showing how Roi's people derive what amounts to Einstein's theory of relativity in a very different gravitational field from Earth's, readers may feel compelled to skim,"" noted the critic of Io9.com. Reviewers did not exactly criticize this feature of the book but merely noted it as an essential feature of the ""hard"" science fiction of which Egan is one of the leading lights.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/2442081.Incandescence
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eon: Dragoneye Reborn        (Eon, #1)","Goodman, Alison*",0670062278,9780670062270,0670062278,531        pp,3.96,"61,186","Aug 31, 2008","Dec 26, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since J. K. Rowling's ascendance to the throne of young-adult fantasy (and the recent challenge to the throne waged by Stephanie Meyer and her TwilighSince J. K. Rowling's ascendance to the throne of young-adult fantasy (and the recent challenge to the throne waged by Stephanie Meyer and her Twilight series), the genre has made significant inroads into mainstream fiction. In Eon: Dragoneye Reborn, first published in Australia, Alison Goodman takes advantage of that interest, crafting a tale full of the elements that have become familiar to readers -- and a few that haven't, particularly her clever take on gender and identity. Goodman is a fine storyteller, turning what could have been boilerplate fantasy into something engaging and important. Only one critic commented on a lack of tension. Eon will appeal to both adolescents and adults, and readers of both types will certainly clamor for the planned sequel.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/2986865-eon
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drood,"Simmons, Dan",0316007021,9780316007023,0316007021,775        pp,3.53,"16,552",2009,"Feb 09, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The narrative of Drood may be full of subplots and blind alleys, but the mystery of whether it is a good novel or not turns on a single question: is iThe narrative of Drood may be full of subplots and blind alleys, but the mystery of whether it is a good novel or not turns on a single question: is it too long? The most enthusiastic ers did not seem to notice the book's nearly 800-page girth. Most critics, while positive, were also apologetic, claiming that Simmons needed such space to air his considerable research, or that the novel could only succeed if it also assumed the proportions of 19th-century books whose authors were paid by the word. A few less-patient ers opined that Simmons simply needed to pull out the red pen. But despite their differences, all the critics agreed that, in its best parts, Drood is fantastically imaginative, eerily erudite, mischievous, and macabre.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3222979-drood
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Caryatids,"Sterling, Bruce",0345460626,9780345460622,0345460626,304        pp,3.31,856,"Jan 01, 2009","Feb 24, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books of Big Ideas often polarize ers, and Bruce Sterling's latest novel is no exception. Either the best SF book of this or any other year (CorBooks of Big Ideas often polarize ers, and Bruce Sterling's latest novel is no exception. Either the best SF book of this or any other year (Cory Doctorow) or ""a mess of a book about the mess of the world"" (John Clute), The Caryatids, at the very least, illustrates Sterling's ability to raise voices (in praise or protest) 30 years after he laid the groundwork for the cyberpunk movement, without which contemporary SF would be a much rockier -- and much less diverse -- landscape. Sterling's complex, controversial vision of our future invites comparison to Neal Stephenson (Cryptonomicon, Snow Crash) and William Gibson (Neuromancer). Love him or hate him, Bruce Sterling always has something important to say, and The Caryatids is worth a look.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3398430-the-caryatids
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rules of the Game,"Downie, Leonard Jr.",0307269612,9780307269614,0307269612,320        pp,2.79,61,"Jan 01, 2009","Jan 13, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let's be clear: newspaper critics like books written by newspaper editors about newspaper reporting. With that filter in place, critics agreed that thLet's be clear: newspaper critics like books written by newspaper editors about newspaper reporting. With that filter in place, critics agreed that this smart debut novel provides an engrossing take on Washington politics; Downie's years of experience at the Washington Post and as a Washington insider give the novel an authenticity -- from the setting to the characters, all of whom seem to play by their own rules -- rarely found in the genre. But it is Downie's first work of fiction, and a few ers noted the contrivances, unsophisticated prose, and somewhat predictable story lines. Still, they were more than willing to overlook these minor flaws and praise the book as more substantive and entertaining than most, ""a gripping political thriller"" that ""will make one hell of a movie"" (Philadelphia Inquirer).This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,0,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/5510403-the-rules-of-the-game
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spade & Archer: The Prequel to Dashiell Hammett's The Maltese Falcon,"Gores, Joe",0307264645,9780307264640,0307264645,337        pp,3.66,"1,404","Feb 10, 2009","Feb 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nearly all critics begin their s with one, head-scratching question: Why? The pages of book sections are littered with excoriating s of prNearly all critics begin their s with one, head-scratching question: Why? The pages of book sections are littered with excoriating s of prequels to classics like Gone With The Wind and The Godfather. So it's an even greater tribute to Gores's achievement that, but for one glaring exception, he creates a chorus of converts. This meticulously researched backstory is a highly entertaining novel in its own right, albeit one that happens to cast new light on one of crime fiction's most compelling characters. Gores, who has written for television shows like Columbo and Magnum P. I., was turned down once by Hammett's daughter when he asked to write a prequel. She finally gave him the green light, and he's done her, her father, and a literary icon proud.This is an excerpt from a  published in Bookmarks magazine....more",Notes are private!,0,1,1,not set,not set,"Apr 15, 2009",,Hardcover,view (with text),/book/show/3942307-spade-archer
