,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fobbit,"Abrams, David*",0802120326,9780802120328,0802120326,384        pp,3.52,"2,122","Jan 01, 2012","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny as hell and dark as hell, with a cool balance maintained between the two throughout. It's a pretty deep commentary on war without getting heavy-Funny as hell and dark as hell, with a cool balance maintained between the two throughout. It's a pretty deep commentary on war without getting heavy-handed about its mission, and that's a real accomplishment. Bravo, David Abrams -- excellent work, and I think a necessary one too. ...more",Notes are private!,0,2,1,"Jul 18, 2012","Jul 30, 2012","Jul 18, 2012",,Paperback,view (with text),/book/show/13513073-fobbit
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Land More Kind Than Home,"Cash, Wiley*",,,0062088149,309        pp,3.88,"27,382","Apr 17, 2012","Apr 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2012","Jul 17, 2012","Jul 13, 2012",,Hardcover,view,/book/show/12408149-a-land-more-kind-than-home
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutist,"Boyne, John*",038561604X,9780385616041,038561604X,309        pp,4.10,"19,840","May 01, 2011","May 12, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like most -- all? -- war stories, this one is more about the telling of the story than the tale itself. Boyne has really interesting pacing here, and Like most -- all? -- war stories, this one is more about the telling of the story than the tale itself. Boyne has really interesting pacing here, and where I thought I knew how it was going to play out I was a little surprised at the depth of it. The Absolutist is set in training camp and the trenches during World War I and circa 1980s-era England, with a tight little tale of love and loyalty, bitterness and betrayal between young men... but it's not quite as cut and dried as it appears at first, and that makes the story far more interesting in the end than it would have been with flatter characters. And Boyne's a very nice writer, with an easy flow and a good sense of physicality (and no, I don't mean sex; Boyne is almost frustratingly discreet). Nothing jaw-dropping at work here, but the book is well-written and moves along smoothly. Socks don't always need to be knocked off; Boyne acquits himself nicely and it's well worth reading....more",Notes are private!,0,3,1,"Jul 03, 2012","Jul 10, 2012","Jul 03, 2012",,Hardcover,view (with text),/book/show/10967535-the-absolutist
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of a Lesser Paradise: Stories,"Mayhew-Bergman, Megan*",1451643357,9781451643350,1451643357,224        pp,3.86,"3,086","Mar 06, 2012","Mar 06, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't know what to say about this book that won't end up sounding overly personal, other than I loved it and thought it was a great collection of stI don't know what to say about this book that won't end up sounding overly personal, other than I loved it and thought it was a great collection of stories, really well done. I know lots of people like writing super-subjective s, but I'm not one of them.But. There are a number of themes running through these stories that shot me right through the heart: Being a mother. Having a mother. Slowly losing a parent to dementia. Loving animals slightly irrationally. The tug of wanting to rescue the hurting ones. And the awful guilt of feeling like you've failed a good dog. Nearly seven years (six years, 349 days) after losing a really good dog of my own and still unsure whether I should have done things differently, I still cry easily when I think of him. None of which would have been effective without some very genuinely fine writing and a solid love, on the part of the writer, for the reader. Hey, I'll take it. And I can think of at least three or four people who are getting copies of this from me. Good, good stuff. Moving, kind, real. ...more",Notes are private!,0,13,1,"Jun 28, 2012","Jul 03, 2012","Jun 28, 2012",,Hardcover,view (with text),/book/show/12188594-birds-of-a-lesser-paradise
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pulp and Paper,"Rolnick, Josh*",1609380525,9781609380526,1609380525,192        pp,4.00,86,"Sep 16, 2011","Oct 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a nice debut short story collection, very consistent and it held together well without getting monotonous, which is not always easy. I like hThis was a nice debut short story collection, very consistent and it held together well without getting monotonous, which is not always easy. I like how Rolnick structured the stories -- the first half set down the Jersey Shore, the second in New York (mostly upstate, with one at Coney Island). While the work definitely has a freshman feel, it kept reminding me of really early Stephen King, before he went exclusively horror/fantasy -- Night Shift, Different Seasons -- without those earwormy cadences that always drove me nuts about King. There's something very earnest and a little naive about Rolnick's storytelling that I liked, especially in a young, Iowa-MFA guy. No easy irony, just some big truths, and I think he's someone to keep an eye on....more",Notes are private!,0,0,1,"Jun 24, 2012","Jun 30, 2012","Jun 25, 2012",,Paperback,view (with text),/book/show/11250478-pulp-and-paper
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here Comes Everybody: The Power of Organizing Without Organizations,"Shirky, Clay",1594201536,9781594201530,1594201536,336        pp,3.78,"7,145","Feb 28, 2008","Feb 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good examination of the ways new social tools have changed our society and will continue to do so. Although the book is already more than four yearsA good examination of the ways new social tools have changed our society and will continue to do so. Although the book is already more than four years old, an eternity in the world of Internet commentary, most of what he has to say is still valid—and because his tone is measured and he avoids gee-whizzing, it's not hard to imagine where he would have gone with his ideas in 2012.Shirky takes off from the concept of Coasian economics, market theory originated by Ronald Coase in 1937 that looked at the contractual costs and benefits of hierarchical organizations and their advantages over the free market. The premise here is that because online communications have lowered the cost of gathering groups of people together—whether in money, effort, time, materials, or manpower—this radically alters all sorts of equations throughout society. He cycles through a series of anecdotal scenarios to make his points, explaining them clearly and relevantly, without jargon; the examples are well-picked and illustrate his ideas without being heavy-handed. And his commentary is open-ended enough that you can sit back afterward and extrapolate on how it bears on the wired world of 2012, what works and fails online, and why. It's smart and thoughtful, and still relevant—no mean feat for an Internet sociology study. ...more",Notes are private!,0,0,1,"Jun 10, 2012","Jun 19, 2012","Jun 17, 2012",,Hardcover,view (with text),/book/show/1998185.Here_Comes_Everybody
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Weather (Volume 71)        (Volume 71) (Sun Tracks),"McAdams, Janet*",0816520356,9780816520350,0816520356,190        pp,3.74,46,"Apr 01, 2012","Apr 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this one very much. The personal evolution/external revolution themes were handled deftly, and the whole portrait of a place and the relationsI liked this one very much. The personal evolution/external revolution themes were handled deftly, and the whole portrait of a place and the relationships taking place within and without it were strong and vivid....more",Notes are private!,0,0,1,"Jun 05, 2012","Jun 10, 2012","Jun 17, 2012",,Paperback,view (with text),/book/show/13108196-red-weather-volume-71
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coral Sea,"Smith, Patti*",0393316262,9780393316261,0393316262,72        pp,4.00,"2,054",1996,"Jun 17, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this. You know how it goes... it's one thing to read a poem but another thing to read a whole book of poetry, and still another to read a bookI liked this. You know how it goes... it's one thing to read a poem but another thing to read a whole book of poetry, and still another to read a book of free verse. This one definitely wanted reading as a whole, and fortunately it was a small thing and lent itself to doing so. It wasn't ground-breaking as far as the individual pieces were concerned, but very much all of a piece and held together nicely. Plus it's a very pretty little book, readable in a short sitting, and all its parts worked nicely. ...more",Notes are private!,0,0,1,Jun 2012,"Jun 02, 2012","Jun 01, 2012",,Paperback,view (with text),/book/show/341884.The_Coral_Sea
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Up the Bodies        (Thomas Cromwell, #2)","Mantel, Hilary",,,,412        pp,4.29,"95,292",2012,"May 08, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hot damn, SO good. Mantel's really got a gift. More to come...Hot damn, SO good. Mantel's really got a gift. More to come......more",Notes are private!,0,3,1,"May 14, 2012","May 27, 2012","May 14, 2012",,Hardcover,view (with text),/book/show/13507212-bring-up-the-bodies
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Binocular Vision: New and Selected Stories,"Pearlman, Edith",0982338295,9780982338292,0982338295,373        pp,3.93,"2,245","Jan 11, 2011","Jan 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow... these were just wonderful. Every story like a dwarf star, so much weightier than its page length would imply -- each one its own little universWow... these were just wonderful. Every story like a dwarf star, so much weightier than its page length would imply -- each one its own little universe, with laws and heft and gravity. I'm all for patronizing the library and not bringing more books into this house, but this is one I wish I owned (and will snap up next time I see it floating around, just to have a copy on my shelves). Good, good stuff....more",Notes are private!,0,3,1,"May 13, 2012","Oct 09, 2012","May 13, 2012",,Paperback,view (with text),/book/show/9142881-binocular-vision
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiographies: Charles Darwin,"Darwin, Charles",0140433902,9780140433906,0140433902,128        pp,3.83,"2,862",1887,"Sep 24, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a little book you can read in a day, made up of some scattered memoirs -- reminiscences, really. He originally put them together for his familThis is a little book you can read in a day, made up of some scattered memoirs -- reminiscences, really. He originally put them together for his family's eyes only, and thus they're really charming and candid, a neat insight into such a famous and potentially remote-seeming man. He's a little humble, a little pompous (in a humble way), very drily funny in a lot of places, and highly earnest throughout -- a relateable guy, in other words. A very smart relateable guy. If you have any interest in Darwin at all, this is a lovely little addendum....more",Notes are private!,0,0,1,"May 08, 2012","May 10, 2012","May 08, 2012",,paper,view (with text),/book/show/765420.Autobiographies
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cove,"Rash, Ron*",,,,255        pp,3.70,"11,932","Feb 22, 2012","Apr 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A good little outsider tale. Stay tuned for the real  at Like Fire on 5/15.A good little outsider tale. Stay tuned for the real  at Like Fire on 5/15....more,Notes are private!,0,0,1,"May 06, 2012","May 12, 2012","May 08, 2012",,Hardcover,view (with text),/book/show/11807189-the-cove
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Mary: The Life of Mary Wesley,"Marnham, Patrick",0099498170,9780099498179,0099498170,304        pp,3.73,321,"Nov 23, 2004","Jul 03, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I won't say this is the most stunningly written biography I've ever read, Wesley's life was interesting enough to keep me turning the pages, eveWhile I won't say this is the most stunningly written biography I've ever read, Wesley's life was interesting enough to keep me turning the pages, even if not compulsively. Since I'm looking at it from a research POV, I appreciated the fact that most of the book involved her life before she became a writer -- there's plenty of post-publication documentation on the record. Still, he did a very thorough job and her voice comes through the narrative, which is a good thing.Now I'm stoked to get back to her novels....more",Notes are private!,0,0,1,"Apr 25, 2012","May 05, 2012","Apr 26, 2012",,Paperback,view (with text),/book/show/886146.Wild_Mary
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not That Sort of Girl,"Wesley, Mary",0140108262,9780140108262,0140108262,279        pp,3.93,"1,206","Jan 01, 1987","May 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, I liked this one. Just the right blend of tart and romantic.",Notes are private!,0,0,1,"Apr 17, 2012","Apr 24, 2012","Apr 19, 2012",,Paperback,view (with text),/book/show/1208605.Not_That_Sort_of_Girl
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Weeks in December,"Schulman, Audrey",1609450647,9781609450649,1609450647,353        pp,3.93,908,"May 27, 2010","Jan 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A really engaging bit of storytelling. Highly recommended. I will quibble with one choice she made at the very end of the book that seemed to be aboutA really engaging bit of storytelling. Highly recommended. I will quibble with one choice she made at the very end of the book that seemed to be about keeping the book's length down or maybe her narrative constraints more than a full-on artistic choice. Maybe I'm being picky, but I'd have rather seen her solve the problem of bringing the threads together in some other, more messy way than a dream sequence -- that seemed a little pat when the characters were so interesting and nuanced. But that's a very small criticism, and mostly I just enjoyed this all the way through....more",Notes are private!,0,0,1,"Apr 06, 2012","Apr 15, 2012","Apr 06, 2012",,Paperback,view (with text),/book/show/12359323-three-weeks-in-december
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reconstructionist,"Arvin, Nick",0061995169,9780061995163,0061995169,329        pp,3.07,308,"Jun 03, 2010","Mar 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very odd book, in a good way, occupying a delicate space in between The Odyssey and Warm Leatherette. It was on the chilly side but I appreciated the Very odd book, in a good way, occupying a delicate space in between The Odyssey and Warm Leatherette. It was on the chilly side but I appreciated the way form followed function there, and thought it was written exactly right for the tale of an automobile accident reconstructionist on the road in search of a number of things: his boss, whose wife he's sleeping with, the memory of his brother, killed in a car crash many years ago, and himself -- which makes it a kind of existential tale as well. In the end it wasn't all that weighty, but the physicality of the story kept it from drifting off entirely. I'm not sure what to make of it, but I liked it....more",Notes are private!,0,1,1,"Mar 26, 2012","Apr 03, 2012","Mar 26, 2012",,Paperback,view (with text),/book/show/12059975-the-reconstructionist
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mirage,"Ruff, Matt*",0061976229,9780061976223,0061976229,432        pp,3.59,"3,673","Nov 29, 2012","Feb 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Honestly, I'm still not sure what to say about this one. There is some unbelievably awkward plotting here, and a whole bunch of Ruff having fun with hHonestly, I'm still not sure what to say about this one. There is some unbelievably awkward plotting here, and a whole bunch of Ruff having fun with his reverse world alt-9/11 premise at the expense of the audience's eye-rolling abilities, but it's still a weirdly compelling little thriller at the bottom. Could have been treated a whole lot deftly, I think, but it's still an interesting bit of world-building. I liked it more than I thought I would, less than I wish I could have....more",Notes are private!,0,0,1,"Mar 12, 2012","Mar 22, 2012","Mar 12, 2012",,Hardcover,view (with text),/book/show/12067161-the-mirage
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flatscreen,"Wilson, Adam*",006209033X,9780062090331,006209033X,330        pp,3.09,851,2012,"Jan 30, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Flatscreen was kind of... flat. But deliberately so, I think -- the protagonist, Eli Schwartz, is a young, disaffected kind of guy, no job, no real prFlatscreen was kind of... flat. But deliberately so, I think -- the protagonist, Eli Schwartz, is a young, disaffected kind of guy, no job, no real prospects, smokes too much pot, and most of his drifting around over the course of the book involves trying to make connection to someone, anyone. The characters are all a bit flat in affect, and whereas in a different kind of story it would be frustrating and alienating, here it works. Nobody quite feels real, but since they don't to Eli either, I can relate. And his oddball internet- and late-night-TV-fueled inner voice is weirdly likeable. Nobody from the book is sticking with me particularly, but again -- form's following function here, and I don't know that they need to. I do think I got a contact high just from reading about all those drugs....more",Notes are private!,0,0,1,"Mar 02, 2012","Mar 10, 2012","Mar 02, 2012",,Paperback,view (with text),/book/show/12253074-flatscreen
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Case for Books: Past, Present, and Future","Darnton, Robert",1586488260,9781586488260,1586488260,218        pp,3.35,922,2009,"Oct 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ultimately outdated, as work on the Digital Public Library of America moves forward by leaps and bounds. But Darnton's first essays on the topic, in tUltimately outdated, as work on the Digital Public Library of America moves forward by leaps and bounds. But Darnton's first essays on the topic, in the New York Review of Books, were part of what inspired me to go back to school for my MLS, and I love following his train of thought through the book. Plus his musings on scholarship are just plain good....more",Notes are private!,0,0,1,"Feb 27, 2012","Apr 02, 2013","Feb 27, 2012",,Hardcover,view (with text),/book/show/6699035-the-case-for-books
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King Richard III,"Shakespeare, William",1903436893,9781903436899,1903436893,503        pp,3.91,"53,806",1593,"Oct 27, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2012","May 09, 2013","Feb 14, 2012",,Paperback,view,/book/show/6588826-king-richard-iii
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kama Sutra,"Vātsyāyana, Mallanaga",0143106597,9780143106593,0143106597,240        pp,3.46,"6,472",300,"Jan 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is what it is -- not an instructional manual, but a historic text that you can interpret however suits you. Anyway, my full  is here.It is what it is -- not an instructional manual, but a historic text that you can interpret however suits you. Anyway, my full  is here....more",Notes are private!,0,1,1,not set,"Feb 13, 2012","Feb 14, 2012",,Paperback,view (with text),/book/show/11737008-the-kama-sutra
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Correspondence of Shelby Foote and Walker Percy,"Foote, Shelby",0393317684,9780393317688,0393317684,324        pp,4.17,287,1996,"May 17, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lovely book. Longterm friendships between women get their due a hundred times over, so it's refreshing to be privy to a really warm and intimate male Lovely book. Longterm friendships between women get their due a hundred times over, so it's refreshing to be privy to a really warm and intimate male relationship. Percy and Foote met as high school students and hit it off instantly, and their friendship lasted until Percy's death -- Foote was with his family at his deathbed. What's nice is reading the letters, of course, but also seeing each man become more of who he was as he got older, married, remarried, had children, published books, did readings and lecture tours, had money, needed money, traveled, stayed home. There's something about being privy to two entire lives like that that goes beyond the voyeuristic into the realm of benevolent. Really a nice book of correspondence, definitely recommended....more",Notes are private!,0,1,1,Feb 2012,"Feb 13, 2012","Feb 01, 2012",,Paperback,view (with text),/book/show/267671.The_Correspondence_of_Shelby_Foote_and_Walker_Percy
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moviegoer,"Percy, Walker",0375701966,9780375701962,0375701966,242        pp,3.65,"28,756",1960,"Apr 08, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, what a densely woven, moody, beautiful little book. I could really just go back and start at the beginning and read it again, and I might just doWow, what a densely woven, moody, beautiful little book. I could really just go back and start at the beginning and read it again, and I might just do that a little later on.Five stars because of one just amazing passage that takes place at a drive-in movie -- one of those things you read that stays with you forever....more",Notes are private!,0,0,1,"Jan 19, 2012","Jan 27, 2012","Jan 21, 2012",,Paperback,view (with text),/book/show/10739.The_Moviegoer
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monkeyluv: And Other Essays on Our Lives as Animals,"Sapolsky, Robert M.",0743260163,9780743260169,0743260163,209        pp,4.22,"1,853","Aug 19, 2005","Sep 15, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not bad -- a bit on the glib side but some interesting stuff scattered throughout. I think I'd have liked to see each essay fleshed out a bit more, anNot bad -- a bit on the glib side but some interesting stuff scattered throughout. I think I'd have liked to see each essay fleshed out a bit more, and the topics gone into in more depth, but I realize that wasn't the point of the book....more",Notes are private!,0,0,1,"Dec 27, 2011","Dec 31, 2012","Dec 27, 2011",,Paperback,view (with text),/book/show/20671.Monkeyluv
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Wanted to Be Writers:  Life, Love, and Literature at the Iowa Writers' Workshop","Olsen, Eric*",160239735X,9781602397354,160239735X,344        pp,3.67,147,"Aug 01, 2011","Aug 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This took me forever to read. Not because it was bad or boring, but neither was it strongly propulsive. Chatty, is what I'd call it, but with a lot ofThis took me forever to read. Not because it was bad or boring, but neither was it strongly propulsive. Chatty, is what I'd call it, but with a lot of good commentary from a lot of different angles about writing, the writing life, the pursuit of an MFA, etc. I just I kept getting distracted by all sorts of other shiny things.It's a collective anecdotal narrative, with input from people you've heard of (T.C. Boyle, John Irving, Sandra Cisneros, Allan Gurganus) and then a bunch you haven't, because it's not all about becoming famous or successful but rather the process of becoming a working writer, whatever that means to the people in question.And there's something very sweet about it, all these people talking about craft and what it means to them to be writers -- they manage to sidestep what could be a super narcissistic chorus. Instead it's very affirmative, that there are as many different ways to be a writer as there are writers. Which I know, doh. But it hit me at just the right time, and I do recommend it for anyone who's interested in that kind of discussion. ...more",Notes are private!,0,0,1,"Dec 16, 2011","Jan 14, 2012","Dec 18, 2011",,Paperback,view (with text),/book/show/7553419-we-wanted-to-be-writers
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And So it Goes: Kurt Vonnegut: A Life,"Shields, Charles J.*",0805086935,9780805086935,0805086935,513        pp,3.96,"2,646","Nov 08, 2011",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Still trying to formulate what I want to say here. I enjoyed the window into Kurt Vonnegut's life -- he's always been kind of furniture-like in my reaStill trying to formulate what I want to say here. I enjoyed the window into Kurt Vonnegut's life -- he's always been kind of furniture-like in my reading life, a major gateway to more sophisticated reading when I was in my early teens but not anyone I had a sense of past his books, so that was interesting and enlightening.But I had a very strong sense that I wasn't reading the book that showed up on the shelves in the middle of November. Mine was a galley and really thick with copy editing errors, notably more than just about any pre-pub version of a book I can remember reading. I'm sure there was a push to get it out on time for Vonnegut's birthday, and hence to push the galleys along, but it was like no one had even read page proofs. And while that kind of thing is eminently forgivable, I have to wonder how much line editing was done on the book as well before final publication. It was enormously full of detail -- Shields' research was exhaustive -- to the point where some paring down would have streamlined and helped. And hey, if I can see that, I imagine the good editors at Henry Holt would have picked up on it as well, and I'm not going to feel comfortable quibbling with anything stylistic about the book until I can check out a finish copy. My criticisms aren't huge, really, but they definitely exist as far as the version I read. But as a biography, and as far as the subject matter goes, it's good stuff. What a sad fellow Vonnegut was. And Jill Krementz, his second wife, comes off as the world's worst harpy....more",Notes are private!,0,0,1,"Nov 25, 2011","Dec 12, 2011","Nov 25, 2011",,Hardcover,view (with text),/book/show/10816769-and-so-it-goes
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isak Dinesen: The Life of a Storyteller,"Thurman, Judith",0312135254,9780312135256,0312135254,512        pp,4.06,"1,249","Jan 01, 1982","Oct 15, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good biography. It has to be both rewarding and challenging to write about someone who felt that her life was one big narrative project, and thisVery good biography. It has to be both rewarding and challenging to write about someone who felt that her life was one big narrative project, and this was really well done and thorough -- you got a feeling for the sense of Dinesen's life, both her own and from those around her, not just the details and dates. Which is what I really want from a biography, and this one definitely captured her whole dramatic, messy essence....more",Notes are private!,0,0,1,"Nov 15, 2011","Nov 23, 2011","Nov 15, 2011",,Paperback,view (with text),/book/show/26472.Isak_Dinesen
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of Africa / Shadows on the Grass,"Dinesen, Isak",0679724753,9780679724759,0679724753,462        pp,4.21,"11,444",1937,"Oct 23, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just beautiful, especially her descriptions of the natural world, animals and birds and landscape. Her writing about the natives, well... it's of its Just beautiful, especially her descriptions of the natural world, animals and birds and landscape. Her writing about the natives, well... it's of its time and place, certainly, which is to say wide-eyed unabashedly colonial, but not quite over the line of condescending, so the only thing to do is take it for what it is and keep reading. Dinesen was a woman of dualities, and she mostly dealt with them by expressing them and stopping right there: She loved and respected the majesty and the beauty of the lion; she felt powerful when she shot the lion. That is all, no justification in either direction. But the writing is knockout, and worth acquiescing to her worldview:The early morning air of the African highlands is of such a tangible coldness and freshness that time after time the same fancy there comes back to you: you are not on earth but in dark deep waters, going ahead along the bottom of the sea. It is not even certain that you are moving at all, the flows of chilliness against your face may be the deep-sea currents, and your car, like some sluggish electric fish, may be sitting steadily upon the bottom of the Sea, staring in front of her with the glaring eyes of her lamps, and letting the submarine life pass her by. The stars are so large because they are no real stars but reflections, shimmering up on the surface of the water....more",Notes are private!,0,0,1,"Oct 31, 2011","Nov 14, 2011","Nov 02, 2011",,Paperback,view (with text),/book/show/26474.Out_of_Africa_Shadows_on_the_Grass
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alfred Hitchcock Presents: Stories That Scared Even Me,"Hitchcock, Alfred",0394412311,9780394412313,0394412311,463        pp,3.90,859,1967,"Jan 01, 1967",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More like 3.5 stars, because it wasn't bad... just dated, some of them uncomfortably so. And some were so melodramatic it'd turn your hair white, but More like 3.5 stars, because it wasn't bad... just dated, some of them uncomfortably so. And some were so melodramatic it'd turn your hair white, but in an enjoyable, duck and cover, kind of way. I talked about a few of the stories last week on the blog, and I'll probably put it down for now until next fall. ...more",Notes are private!,0,0,1,"Oct 24, 2011","Oct 29, 2011","Oct 24, 2011",,Hardcover,view (with text),/book/show/485558.Alfred_Hitchcock_Presents
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lamb,"Nadzam, Bonnie",1590514378,9781590514375,1590514378,275        pp,3.43,"1,702","Sep 13, 2011","Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeously written, complex, and creepy story of a middle-aged man and an 11-year-old girl. As simple as that setup is, and as much as there's no gettGorgeously written, complex, and creepy story of a middle-aged man and an 11-year-old girl. As simple as that setup is, and as much as there's no getting away from its inherent wrongness, their story is complex and nuanced in unpredictable, jittery ways. It's not so much about the evils of child molestation as it is a study in need, and what it does to people. The rug is pulled out from under you for the entire length of the book, and all done extremely well. Bonnie Nadzam's a hell of a writer -- this is one of those books that shakes you. And not in a warm fuzzy way, either. But for all that, it's a terrifically well-done, wrenching tale of manipulation, wanting, self-deception, and how that all operates on innocence. Excellent stuff, especially if you're looking beyond a morality play about good and evil....more",Notes are private!,0,1,1,"Oct 21, 2011","Oct 27, 2011","Oct 22, 2011",,Paperback,view (with text),/book/show/10155571-lamb
