,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kathy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Separate Peace,"Knowles, John",,,0743253973,208        pp,3.59,"218,882","Jan 01, 1959","Sep 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is kind of dark and unsettling, but it is also really well written and interesting. I read it once before as a teenager. As is the norm for This book is kind of dark and unsettling, but it is also really well written and interesting. I read it once before as a teenager. As is the norm for me with books, I didn’t remember much of the story at all. I remembered the mood of it and the setting, a boys school in New England. I remembered the tree which is an important part of the story. Mostly I remembered how powerfully it affected me emotionally. The setting is described so well that I feel like I know the place and would recognize it if I saw it. The story is interesting and moves quickly. It is a pretty quick read. As for the characters, I couldn’t totally relate to them or always understand their motivations, but I did care about them. It is a book that has definitely left me thinking a lot, which is always a good thing. I also consider it good when I feel so immersed in a book that I feel like I’m part of that world for a little while and become invested enough in the characters that what happens to them really matters to me, which was the case with this book....more",Notes are private!,0,0,3,"not setJul 27, 2022not set","Oct 18, 2008not setnot set","Oct 01, 2008",,Paperback,view (with text),/book/show/5148.A_Separate_Peace
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peace Like a River,"Enger, Leif",0802139256,9780802139252,B007CV7V5W,312        pp,4.01,"90,381","Aug 02, 2001","Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent book! I went into it not knowing anything about it, not even reading a summary, which is always fun. I was just intrigued by Michelle's shorExcellent book! I went into it not knowing anything about it, not even reading a summary, which is always fun. I was just intrigued by Michelle's short --""Now, that's good writing!"" I was a little worried at first, though, because I could sense there were some evil underpinnings, and I wasn't sure how much of that I was up for. I'm kind of a wimp, but I don't love reading about really bad people doing really bad things, especially if there are a lot of disturbing details involved. I didn't need to worry though. While there was definitely evil involved and bad things happening to people, it was far outweighed by all the goodness, the faith, the love, and the beauty in the story. It was an exciting and interesting story, but my favorite thing about it was the characters. I'm going to miss them. In fact, I've already decided this is a book I have to read again someday. ...more",Notes are private!,0,0,1,not set,"Dec 12, 2008","Sep 18, 2008",,Paperback,view (with text),/book/show/227571.Peace_Like_a_River
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Shiny Morning,"Frey, James",0061573132,9780061573132,0061573132,501        pp,3.84,"14,754","May 12, 2008","May 13, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A  I read somewhere got me interested in checking out this book. The best part was before the book even started where there was a page that statA  I read somewhere got me interested in checking out this book. The best part was before the book even started where there was a page that stated, ""Nothing in this book should be considered accurate or reliable."" That made me laugh, considering the author's history of embellishing and lying in his memoirs, and this is a novel where he should have free rein of his imagination.I noticed the reduced punctuation, sort of like in the other book I just read, The Road. This, however, was more annoying and confusing. It didn't seem to have any real meaning, either, other than laziness maybe. It also seemed kind of random. Sometimes it was there and sometimes it wasn't. I liked the jumping from character to character and wondering how and if they would tie in to each other at some point. The characters stories were interesting and well told. It was fun reading about all these places in Southern California that were familiar to me. I decided last night, though, that I just didn't want to go on in the story. There was just a seediness and evil involved in some of the stories that didn't sit well with me. I know it represents life and lots of great literature has evil involved, including some books I love. I just wasn't up for it. Maybe it turned out to be a great book, I couldn't say. It seemed to have some potential. I just know I reached a point where I decided it wasn't worth it to me. There are too many other books out there that I want to read and not enough time.I did find it funny when he talked about San Bernardino, where I used to live, and mentioned the 16-lane highway. What? There are no 16-lane highways anywhere near San Bernardino. Then later he's talking about Venice Beach, about a homeless man who lives there begging for money to buy alcohol.""It takes Joe between five minutes and three hours to receive the donations necessary to purchase his daily dose of alcohol. If it's summer, and the hordes of tourists are swarming, and there are sometimes as many as 250,000 per day on Venice Beach, the money comes quickly. In the winter, when the number dwindles to as few as 25,000 per day, it might take longer.""Seriously? 250,000 people per day in the summer and 25,000 per day in the winter? That made me laugh for 10 minutes. I'm not all that familiar with Venice Beach, but you've got to be kidding me. I've been to the beach in the winter, maybe not Venice Beach, but you see a handful of people here and there. I have a hard time imagining 25,000 people passing through. Maybe he does these huge exaggerations just to be funny, because they kind of were, or maybe he's just lazy to check out any kind of fact, so his disclaimer at the beginning got him off the hook for that. I don't know, but it's kind of weird reading a book, even a novel, where you can't believe a word he says!...more",Notes are private!,0,0,1,not set,Sep 2008,"Sep 08, 2008",,Hardcover,view (with text),/book/show/2179832.Bright_Shiny_Morning
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,395","Sep 26, 2006","Oct 02, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was really powerful. It had me hooked from the first couple of pages and I had a hard time putting in down until I was done. It is basicallyThis book was really powerful. It had me hooked from the first couple of pages and I had a hard time putting in down until I was done. It is basically about a man and his son living in a post-apocalyptic world. It is a barren world where nothing can grow any longer, so when the world runs out of whatever food is already there, everyone will die. There is horrible evil all around. There was a particular scene that reminded me of Joseph Conrad's Heart of Darkness. Maybe that was on purpose by the author, I don't know, but it did make me realize that there were similar themes going on about the darkness that men can descend to when civilization is stripped away. I think at the heart of the book, though, was love and goodness and that's what made it bearable.I thought about this book a lot after finishing it. I think for me the point is how we live our lives. All of our time is limited. Here it was a fight for survival, but what's the point of living, say, two more days than someone else because you wouldn't share your food? You still die. At least if you can live with kindness and love, your life itself meant something and brought some joy to yourself and others. I don't think the point is the destination so much as ""the road,"" or the way you get there.The writing was really compelling and different. There was limited punctuation. The lack of quotation marks threw me off a little at first, but I actually ended up being able to follow who was saying what without difficulty. I think it was just down to essentials, just like the characters were, and even their dialogue. Nothing wasted. Here's an excerpt from the beginning to give a feel for the setting and writing:On the far side of the river valley the road passed through a stark black burn. Charred and limbless trunks of trees stretching away on every side. Ash moving over the road and the sagging hands of blind wire strung from the blackened lightpoles whining thinly in the wind. A burned house in a clearing and beyond that a reach of meadowlands stark and gray and a raw red mudbank where a roadworks lay abandoned. Farther along were billboards advertising motels. Everything as it once had been save faded and weathered. At the top of the hill they stood in the cold and the wind, getting their breath. He looked at the boy. I'm all right, the boy said. The man put his hand on his shoulder and nodded toward the open country below them. He got the binoculars out of the cart and stood in the road and glassed the plain down there where the shape of a city stood in the grayness like a charcoal drawing sketched across the waste. Nothing to see. No smoke. Can I see? the boy said. Yes. Of course you can. The boy leaned on the cart and adjusted the wheel. What do you see? the man said. Nothing. He lowered the glasses. It's raining. Yes, the man said. I know.There were disturbing scenes and it was difficult in a way, but I found that I felt kind of detached, sort of like the characters had to be. I didn't cry at all despite very sad situations, but I did think a lot and I am pretty sure this is a book that will stick with me....more",Notes are private!,0,0,1,not set,"Aug 30, 2008","Aug 29, 2008",,Hardcover,view (with text),/book/show/6288.The_Road
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assassination Vacation,"Vowell, Sarah",074326004X,9780743260046,074326004X,258        pp,3.93,"46,513","Mar 01, 2005",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2008",,Paperback,view,/book/show/3110.Assassination_Vacation
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Husband of Zebra Drive        (No. 1 Ladies' Detective Agency, #8)","McCall Smith, Alexander*",1405617705,9781405617703,0375422730,213        pp,4.08,"26,631","Apr 17, 2007","Apr 17, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been several years since I have read a book in this series. I have always enjoyed them. They center on a ladies' detective agency in Botswana, AfIt's been several years since I have read a book in this series. I have always enjoyed them. They center on a ladies' detective agency in Botswana, Africa, particularly on the owner, Precious Ramotswe and her cases and the people around her. They are light and easy, sometimes really funny, and sometimes have really interesting little detective cases. I must say this one wasn't as good as I remember previous ones being. It's kind of like a television show where you may like the characters, setting and style, but certain episodes just aren't as good as others. I still liked it overall, but the subplots in this one really didn't do much for me. Sometimes it's funny and sometimes it gets a little old how the author always brings up certain things like Mma Makutsi's 97% test score and Mma Ramotswe's ""traditional build."" I do like the general style of the book and I love Mma Ramotswe's wisdom. She is a great character. Here's an excerpt I really liked that I came across last night as I was finishing the book. It doesn't give anything away as far as the story.""The world, Mma Ramotswe believed, was composed of big things and small things. The big things were written large, and one could not but be aware of them--wars, oppression, the familiar theft by the rich and the strong of those simple things that the poor needed, those scraps which would make their life more bearable; this happened, and could make even the reading of a newspaper an exercise in sorrow. There were all those unkindnesses, palpable, daily, so easily avoidable; but one could not think just of those, thought Mma Ramotswe, or one would spend one's time in tears--and the unkindnesses would continue. So the small things came into their own: small acts of helping others, if one could; small ways of making one's own life better: acts of love, acts of tea, acts of laughter. Clever people might laugh at such simplicity, but, she asked herself, what was their own solution?""There is a lot in these books about appreciating the simple things in life and living a moral life. The main characters are really good, ordinary people that are easy to like. So while I was a little disappointed with the plots in this one, I'm sure I'll be getting around to reading the 9th book sooner or later....more",Notes are private!,0,0,1,not set,"Aug 25, 2008","Aug 13, 2008",,Hardcover,view (with text),/book/show/7058.The_Good_Husband_of_Zebra_Drive
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,050","Jan 28, 1813","Oct 10, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of my favorite books. I just love it. I can read it over and over, and I have! It always makes me smile and laugh, and sometimes makes me This is one of my favorite books. I just love it. I can read it over and over, and I have! It always makes me smile and laugh, and sometimes makes me cry. I never get tired of it. I can turn to any page and happily jump in to that world. It's one of my comfort books. Jane Austen is so good at developing characters and making them seem real. After seeing the A&E movie so many times it is hard for me to separate that from the book. As I read the book the scenes from the movie are in my head. It is fun getting the extra insight from the book though, and it is much more portable! Here's a passage from the book that I particularly enjoyed. The dialogue is almost identical to the movie, but I love the added commentary in the narration. Caroline Bingley is talking to Mr. Darcy, who she has her sights set on, about Elizabeth Bennett, who she is jealous of because she knows Mr. Darcy is attracted to her.""For my own part,"" she rejoined, ""I must confess that I never could see any beauty in her. Her face is too thin; her complexion has no brilliancy; and her features are not at all handsome. Her nose wants character; there is nothing marked in its lines. Her teeth are tolerable, but not out of the common way; and as for her eyes, which have sometimes been called so fine, I never could perceive anything extraordinary in them. They have a sharp, shrewish look, which I do not like at all; and in her air altogether, there is a self-sufficiency without fashion, which is intolerable.""Persuaded as Miss Bingley was that Darcy admired Elizabeth, this was not the best method of recommending herself; but angry people are not always wise; and in seeing him at last look somewhat nettled, she had all the success she expected. He was resolutely silent however; and, from a determination of making him speak, she continued,""I remember when we first knew her in Hertfordshire how amazed we all were to find that she was a reputed beauty; and I particularly recollect your saying one night, after they had been dining at Netherfield, 'She a beauty!--I should as soon call her mother a wit.' But afterwards she seemed to improve on you, and I believe you thought her rather pretty at one time.""""Yes,"" replied Darcy, who could contain himself no longer, ""but that was only when I first knew her, for it is many months since I have considered her as one of the handsomest women of my acquaintance.""He then went away, and Miss Bingley was left to all the satisfaction of having forced him to say what gave no one any pain but herself.Overall this is a funny, entertaining, sweet, and romantic book with great characters and lots of clever dialogue and observations. I have read all of Jane Austen's books, except maybe Northanger Abbey (I can't remember), and although I enjoy them all, this is far and away the best!...more",Notes are private!,0,1,2,"not setJul 27, 2022","Oct 04, 2008not set","Aug 13, 2008",,Paperback,view (with text),/book/show/1885.Pride_and_Prejudice
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Lecture,"Pausch, Randy",1401323251,9781401323257,1401323251,206        pp,4.26,"345,317","Apr 08, 2008","Apr 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this book a couple weeks ago and we discussed it in book club last week, just a few days before Randy Pausch died. I really enjoyed the booI finished this book a couple weeks ago and we discussed it in book club last week, just a few days before Randy Pausch died. I really enjoyed the book. It was a very quick and easy read and very entertaining and interesting, but also sad. With seeing his lecture online, seeing a profile of him by Diane Sawyer, and now reading this book I definitely feel a sadness at his loss and what that means for his family. He had a lot of good insights and life lessons in the book. Just yesterday when Gabe was complaining a little about scouts I read him the little section where Randy talks about scouting and how if he saw Eagle scout on the resume he would almost always try to hire the person. That really seemed to impress Gabe and help his attitude. Since reading the book I have thought a lot about what my dreams are and how I could accomplish them. He lived a very full life and this is a precious gift he has left for his children. I think they will never doubt how much he loved them and their mother. ...more",Notes are private!,0,0,1,not set,"Jul 20, 2008","Jul 29, 2008",,Hardcover,view (with text),/book/show/2318271.The_Last_Lecture
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born on a Blue Day,"Tammet, Daniel*",1416535071,9781416535072,B0095H1LSE,226        pp,3.84,"23,090","Jan 09, 2006","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book. It was interesting to read from the perspective of a person with Asperger's Syndrome, close to home since our son Gabe (13) has AI enjoyed this book. It was interesting to read from the perspective of a person with Asperger's Syndrome, close to home since our son Gabe (13) has Asperger's Syndrome. Daniel Tammet is different in that he also has the rare condition of synesthesia, a mixing of the senses. He sees numbers as shapes, colors, textures, and motions. He also has savant syndrome. His unusual experience with numbers was interesting to read about. He does mathematical problems in his mind in a visual way that is fascinating. At times he goes into more detail than I really cared about, even though I enjoy math, but I had Gabe read those parts and he found them interesting. I had thought it might be good for Gabe to read the whole book, but he really never got interested beyond just the parts where the author talks specifically about numbers and math. I enjoyed reading about Daniel's parents. They were obviously very supportive, devoted, and loving. It was hard reading about some of the difficulties and pain of his childhood, but inspiring how he far he has been able to progress and overcome many of his challenges. He is able to live and work independently and has love and friendship in his life, as well as challenging and rewarding work. The following quote struck me.""It was the strangest thing: the very same abilities that had set me apart from my peers as a child and adolescent, and isolated me from them, had actually helped me to connect with other people in adulthood and to make new friends.""This is what I have always felt for Gabe. I believe that as an adult he will have more opportunities to find his niche and create a life that will be very happy and productive, and this sort of reinforced that idea for me.I learned about this book from a television news program that spotlighted Daniel and told his story. There is also a documentary, called Brainman, that I would like to see. Daniel definitely has some amazing abilities and an interesting life!...more",Notes are private!,0,0,1,not set,"Jul 14, 2008","Jul 14, 2008",,Hardcover,view (with text),/book/show/74812.Born_on_a_Blue_Day
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh, the Places You’ll Go!",Dr. Seuss,0679805273,9780679805274,0679805273,44        pp,4.36,"406,708","Jan 22, 1990","Jan 22, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just had to add this book because it is seriously one of my favorite children's books ever, if not the favorite! Children's books should be fun to rI just had to add this book because it is seriously one of my favorite children's books ever, if not the favorite! Children's books should be fun to read out loud, and this is so much fun to read! The kids sometimes want to read it and I have a hard time giving up reading privileges on this one because I love to read it so much. The message is so great, too. There have been a couple of times when I have quoted parts of it in pep talks to the kids. Josh (10) has heard this one a number of times.I'm sorry to say sobut, sadly, it's truethat Bang-upsand Hang-upscan happen to you.You can get all hung upin a prickle-y perch.And your gang will fly on.You'll be left in a Lurch.You'll come down from the Lurchwith an unpleasant bump.And the chances are, then,that you'll be in a Slump.And when you're in a Slump,you're not in for much fun.Un-slumping yourselfis not easily done.(and then a little later . . .)But on you will gothough the weather be foul.On you will gothough your enemies prowl.On you will gothough the Hakken-Kraks howl.Onward up manya frightening creek,though your arms may get soreand your sneakers may leak.On and on you will hike.And I know you'll hike farand face up to your problemswhatever they are.It's a great message for children and a great message even for us grown-ups. And it's fun! I'd quote the whole book, but just go read it!...more",Notes are private!,0,6,1,not set,not set,"Jun 20, 2008",,Hardcover,view (with text),/book/show/191139.Oh_the_Places_You_ll_Go_
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sleep, Baby, Sleep: Lullabies and Night Poems","Hague, Michael",0688108776,9780688108779,0688108776,80        pp,3.67,9,Sep 1994,"Jan 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book we have had for years and I love it! It is full of soothing lullabies and bedtime poems. In the back of the book is all the music for tThis is a book we have had for years and I love it! It is full of soothing lullabies and bedtime poems. In the back of the book is all the music for the lullabies. The illustrations are really nice as well. I guess I have a soft spot for this book because it used to put Gabe (13 now) to sleep every night when I read it to him. The other night as I read it to Noah (2) he fell asleep too. I really like most of the poems in there. Here are a couple of my favorites:The White Seal's LullabyOh! hush thee, my baby, the night is behind us,And black are the waters that sparkled so green.The moon, o'er the combers, looks downward to find usAt rest in the hollows that rustle between.Where billow meets billow, there soft be thy pillow,Oh, weary wee flipperling, curl at thy ease!The storm shall not wake thee, nor shark overtake thee,Asleep in the arms of the slow-swinging seas.Rudyard KiplingLullabyCat's in the alleyFlower's in the potMoon's in the sky andBaby's in the cotTree and the lamppostStanding by the doorBig dog is sleepingOn the kitchen floorNow nighttime is fallingThere are shadows all aroundBaby's gonna sleepTill the sun shines downMama and PapaAre standing by your bedSweet dreams are comingTo fill your sleepy headJohn Plotz...more",Notes are private!,0,0,1,not set,"Jun 20, 2008","Jun 20, 2008",,Hardcover,view (with text),/book/show/2451340.Sleep_Baby_Sleep
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Mortenson, Greg*",0143038257,9780143038252,B004P3S672,349        pp,3.66,"343,883","Mar 02, 2006","Jan 30, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book was really inspiring and interesting, but I guess I just lost steam. I have tried and tried to finish it, but I just can't seem toI thought this book was really inspiring and interesting, but I guess I just lost steam. I have tried and tried to finish it, but I just can't seem to get through it. I'm never in the mood to pick it up, or when I do I fall asleep! I got through the first half pretty well and really enjoyed it, even though I felt like it required a lot of concentration so I wasn't really motoring through it. I had to keep renewing it and returning it to the library and checking it out again. I worked my way through most of it, but I finally decided to throw in the towel since it's due again, even though I'm not that far from the end. I'm just tired of trying to make myself read it. I was quite impressed with Greg Mortensen's determination. It really is quite amazing how much he was able to accomplish and what an influence he has had. I also enjoyed learning more about that part of the world (Pakistan) that I was not very familiar with. It definitely, along with Randy Pausch's book The Last Lecture that I just read, made me think a lot about what I want to accomplish in my life and what my dreams are. I can't say I've come to any conclusions, but it has got me thinking anyway. I guess the fact that I couldn't finish the book shows me that I need to develop a little more focus and concentration before I can accomplish anything very important though!...more",Notes are private!,0,0,1,not set,Aug 2008,"Jun 13, 2008",,Paperback,view (with text),/book/show/49436.Three_Cups_of_Tea
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Preserving Summer's Bounty: A Quick and Easy Guide to Freezing, Canning, and Preserving, and Drying What You Grow","McClure, Susan",0875969798,9780875969794,0875969798,384        pp,3.90,174,"Apr 15, 1995","Apr 15, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a really useful and informative book. It goes into many different aspects of preserving food including drying, canning, freezing, pickling, maThis is a really useful and informative book. It goes into many different aspects of preserving food including drying, canning, freezing, pickling, making jam, using root cellars, etc. It talks about when to pick fruits and vegetables at their peak. I don't have a ton of experience with a lot of this stuff, and I found this book to be really easy to understand and the directions easy to follow. I checked out quite a few books on preserving food from the library, and this is the one that rose to the top of the pack as the most useful due to the fact that it included so many different methods of preserving. In fact, I just bought a copy because I felt I needed to have it as a reference. There are also a bunch of recipes in the back for using fresh produce, although not many specific canning recipes....more",Notes are private!,0,0,1,not set,Jun 2008,"May 31, 2008",,Paperback,view (with text),/book/show/335785.Preserving_Summer_s_Bounty
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Bright Ideas,"Kring, Sandra*",0385338147,9780385338141,0385338147,309        pp,3.99,"6,926","Jan 01, 2006","May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was a little up and down on this book while reading it. I read it very quickly to finish it for my book club and it was a pretty easy read, but I haI was a little up and down on this book while reading it. I read it very quickly to finish it for my book club and it was a pretty easy read, but I had a hard time deciding how I felt about it. There were definitely some compelling scenes and situations. It's hard to explain what my ambivalence was, but what made me decide I really liked it after all was how it has kept me thinking about it since I finished. The characters were really realistic and full. A really strong theme that I took from it was how we judge other people. There was a great contrast in characters and the way they treated people. Aunt Verdella was so open and loving to everyone, always giving people the benefit of the doubt and treating people with such kindness, despite her own disappointments and problems in her life. Then there was Jewel, who was cold and judgmental and rarely displayed any kindness, although she wasn't really a bad person. Reading this book has really made me think a lot about where on that spectrum I fall and wanting to be more like Aunt Verdella. I figure any book that inspires me to be a better person is definitely worth reading!...more",Notes are private!,0,0,1,not set,"May 27, 2008","May 27, 2008",,Paperback,view (with text),/book/show/232251.The_Book_of_Bright_Ideas
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Walked In        (Love Walked In, #1)","Santos, Marisa de los*",0452287898,9780452287891,0452287898,307        pp,3.72,"37,776","Dec 29, 2005","Nov 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was recommended to me a long time ago by my sister, Juli, and I finally got around to reading it. Looking back at it after reading it, it really This was recommended to me a long time ago by my sister, Juli, and I finally got around to reading it. Looking back at it after reading it, it really doesn't stand up to much scrutiny. The characters somehow didn't ever feel totally real or filled out to me, especially some of the smaller characters. The dialogue was a little too perfect, I guess to go along with all the perfectly beautiful people. There were some plot contrivances and a lot of the story was rather predictable. But despite all that, while I was reading it I really did enjoy the story and I wanted to keep going. I read it in just a couple of days because it's an easy read and it held my interest. It was sweet and romantic and heartwarming and sad at times. There were lots of references to old movies and books, some of which I was familiar with and some not, but that was kind of fun. So overall, not perfect by any means, but I enjoyed the time spent reading it....more",Notes are private!,0,0,1,not set,"Jul 04, 2010","May 24, 2008",,Paperback,view (with text),/book/show/115076.Love_Walked_In
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rare Encounters with Ordinary Birds: Notes from a Northwest Year,"Haupt, Lyanda Lynn*",1570613028,9781570613029,1570613028,191        pp,4.15,498,2001,"Nov 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How did I end up reading a book about birds when I have spent very little of my life noticing or thinking about birds? I can hardly identify one kind How did I end up reading a book about birds when I have spent very little of my life noticing or thinking about birds? I can hardly identify one kind of bird from another, other than obvious distinctions like penguin and owl. Sure, sometimes I'll hear a pretty bird song or notice an unusually colored bird, but for the most part, in spite of my love of nature, birds just haven't captured my interest or attention. Well, I'll tell you how. Sammy has been learning about birds in third grade. He has been pointing out different birds and telling me what kind they are and even talked about birdwatching at recess. I thought it would be fun to get some books from the library about the birds in the area to help identify them and to help me know what he was talking about it. So based on some online searching of the library catalog, this book sounded promising and I requested it along with some others. The others worked for what I had in mind, but this was different. It was more like a diary of observations and thoughts about birds written by an expert and lover of birds. I started reading it just to see what it was, and really enjoyed the author's style and anecdotes. It was written in a way that I really didn't need any special bird knowledge to enjoy it. It was an easy and interesting read.I doubt that I will ever become much of an expert on birds, but reading this book has led me to appreciate and notice them more. More than anything though, it's just given me a deeper appreciation of nature in general, the interconnectedness of all living things, and the amazing diversity of life....more",Notes are private!,0,1,1,not set,"May 19, 2008","Apr 24, 2008",,Hardcover,view (with text),/book/show/1410758.Rare_Encounters_with_Ordinary_Birds
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Thousand White Women: The Journals of May Dodd        (One Thousand White Women, #1)","Fergus, Jim*",0312199430,9780312199432,0312199430,434        pp,3.90,"129,404","Mar 15, 1998","Feb 15, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book had an interesting concept. According to the author, back in the 1800's an Indian chief tried to make a deal with the U.S. governmI thought this book had an interesting concept. According to the author, back in the 1800's an Indian chief tried to make a deal with the U.S. government to exchange 1,000 white women for 1,000 horses. They wanted to marry these women and have children with them as a way of blending the cultures and have a legitimate place in the white world. In real life this idea was rejected, but the idea of the novel is that this really happened. It's written as a diary of one of the women that joins this program. I enjoyed the story for awhile, though I was somewhat annoyed by the main character's total lack of respect. I understand having an independent mind and having her own attitudes and beliefs about things, but I felt like she was really disrespectful to basically all religion and to the Native American's beliefs and traditions. I liked it okay, though, up until a character was introduced, Jules Seminole, that was so horrible and disgusting that it totally turned me off. I continued because it was a book club book and I wanted to participate, but it did become rather violent and disturbing for my taste and I felt like I was forcing myself to keep reading and not really enjoying it. Things let up a bit, and overall I won't say I hated it, but I really can't say I liked it either. ...more",Notes are private!,0,0,1,not set,"Apr 29, 2008","Apr 12, 2008",,Paperback,view (with text),/book/show/33512.One_Thousand_White_Women
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiger,"Allen, Judy",1564020835,9781564020833,1564020835,32        pp,4.24,38,"Jan 01, 1992","Oct 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I haven't been bothering to add the books to my list that I read with the kids unless they really stick out to me, so probably all the children's bookI haven't been bothering to add the books to my list that I read with the kids unless they really stick out to me, so probably all the children's books I put in here will be highly rated. I loved this book from the library that we read tonight. The illustrations are awesome, because really, how can you have a great picture book without great pictures! The story is interesting and different, with a little unexpected twist. Basically the story is that there is a rumor in a Chinese village that there is a tiger in the woods nearby. Everyone wants to figure out the best way to hunt and kill it, which is upsetting to a young boy named Lee. Things get interesting when a great hunter comes to the village to find the tiger. This is definitely a cut above the usual. For a short little picture book, I was actually really involved in the story. This one is worth looking for! ...more",Notes are private!,0,0,1,not set,"Apr 04, 2008","Apr 04, 2008",,Hardcover,view (with text),/book/show/2976045-tiger
