,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlene's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chestnut Man,"Sveistrup, Søren",0062895362,9780062895363,0062895362,519        pp,4.20,"69,953",2019,"Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I've only read two books twice. Blake Crouch's ""Dark Matter"" and this one ""The Chestnut Man"". Still a five star for me. Dark, dark crimes but I think I've only read two books twice. Blake Crouch's ""Dark Matter"" and this one ""The Chestnut Man"". Still a five star for me. Dark, dark crimes but a well written twist and turn story....more",Notes are private!,0,4,2,"May 27, 2020Dec 16, 2019","May 29, 2020Dec 19, 2019","Oct 25, 2019",,Hardcover,view (with text),/book/show/41154336-the-chestnut-man
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outlaw Ocean: Journeys Across the Last Untamed Frontier,"Urbina, Ian*",0451492943,9780451492944,0451492943,560        pp,4.35,"5,327","Aug 20, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2019",,Hardcover,view,/book/show/43345615-the-outlaw-ocean
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,965","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 27, 2019",,Hardcover,view,/book/show/25813942-this-tender-land
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Living Grave        (Katrina Williams, #1)","Dunn, Robert E.*",1601838085,9781601838087,1601838085,266        pp,4.07,148,"Sep 13, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/30811799-a-living-grave
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blues in the Dark,"Benson, Raymond*",1510747753,9781510747753,1510747753,312        pp,3.74,124,"Oct 08, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Hardcover,view,/book/show/43822143-blues-in-the-dark
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enigma of Clarence Thomas,"Robin, Corey",,,B076B3D3VY,298        pp,4.03,609,unknown,"Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Kindle Edition,view,/book/show/36595606-the-enigma-of-clarence-thomas
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five: The Lives of Jack the Ripper's Women,"Rubenhold, Hallie*",,,,336        pp,4.12,"53,953","Feb 26, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2019",,Kindle Edition,view,/book/show/37545347-the-five
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Voyage of Mrs Henry Parker,"Nell, Joanna*",1473685923,9781473685925,B07MZ6R59V,308        pp,3.94,"1,857","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2019",,Kindle Edition,view,/book/show/44180082-the-last-voyage-of-mrs-henry-parker
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Wife,"Belle, Kimberly*",1488045356,9781488045356,,384        pp,4.00,"41,383","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2019",,ebook,view,/book/show/41587116-dear-wife
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Going to Hurt: Secret Diaries of a Junior Doctor,"Kay, Adam*",,,,280        pp,4.41,"282,832","Sep 07, 2017","Apr 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2019",,Paperback,view,/book/show/36349276-this-is-going-to-hurt
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,055,991",1988,"Apr 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A delightful read! Makes one ponder why we're here and our place in the universe and what makes a life well lived. Might have to read it again. It proA delightful read! Makes one ponder why we're here and our place in the universe and what makes a life well lived. Might have to read it again. It provided a lot of food for thought!...more,Notes are private!,0,5,1,"Sep 11, 2019","Sep 16, 2019","Sep 10, 2019",,Paperback,view (with text),/book/show/18144590-the-alchemist
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caging Skies,"Leunens, Christine",186941957X,9781869419578,186941957X,443        pp,3.08,"5,638","Nov 01, 2004","Apr 04, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2019",,Paperback,view,/book/show/25641300-caging-skies
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Liar,"Searle, Nicholas*",006240749X,9780062407498,006240749X,352        pp,3.36,"6,297","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2019",,Hardcover,view,/book/show/25817485-the-good-liar
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A People's Future of the United States: Speculative Fiction from 25 Extraordinary Writers,"LaValle, Victor",0525508805,9780525508809,0525508805,432        pp,3.79,"2,658","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2019",,Paperback,view,/book/show/40163361-a-people-s-future-of-the-united-states
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sold on a Monday,"McMorris, Kristina*",1492663999,9781492663997,1492663999,344        pp,3.98,"105,181","Aug 28, 2018","Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded up to 4 stars. Lots of good s on this one. It started strong, faded a little bit in the first part, but the story really picked up m3.5 rounded up to 4 stars. Lots of good s on this one. It started strong, faded a little bit in the first part, but the story really picked up midway and kept me turning the pages. Set in 1931 during the Depression, a newspaper reporter takes a picture of two children with the sign ""children for sale"". The picture ends up in the paper along with a story - which propels the reporter to a little bit of notoriety along with donations for the family - just not enough for a poor single mother to keep the family together during hard times. When our reporter visits the family and finds them gone, he realizes the chain of events he has set in motion with his story and the picture. And this is his story of trying to find them and right a wrong....more",Notes are private!,0,3,1,"Sep 02, 2019","Sep 04, 2019","Sep 01, 2019",,Paperback,view (with text),/book/show/40216800-sold-on-a-monday
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ted Bundy: Conversations with a Killer: The Death Row Interviews,"Michaud, Stephen G.",1928704174,9781928704171,1928704174,298        pp,3.82,"4,254",1989,"Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2019",,Paperback,view,/book/show/205661.Ted_Bundy
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Things: The New Japanese Minimalism","Sasaki, Fumio",0393609030,9780393609035,0393609030,259        pp,3.80,"39,293",Jun 2015,"Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2019",,Hardcover,view,/book/show/30231806-goodbye-things
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arrangement,"Harding, Robyn*",198211049X,9781982110499,198211049X,343        pp,3.73,"21,500","Jul 30, 2019","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2019",,Hardcover,view,/book/show/42201920-the-arrangement
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A People's History of Heaven,"Subramanian, Mathangi",1616207582,9781616207588,1616207582,290        pp,4.04,"1,492",2019,"Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2019",,Hardcover,view,/book/show/40591946-a-people-s-history-of-heaven
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,943","Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 27, 2019",,Hardcover,view,/book/show/39507318-the-library-book
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Summer with Kim Novak,"Nesser, Håkan",,,9462380252,224        pp,3.57,"3,370",1998,"Nov 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2019",,Paperback,view,/book/show/25297461-a-summer-with-kim-novak
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Escape Room,"Goldin, Megan*",1250219655,9781250219657,1250219655,357        pp,3.83,"39,904","Jul 30, 2019","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2019",,Hardcover,view,/book/show/41150380-the-escape-room
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intrigo,"Nesser, Håkan",1509892192,9781509892198,B07CXWNDN5,574        pp,3.52,367,"Jan 09, 2018","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2019",,Kindle Edition,view,/book/show/41016785-intrigo
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,"Jones, Dan*",0525428305,9780525428305,0525428305,448        pp,3.90,"9,578","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2019",,Hardcover,view,/book/show/34312336-the-templars
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",,,B076V7Z8FN,704        pp,4.15,"36,712","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,not set,not set,"Aug 14, 2019",,Kindle Edition,view,/book/show/40776163-the-weight-of-ink
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One for Sorrow        (Isabel Fielding, #1)","Denzil, Sarah A.*",,,,311        pp,4.09,"8,267","Feb 12, 2018","Feb 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2019",,Kindle Edition,view,/book/show/38560268-one-for-sorrow
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Woman,"Lea, Caroline*",0718188977,9780718188979,0718188977,392        pp,3.69,"6,924","Feb 07, 2019","Feb 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2019",,Hardcover,view,/book/show/40917716-the-glass-woman
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inheritance: A Memoir of Genealogy, Paternity, and Love","Shapiro, Dani*",1524732710,9781524732714,1524732710,252        pp,3.89,"43,622","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2019",,Hardcover,view,/book/show/40364332-inheritance
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have You Seen Luis Velez?,"Hyde, Catherine Ryan*",1542042356,9781542042352,B07JZ3G2WQ,315        pp,4.39,"37,425","May 21, 2019","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2019",,Kindle Edition,view,/book/show/42632584-have-you-seen-luis-velez
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Mrs. Miller,"Dickson, Allison M.*",0525539263,,B07JLRM5KJ,351        pp,3.55,"10,093","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2019",,Kindle Edition,view,/book/show/42430774-the-other-mrs-miller
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Testaments        (The Handmaid's Tale, #2)","Atwood, Margaret*",,,,422        pp,4.19,"352,056","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2019",,Hardcover,view,/book/show/42975172-the-testaments
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",,,B07CL5ZLHX,338        pp,3.89,"114,943","Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There have been some great s of this book so I won't add much. It does start off with the author's love of books and libraries but quickly goes There have been some great s of this book so I won't add much. It does start off with the author's love of books and libraries but quickly goes into the fire that destroyed the library in 1986. I love the way the book smoothly moves from the fire to the history of the library system in LA, its librarians, the impact the fire had on the community and what the library as a whole meant to the community. And who knew one library could hold so MUCH information about so MANY different things! The author does take us back throughout the book to finding out who started the fire, the trial, the people involved. But, even though this is a history of the LA library, it drives home the importance of libraries to our communities and how the role of libraries as a whole has changed since their inception. Great read....more",Notes are private!,0,2,1,"Aug 19, 2019","Aug 26, 2019","Jul 29, 2019",,Kindle Edition,view (with text),/book/show/40019010-the-library-book
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman Who Smashed Codes: A True Story of Love, Spies, and the Unlikely Heroine who Outwitted America's Enemies","Fagone, Jason*",0062430483,9780062430489,0062430483,444        pp,4.09,"21,373","Sep 26, 2017","Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2019",,Hardcover,view,/book/show/32025298-the-woman-who-smashed-codes
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Philosophy: A Love Story,"Kaag, John*",0374537208,9780374537203,0374537208,272        pp,3.84,"1,421","Dec 13, 2016","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2019",,Paperback,view,/book/show/33931069-american-philosophy
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis","Anderson, Sam",0804137315,9780804137317,0804137315,428        pp,4.38,"8,763","Aug 21, 2018","Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2019",,Hardcover,view,/book/show/22318476-boom-town
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Key,"Ware, Ruth*",1501188771,9781501188770,1501188771,337        pp,3.92,"279,514","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2019",,Hardcover,view,/book/show/42080142-the-turn-of-the-key
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Living and the Dead in Winsford,"Nesser, Håkan",1447271920,9781447271925,1447271920,320        pp,3.76,"1,666",Jul 2013,"Jul 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2019",,Hardcover,view,/book/show/24544806-the-living-and-the-dead-in-winsford
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Indifferent Stars Above: The Harrowing Saga of a Donner Party Bride,"Brown, Daniel James*",0061348104,9780061348105,0061348104,288        pp,4.25,"26,104","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2019",,Hardcover,view,/book/show/6033525-the-indifferent-stars-above
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Delicate Storm        (John Cardinal and Lise Delorme Mystery, #2)","Blunt, Giles",042519678X,9780425196786,042519678X,352        pp,3.74,"2,736","Jan 01, 2003","Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this one better than the first book in this series. Two bodies are found - but this time there's more emphasis on how our two fine detectives I liked this one better than the first book in this series. Two bodies are found - but this time there's more emphasis on how our two fine detectives figure out who our killer is. Great deductive reasoning on the part of Cardinal - and Delorme gets a little more of her own ""time in the sun"" in this one. I like that - she's a good counter balance to Cardinal. The author brings in a bit of Canadian history from the 1970s into the story. Names have been changed but the history is still there. Looking forward to the next book in this series....more",Notes are private!,0,6,1,"Jul 19, 2019","Jul 23, 2019","Jul 13, 2019",,Mass Market Paperback,view (with text),/book/show/150448.The_Delicate_Storm
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Bloody Project: Documents Relating to the Case of Roderick Macrae,"Burnet, Graeme Macrae",1910192147,9781910192146,1910192147,282        pp,3.91,"33,197","Nov 05, 2015","Nov 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2019",,Paperback,view,/book/show/25694617-his-bloody-project
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forty Words for Sorrow: A Thriller,"Blunt, Giles",,,B000OIZV7K,370        pp,3.84,"6,380","Jun 19, 2000",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was made into a Canadian TV show. I watched the show and then decided to read the book to see how it was changed for the small screen. TV shThis book was made into a Canadian TV show. I watched the show and then decided to read the book to see how it was changed for the small screen. TV show pretty much followed the book. Gritty, gruesome crime, good police work in discovering the killer(s) - John Cardinal is our main guy on the Algonquin police force. Lise DeLorme is his newest partner. Book starts off with a young girl (First Nations) who is missing. Cardinal has been on the case for awhile. He doesn't want to let it go - and then a body is found. I'm into the second book in this series - will see if I continue - not sure I will if all the crimes are as gruesome as the ones in this book....more",Notes are private!,0,6,1,"Jul 10, 2019","Jul 13, 2019","Jul 10, 2019",,Kindle Edition,view (with text),/book/show/6627748-forty-words-for-sorrow
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Savage Harvest: A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art","Hoffman, Carl*",,,B00DB30K30,339        pp,3.65,"5,173","Mar 18, 2014","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2019",,Kindle Edition,view,/book/show/34744464-savage-harvest
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,556","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 22, 2019","Jul 28, 2019","Jun 14, 2019",,Hardcover,view,/book/show/42046112-recursion
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Polio: An American Story,"Oshinsky, David M.",0195152948,9780195152944,0195152948,342        pp,4.04,"5,591","Apr 01, 2005","Apr 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2019",,Hardcover,view,/book/show/881260.Polio
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Woman of Troublesome Creek,"Richardson, Kim Michele*",,,,309        pp,4.22,"217,305","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 11, 2019",,Paperback,view,/book/show/40914165-the-book-woman-of-troublesome-creek
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Sea Women,"See, Lisa*",,,B07GNV4F4S,383        pp,4.31,"119,760","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Kindle Edition,view,/book/show/41459660-the-island-of-sea-women
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Swans: Three Daughters of China,"Chang, Jung",,,,562        pp,4.28,"112,968",1991,"Aug 12, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2019",,Paperback,view,/book/show/1848.Wild_Swans
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1st to Die        (Women's Murder Club, #1)","Patterson, James*",0446696617,9780446696616,0446696617,424        pp,4.10,"338,819","Mar 05, 2001","May 20, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a 3.5 star for me but I rounded up! Older book - lots of s - so nothing major to add - but easy read, short chapters, with a lot of action/Just a 3.5 star for me but I rounded up! Older book - lots of s - so nothing major to add - but easy read, short chapters, with a lot of action/storyline packed into each one. Crimes are a little gruesome but I liked the police procedural part and loved the setting(s) - all places I have visited. I'll be continuing with this series....more",Notes are private!,0,5,1,"May 31, 2019","Jun 02, 2019","May 30, 2019",,Paperback,view (with text),/book/show/13137.1st_to_Die
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Time I Saw You,"Constantine, Liv*",0062868810,9780062868817,0062868810,309        pp,3.50,"27,493","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2019",,Hardcover,view,/book/show/41154320-the-last-time-i-saw-you
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keep You Close,"Cleveland, Karen*",1524797057,9781524797058,1524797057,333        pp,3.45,"5,036","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2019",,Hardcover,view,/book/show/41802891-keep-you-close
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This I Will Give to You,"Redondo, Dolores",1503956229,9781503956223,B077M3HLCJ,495        pp,4.13,"19,918",Nov 2016,"Sep 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2019",,Kindle Edition,view,/book/show/37673134-all-this-i-will-give-to-you
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"Purnell, Sonia",073522529X,9780735225299,073522529X,352        pp,4.15,"48,273","Mar 28, 2019","Apr 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 15, 2020","Jan 22, 2020","Apr 18, 2019",,Hardcover,view,/book/show/40595446-a-woman-of-no-importance
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold as the Grave        (Inspector McLean #9),"Oswald, James",1472249917,9781472249913,B07F6GMVHT,432        pp,4.30,"1,644","Feb 07, 2019","Feb 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Kindle Edition,view,/book/show/40791370-cold-as-the-grave
