,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BookOfCinz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parking Lot Attendant,"Tamirat, Nafkote",,,,240        pp,3.16,"1,867","Mar 13, 2018","Mar 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While The Parking Lot Attendant is short in pages, it felt long in a lot of ways. The book starts with a description of an island that is not named. IWhile The Parking Lot Attendant is short in pages, it felt long in a lot of ways. The book starts with a description of an island that is not named. I was very disoriented for the start of the book, I was totally confused as to what was happening, I might still be a little confused. I tried getting into the book but I was so confused by a lot of things the main characters did, specifically her pursuing this friendship with an older guy. Also, the older guy, WHAT?!This is a debut novel, there were a lot of things I didn't like, and a lot I did like, overall the book felt weak in a lot of ways. I will however read her future works. ...more",Notes are private!,0,2,1,"Jun 02, 2018","Jun 04, 2018","Mar 15, 2018",,Hardcover,view (with text),/book/show/31685809-the-parking-lot-attendant
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil That Danced on the Water: A Daughter's Quest,"Forna, Aminatta",0802140483,9780802140487,0802140483,416        pp,4.06,"1,003","May 01, 2002","Dec 18, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid 3.5 The Devil That Danced On The Water: A Daughter's Quest, is about Aminatta Forna's father Dr. Mohammed Forna, a politician in Sierra Leone duSolid 3.5 The Devil That Danced On The Water: A Daughter's Quest, is about Aminatta Forna's father Dr. Mohammed Forna, a politician in Sierra Leone during the civil war. This is a hard book to  mainly because it is one part memoir and another part biography. The writer is very close to the issue presented and it is clear that she really did her due diligence. I knew very little about Sierra Leone's prickly history, so I appreciated that historical content. I got a great look into the country and its culture. I liked both the beginning of the novel and the end, I felt the middle was a bit jumbled and not presented properly. At the end, I did have a lot of unanswered questions, the top being ""WHERE IS YOUR MOTHER?"". From reading this book, its clear that it was a hard book to write because there are so many things at play- the history of a country, the telling of a father's story from your memory and the memory of others along with your own history. Nonetheless, the book did a solid job of getting the story across....more",Notes are private!,0,2,1,"Mar 27, 2018","Apr 10, 2018","Mar 14, 2018",,Paperback,view (with text),/book/show/109939.The_Devil_That_Danced_on_the_Water
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,606","Apr 22, 2008",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely loved everything about this book, the writing, the characters and most importantly, the fact that it was set in India. The book is told fI absolutely loved everything about this book, the writing, the characters and most importantly, the fact that it was set in India. The book is told from the point of view of Balram Halwai a servant working and living in India. Over the course of seven nights, Balram outlines how he goes from servant to an Entrepreneur. Honestly, even though Balram Halwai is a murderer, he is the funniest most fascinating murderer I know. I found myself laughing out loud at various parts of Balram's story. I love an engaging story and that is exactly what this book is!...more",Notes are private!,0,7,1,"May 26, 2018","May 28, 2018","Mar 13, 2018",,Hardcover,view (with text),/book/show/1768603.The_White_Tiger
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak No Evil,"Iweala, Uzodinma",0062798960,9780062798961,,7        pp,3.86,"9,087","Mar 06, 2018","Mar 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WOW. I finished this book and I sat staring in space for a good 20mins. I could do nothing else except mediate on what I just read. This is a solid 5 WOW. I finished this book and I sat staring in space for a good 20mins. I could do nothing else except mediate on what I just read. This is a solid 5 star, must read book. I am absolutely astounding as to how such a short story packs an unbelievable punch. This book tackles so many issues in the short amount of pages and does it in the most beautiful way. Set in Washington D.C., ""Speak No Evil"" is about Niru, an overachieving young man to two wealthy Nigerian parents. Niru's got it all, he is a star athlete, on his way to Harvard and by all means, his future is bright, except he is struggling with letting everyone around him know his is gay, especially his parents. His best friends Meredith knows his secret and doesn't judge him for it. However, when Niru's father finds out he is gay, everything went downhill....fast.I could write a book on how gorgeous Iweala prose is but I am not a writer. I felt this book in my core. I was left wanting, there needs to be a follow up novel to this. While this novel is short in pages, it is long in heartache. A must read for me....more",Notes are private!,0,15,1,"Jun 06, 2018","Jun 14, 2018","Mar 06, 2018",,Audiobook,view (with text),/book/show/35180983-speak-no-evil
772,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A New Earth: Awakening to Your Life's Purpose,"Tolle, Eckhart",0452287588,9780452287587,0452287588,316        pp,4.15,"200,673",2005,"Aug 29, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""A New Earth"" is that book you have to spend an entire 6 months reading. A lot of different things are happening in this book, which requires you to f""A New Earth"" is that book you have to spend an entire 6 months reading. A lot of different things are happening in this book, which requires you to focus and really concentrate on the message being delivered. This isn't a book to be gobbled down, it is a book where to spend time reading each line and journaling or applying it to your life. This is basically a work book. I will be re-reading this before the year is out....more",Notes are private!,0,2,1,"Mar 06, 2018","Apr 27, 2018","Mar 06, 2018",,Paperback,view (with text),/book/show/76334.A_New_Earth
773,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of Hearts,"Martin, Kimmery*",,,B071NYSR9W,366        pp,3.60,"16,499","Feb 13, 2018","Feb 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Queen of Hearts cover grabbed me! Can we take a minute to just appreciate how lovely the cover is? As a lover of Medical Dramas (House, Grey's AnaThe Queen of Hearts cover grabbed me! Can we take a minute to just appreciate how lovely the cover is? As a lover of Medical Dramas (House, Grey's Anatomy, The Good Doctor) I decided to give this book a go as the blurb suggested I would ""fall for it"". I have to say, this was an ok read. It fell flat for me with regards to plot and some of the characters. The Queen of Hearts explores the friendship between two medical doctors Zadie and Emma. I loved the portrayal of these strong females. Kimmery Martin shows us how each character manages their careers, families, marriages and friendships. I did not care too much for the heavy inclusion of medical jargons, but overall, it was an ok read. I cannot say I will remember exactly what happened in this book a year from now. ...more",Notes are private!,0,3,1,"Mar 06, 2018","Mar 14, 2018","Mar 06, 2018",,Kindle Edition,view (with text),/book/show/35142025-the-queen-of-hearts
774,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Love Possessed,"Goodison, Lorna",0062127357,9780062127358,0062127357,272        pp,3.76,145,"Jan 01, 2011","May 29, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For 2018 I decided to start reading more books written by West Indian Authors. I went to the Library and this was one of my picks for March. By Love PFor 2018 I decided to start reading more books written by West Indian Authors. I went to the Library and this was one of my picks for March. By Love Possessed is a collection of short stories written by Lorna Goodison that perfectly captures the culture, heart and spirt of Jamaica and Jamaican people. I honestly enjoyed this collection of short stories, I could feel the Caribbean sun oozing from the page of this lovely book. Having read  ""Fool-Fool- Rose is Leaving Labour in Vain Savannah""  and thoroughly enjoyed it, I decided to give this one a go. Side-note: Some of the stories in Fool-Fool Rose.. was also included in ""Love Possessed"" This was such a well-rounded, perfectly executed collection of stories. I found myself laughing out loud, hissing my teeth, rolling my eyes and shaking my head at different characters. But overall my favorites included:The HelpweightBella Makes Life By Love PossessedHouse Colour Fool-Fool Rose is Leaving Labour-in-Vain Savannah Angelita and Golden Days Talola's Husband Alice and the Dancing Angel If you love short stories set in the Caribbean, this is a must read. ...more",Notes are private!,0,3,1,"Mar 05, 2018","Mar 06, 2018","Mar 05, 2018",,Paperback,view (with text),/book/show/13608914-by-love-possessed
775,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkest Child,"Phillips, Delores",1569473781,9781569473788,1569473781,400        pp,4.38,"14,479",2004,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I went through a range of emotions while reading this book, rage, anger and sadness. This was a really hard read for me, mainly because of the issues I went through a range of emotions while reading this book, rage, anger and sadness. This was a really hard read for me, mainly because of the issues covered in the book, they included, rape, colourism, child molestation, sex slavery, jim crow, racism, poverty, single parent reality, physical/emotional/verbal/mental abuse, mental health and general violence. Yes! This book covered a whole lot, it is a very heavy, hard, soul crushing read. Told from the POV of Tangy Mae, The Darkest Child is a story of a poverty stricken family dealing with the cruelty of a mother that suffers from mental illness. The book is set in the late 1950s in a small town in Georgia where racism is still very much alive, so too is segregation. The story is well written and heartbreaking a lot of times, it is not a book you will easily forget and the main character Tangy Mae is one that will win your heart over. If you are looking to go beyond the fluffy every day cliché read, then pick up “The Darkest Child” it’s a very hard read, but worth the heartache. I noticed Delores Phillips didn't write any other book but this one, after reading this book, I know why. ...more",Notes are private!,0,12,1,"Mar 11, 2018","Mar 15, 2018","Mar 03, 2018",,Paperback,view (with text),/book/show/331260.The_Darkest_Child
776,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the García Girls Lost Their Accents,"Alvarez, Julia*",0452287073,9780452287075,0452287073,286        pp,3.63,"29,972","Jan 04, 1991","Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""How the Garcia Girls Lost Their Accents""  is a novel about four girls Carla, Sophia, Sandra, and Yolanda who had to flee their home in Dominica to go""How the Garcia Girls Lost Their Accents""  is a novel about four girls Carla, Sophia, Sandra, and Yolanda who had to flee their home in Dominica to go to the US after their father was involved in a political coup. The book follows the lives of the four girls and their parents as they each get accustomed to life in New York. While I liked the premise, I was a bit disappointed in the plot and character development. The book felt disjointed, it read more like a collection of short stories than an overall book. At the end of the book, I could hardly remember one specific thing about each Garcia girl as they all seemed to be one entity. However, if you, like me, have an affinity for books that explores the immigrant experience, especially the experience of a Caribbean National then you might want to give this book a read. ...more",Notes are private!,0,6,1,"Mar 11, 2018","Mar 12, 2018","Mar 03, 2018",,Paperback,view (with text),/book/show/11208.How_the_Garc_a_Girls_Lost_Their_Accents
777,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Shades of Gray,"Sepetys, Ruta*",0399254129,9780399254123,0399254129,344        pp,4.37,"242,713","Mar 22, 2011","Mar 22, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“We'd been trying to touch the sky from the bottom of the ocean.” Between Shades of Grey explores what happened to the Baltic States in 1941 under th “We'd been trying to touch the sky from the bottom of the ocean.” Between Shades of Grey explores what happened to the Baltic States in 1941 under the regime of Stalin and his men. This is book sheds light on a period on history that is often overlooked or not widely spoken about. When I think of World Ward 11 I usually think about the Holocaust and Pearl Harbour, having picked up this book I am acutely aware of the millions of people that were killed by Stalin.  Told from the POV of Lina, we witness her family being rounded up from their homes in Lithuania and being deported to Siberia where they have to work in concentration camps. The story follows Lina’s time in the camps and their quest to remain hopeful despite all that is around them. While Lina and her family are all fictional characters, they represent millions of people who had to face this sad reality. What is also sad is that I knew nothing about this period in history until I picked up this book. A heart-breaking, horrifying but necessary read, especially for those who do not know about what happened the people from the Baltic States under Stalin regime....more",Notes are private!,0,5,1,"Mar 16, 2018","Mar 20, 2018","Mar 03, 2018",,Hardcover,view (with text),/book/show/7824322-between-shades-of-gray
778,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sometimes I Lie,"Feeney, Alice*",0008225354,9780008225353,0008225354,387        pp,3.78,"222,397","Mar 23, 2017","Mar 23, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe it is me, but I find lately I prefer to have a reliable narrator... also there is only so much twist a girl can take before it actually starts bMaybe it is me, but I find lately I prefer to have a reliable narrator... also there is only so much twist a girl can take before it actually starts bordering on ridiculous. I mean... COME ON!!!!!*breathes*If you like having an unreliable narrator, you will love this book.If you are looking for a book with twists and turns you will absolutely love this book.If you love being lied to, you will love this book.If you really enjoyed any book title with ""girl/woman"" you will love this book.If you love reading about your main character's love of wine, you will love this book. If you love a good cliché, you will absolutely love this book. I for one didn't love this. Yes it was fast-paced (thank goodness), but I found myself rolling my eyes more than being thrilled. It might just be me and not the book.... ...more",Notes are private!,0,10,1,"Mar 02, 2018","Mar 06, 2018","Mar 02, 2018",,Paperback,view (with text),/book/show/32326398-sometimes-i-lie
779,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Broken Girls,"St. James, Simone*",,,,336        pp,4.07,"105,385","Mar 20, 2018","Mar 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book gave me the heebie jeebies, I was so afraid of Mary Hand, I could not read this book in the dark- yes I know, I am a baby!Simone St. James dThis book gave me the heebie jeebies, I was so afraid of Mary Hand, I could not read this book in the dark- yes I know, I am a baby!Simone St. James did an amazing job with this book. If you are looking for a strong mystery, suspense thriller this is a good book to pick up. The story traverse two time periods- the 1940s, we meet four girls all at a boarding school for ""troubled girls"" one ends up being murdered. Fast forward to 2014 where we meet Fiona, a journalist investigating her Sister's murder. The two stories are linked, we just don't know how... I enjoyed getting creeped out with this one! ...more",Notes are private!,0,6,1,"Apr 02, 2018","Apr 10, 2018","Mar 01, 2018",,Kindle Edition,view (with text),/book/show/35533431-the-broken-girls
780,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Will Be My Undoing: Living at the Intersection of Black, Female, and Feminist in (White) America","Jerkins, Morgan*",,,B07192GS8W,275        pp,4.04,"6,682","Jan 30, 2018","Jan 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Generally, I devoured personal essay collections written by women in a matter of days. I'm a nosy and voyeuristic person.....or maybe I'm naturally  ""Generally, I devoured personal essay collections written by women in a matter of days. I'm a nosy and voyeuristic person.....or maybe I'm naturally curious. Whatever the reason, I love read it about women's inner lives, traveling through the pages like a boat gouged by a mild yet noticeable current.""  I read this book in one sitting partly because it was that good and also because Morgan Jerkins' writing was that engaging. Jerkins' unpacks a lot of things in this novel from growing up black, to dating, Lemonade, Black Girl Magic amongst other things. It is clear Jerkins' got the give of gab because she really addressed certain topics in the most engaging way. I particularly loved the following essays:How to Survive: A Manifesto on Paranoia and PeaceHow to Be Docile A Lotus for Michelle Im astounded that Jerkins is so young in her writing career, I am looking forward to her more grown-up pieces. A great read overall....more",Notes are private!,0,10,1,"Jun 20, 2018","Jun 20, 2018","Feb 28, 2018",,Kindle Edition,view (with text),/book/show/36153017-this-will-be-my-undoing
781,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freshwater,"Emezi, Akwaeke*",0802127355,9780802127358,0802127355,229        pp,4.03,"31,622","Feb 13, 2018","Feb 13, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am going to be honest with you, I do not know how to  this book. I do not know what to tell you this book was about, I do not have words for tI am going to be honest with you, I do not know how to  this book. I do not know what to tell you this book was about, I do not have words for this book. Even the name ""Freshwater"" is a little elusive to me. I cannot remember the last time I read a book that really left me astounded.What do know is this:This book is groundbreakingThis book is beautifully written, it is like reading artThis book is speaks to religion, it is also very blasphemousThis book will make you cry, I certainly shed a few tearsThis book will have you believing in the kid of love that doesn't exist This book is one of its kind. You will not believe this is a debut novel.I am still in awe of this book. I am still processing my feelings around this book. I know this is a book I will re-read in the future, but I think everyone needs to read this now. MUST READ....more",Notes are private!,0,23,1,"Feb 24, 2018","Feb 28, 2018","Feb 23, 2018",,Hardcover,view (with text),/book/show/35412372-freshwater
782,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls Burn Brighter,"Rao, Shobha*",1250074258,9781250074256,1250074258,309        pp,3.77,"24,348","Mar 06, 2018","Mar 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Girls Burn Brighter ticks at least three boxes for me:1. A great title2. Equally great cover 3. Set in India The book explores the friendship of PoornGirls Burn Brighter ticks at least three boxes for me:1. A great title2. Equally great cover 3. Set in India The book explores the friendship of Poornima and Savitha who meet in India but due to circumstances they were torn apart. In a series of unfortunate events both Poornima end up in America where they still try to reunite.  On one hand I appreciated the book, on another hand, it felt very heavy, and the violence was a lot. Sometimes it felt as if poor Poornima and Savitha was suffering JUST for suffering sake. I understand this is the reality for a lot of girls in this cruel world and I know this is a necessary story to write but it was a whole lot. I will say, I was interested enough to see the book to the end and I really appreciated Shobha Rao's writing. I just could not get over the gruesomeness of most of the events covered in this book. ...more",Notes are private!,0,14,1,"Mar 16, 2018","Mar 28, 2018","Feb 23, 2018",,Hardcover,view (with text),/book/show/34275212-girls-burn-brighter
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,675","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Updated January 17, 2020  I decided to give  An American Marriage  the green light for the BookOfCinz book club read for January because it is the pe Updated January 17, 2020  I decided to give  An American Marriage  the green light for the BookOfCinz book club read for January because it is the perfect book club book. My  below still stands after reading this book a second time. Well, maybe I found the characters just a tiny bit immature but the issues explored in this book is so relevant and done in such a realistic way.  It's like the difference between a raw egg and a scrambled egg. It's the same thing, but it's not the same at all. I have four things to say about An American Marriage by Tayari Jones,  BELIEVE. THE. HYPE  I could not open my Goodreads or Bookstgram page without seeing this book on my feed. It was everywhere and it seemed like the entire world (including Oprah) was reading this book. Of course, I jumped on the bandwagon. I cannot remember the last time a book left me so disoriented and feeling all ""kinda ways"". I stayed up late because I could not put down the book, also, when I was 90% through I stopped because I wanted to savor the rest of the book. I honestly cannot remember the last time a book made me cry but An American Marriage had me bawling and turning pages at the same time. As the blurb says, Celestine and Roy have been married for over a year, they took a trip to the South to Roy's hometown. During the trip Roy gets arrested and is sentenced to 12 years in prison. What transpires next, will break your heart. I think this book pushes our boundaries on what we think marriage is. I am always the first to say Marriage is such an important institution that should be respected. You are making an eternal promise to someone, and you are making this vow to them and to God (if you believe in Him). I do not take marriage lightly, ever, but after reading this book, I am honestly questioning if I will ever be ready for marriage. When people say their vows, should they be held accountable to these vows no matter the circumstances? Are things ever that black and white? Is marriage ever that black and white? Ok... now that I got the heaviness out of the way. Let us talk about how well written this book. This is the first book I have read by Tayari Jones but most certainly not the last. Her writing is eloquent, rich and thoroughly enjoyable. Her character development ability should be taught in schools. Not to mention how relatable the characters were. I honestly felt for Celestine, Roy, Big Roy, Olive and Andre. It was as if I was thoroughly invested in their lives. It is not often an overhyped book lives up to the hype but An American Marriage deserves all the hype its getting and then some. This is definitely a must read for me. Also, I know it is only February and we have 10months left in the year but I am firmly putting this on my favorite books of 2018. Now that you've read my long , go read the book!...more",Notes are private!,0,57,2,"Jan 09, 2020Feb 25, 2018","Jan 17, 2020Feb 28, 2018","Feb 21, 2018",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets We Kept: Three Women of Trinidad,"Sital, Krystal A.*",039360926X,9780393609264,039360926X,352        pp,4.02,583,"Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Updated August 21, 2019 Re-read this book for the BookOfCinz book club and I cannot get over how important this read is. I cannot stop recommending t Updated August 21, 2019 Re-read this book for the BookOfCinz book club and I cannot get over how important this read is. I cannot stop recommending this book.  If you are a Caribbean Woman or from Caribbean heritage this book is a must read. This debut novel by Krystal Sital unpacks so many issues that Caribbean Women face, particularly their mothers and grandmothers. The book is basically a memoir/biography of sorts for Krystal, her Mom and her Grandmother. When Krystal's Grandfather accidentally falls and is rushed to the hospital, there seems to be no urgency by her Grandmother in trying to save her husband's life. When Krystal asks her Mom, ""Why Grandma doesn't want Grandpa to live? the secrets that were kept for generations started unravelling. This book covers a lot and in such an authentic and unapologetic way. Mother-Daughter relationships are explored, racial tension in Trinidad and Tobago, Domestic Abuse, Mental Health, Family Secrets/Dynamics and the how being uneducated as a woman impacts quality of life. I could talk for hours on each theme and how Sital expertly addresses it in this novel, but I think you need to read this one for yourself. Coming from a Caribbean background and reading this, I couldn't help but this, ""this is so damn typical of us!"". Families are rife with secrets that never gets aired because of shame, there is the toxic male culture that seems to exist throughout the book. Overall, a real life read. What I absolutely loved was how Sital portrayed her Grandmother and Mother, while they were all flawed, their resilient spirit is truly one worth reading about. This might be one of my top Caribbean reads for the year. I absolutely recommend everyone picking this up....more",Notes are private!,0,25,2,"Aug 02, 2019Dec 03, 2018","Aug 21, 2019Dec 04, 2018","Feb 21, 2018",,Hardcover,view (with text),/book/show/35187198-secrets-we-kept
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepwalker,"Bohjalian, Chris*",038553891X,9780385538916,038553891X,304        pp,3.68,"20,804","Jan 10, 2017","Jan 10, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Sleepwalker"" did not do it for me. Having read some of Chris Bohjalian other works, I felt this book would have been a sure thing, it wasn't. The""The Sleepwalker"" did not do it for me. Having read some of Chris Bohjalian other works, I felt this book would have been a sure thing, it wasn't. The plot, characters and premise all fell flat for me. I found the book extremely repetitive and often times boring. What I did find interesting was the research done around Sleepwalkers, it was great learning something new. Overall, this book did not do it for me. ...more",Notes are private!,0,2,1,"Feb 18, 2018","Feb 22, 2018","Feb 18, 2018",,Hardcover,view (with text),/book/show/30211957-the-sleepwalker
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Need to Know,"Cleveland, Karen*",1524797022,9781524797027,1524797022,304        pp,3.82,"31,040","Jan 23, 2018","Jan 23, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WOOOOW!!!!!! Talk about a THRILLER!!!!! The market is so saturated with ""thrillers"" and ""action-packed"" novels but this... this book, this book lives WOOOOW!!!!!! Talk about a THRILLER!!!!! The market is so saturated with ""thrillers"" and ""action-packed"" novels but this... this book, this book lives up to the hype and more. I read this book in ONE sitting, it was un-put-down-able. I cannot remember the last time I was utterly enthralled with a book, Cleveland sucked me in for the entire 400 pages and I did not want to leave. Vivian is a CIA Analyst, married for over 10 years with four kids. With the click of a mouse her entire life is about to go haywire and I am here for it! When Cleveland gave us the punchline within the first chapters of the book I could not believe it would get any better but it absolutely did. This book was fact paced, thrilling, action packed and kept me on the edge of my seat the entire time. If you are looking for a really thrilling book, something to get you out of your reading rut, pick this one up! MUST READ. ...more",Notes are private!,0,9,1,"Feb 16, 2018","Feb 18, 2018","Feb 16, 2018",,Hardcover,view (with text),/book/show/35356388-need-to-know
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Black Unicorn,"Haddish, Tiffany",1501181823,9781501181825,1501181823,288        pp,3.84,"66,102","Dec 05, 2017","Dec 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After watching ""Girl's Trip"" I became a huge fan of the breakout star Tiffany Haddish so I decided to give this book a go. While I am not usually a faAfter watching ""Girl's Trip"" I became a huge fan of the breakout star Tiffany Haddish so I decided to give this book a go. While I am not usually a fan of comedians writing books, being a fan made me really push to read this. Haddish did not hold anything back, while she could go a bit deeper at times, she kept this book authentic and of course hilarious. There were a lot of uncomfortable moments but I know this added to the realness of the book. ...more",Notes are private!,0,7,1,"Feb 07, 2018","Feb 15, 2018","Feb 07, 2018",,Hardcover,view (with text),/book/show/34974310-the-last-black-unicorn
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Here Is Beautiful,"Lee, Mira T.*",0735221960,9780735221963,0735221960,360        pp,3.93,"19,036","Jan 16, 2018","Jan 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a sucker for a book with a great cover and a great title- Everything Here is Beautiful delivers on both fronts. The novel broke my heart into a mI am a sucker for a book with a great cover and a great title- Everything Here is Beautiful delivers on both fronts. The novel broke my heart into a million little pieces and it was worth it!Everything Here is Beautiful explores the relationship of two sisters, Miranda and Lucia. Miranda, the older sister is responsible, stable and always in control, her younger sister Lucia suffers from mental illness, specifically bi-polar disorder/schizophrenia. We see Miranda struggling with trying to live her life, but living with the guilt that her sister is somewhere not being treated for her illness. Mental illness is always a hard topic to write about and not everyone does a good job of writing on this topic. Mira Lee did an amazing job of capturing exactly what the illness does to the individual, families and relationships. The story is told from different POVs, each POV gives different insight into how the illness is affecting them and Lucia. This is beautifully written, honest, complex, raw and heartbreaking debut novel. I recommend for anyone who loves a solid book that delivers on strong characters and speaks to a topic that we all should be talking about a lot more. I almost cannot believe this is a debut novel. I am (I'm)patiently awaiting what Mira Lee writes next. I recommend! ...more",Notes are private!,0,10,1,"Mar 13, 2018","Mar 20, 2018","Jan 30, 2018",,Hardcover,view (with text),/book/show/34262106-everything-here-is-beautiful
789,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Between Us,"Hendricks, Greer*",1250130921,9781250130921,1250130921,432        pp,3.84,"391,693","Jan 02, 2018","Jan 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Believe the hype.... a little... Greer Hendricks did a great job of keeping my heart racing for this entire novel. There were so many twists and turn Believe the hype.... a little... Greer Hendricks did a great job of keeping my heart racing for this entire novel. There were so many twists and turns at one point I had to put the book down to catch my breath. I cannot say a lot about the plot without giving away a lot of it, but just know... this entire read was very wild in some areas. I wont say this is the most thrilling read, there were a lot of clichés but the overall I found the read entertaining. This is the perfect airport read or beach day read. As I started out saying, ...believe the hype... a little...What do you think?...more",Notes are private!,0,5,1,"Feb 11, 2018","Feb 16, 2018","Jan 30, 2018",,Hardcover,view (with text),/book/show/34189556-the-wife-between-us
790,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Clocks,"Zumas, Leni*",0316434817,9780316434812,0316434817,356        pp,3.67,"23,821","Jan 16, 2018","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Red Clocks was all over my bookstagram feed. I could not open the app without seeing this red cover popping up on my screen. In this dystopian novel wRed Clocks was all over my bookstagram feed. I could not open the app without seeing this red cover popping up on my screen. In this dystopian novel which is set in the United States, abortion is illegal so is adopting a kid as a single parent. Coming off the heels of ""The Handmaid's Tale"" this book felt a little too real for comfort, especially with the Trump administration in power, I cant help but feel like this might be the future. It is chilly. In this novel we meet five very strong females, all of which are affected by this new law. We see how each navigate their new reality. I really loved the Biographer and Daughter storylines because they really spoke to me. Overall, this was a chilling read. I didn't like how close to reality this could possibly be....more",Notes are private!,0,3,1,"Feb 17, 2018","Feb 18, 2018","Jan 30, 2018",,Hardcover,view (with text),/book/show/35099035-red-clocks
